ShipmentID,OrderDate,Warehouse,Carrier,ProductCategory,Units,ShippingCost,DistanceMiles,PromisedDays,ActualDays,LateFlag
SH805468,2025-08-20,Chicago,BlueFreight,Health,56,897.36,1443,7,11,True
SH805469,2025-08-03,Chicago,NorthStar,Home,399,206.02,2571,10,9,False
SH805470,2025-10-27,New Jersey,BlueFreight,Electronics,128,1069.37,1618,5,9,True
SH805471,2025-09-24,LA,BlueFreight,Electronics,441,1460.69,122,10,9,False
SH805472,2025-06-25,LA,NorthStar,Health,134,1058.03,2038,10,13,True
SH805473,2025-02-07,LA,NorthStar,Office,223,689.87,2450,3,4,True
SH805474,2025-02-12,Dallas,NorthStar,Office,246,457.42,1449,7,9,True
SH805475,2025-02-19,Atlanta,BlueFreight,Electronics,474,493.67,1863,3,3,False
SH805476,2025-05-24,Chicago,RoadRunner,Home,201,1379.44,1467,7,6,False
SH805477,2025-08-25,LA,FastShip,Office,194,561.86,1726,10,10,False
SH805478,2025-03-13,Chicago,NorthStar,Electronics,269,1093.75,1740,5,4,False
SH805479,2025-06-13,New Jersey,BlueFreight,Apparel,18,997.28,256,3,6,True
SH805480,2025-11-16,LA,FastShip,Health,153,811.93,1218,5,7,True
SH805481,2025-09-30,New Jersey,RoadRunner,Home,209,1370.42,903,7,10,True
SH805482,2025-09-26,LA,NorthStar,Apparel,181,1141.3,2800,2,6,True
SH805483,2025-05-20,LA,BlueFreight,Health,189,659.17,2572,10,9,False
SH805484,2025-04-10,LA,RoadRunner,Office,257,278.21,326,3,6,True
SH805485,2025-03-19,Chicago,BlueFreight,Apparel,490,336.85,2837,5,6,True
SH805486,2025-07-31,New Jersey,RoadRunner,Electronics,298,950.11,448,5,9,True
SH805487,2025-01-11,New Jersey,FastShip,Office,177,212.73,2936,10,13,True
SH805488,2025-09-07,Dallas,BlueFreight,Apparel,77,1310.48,710,3,7,True
SH805489,2025-02-21,Dallas,RoadRunner,Electronics,151,473.58,2898,2,4,True
SH805490,2025-07-30,Chicago,RoadRunner,Electronics,306,1110.84,1001,10,14,True
SH805491,2025-12-01,Chicago,NorthStar,Home,282,625.56,2774,2,6,True
SH805492,2025-05-07,Atlanta,RoadRunner,Electronics,105,1299.42,1107,10,10,False
SH805493,2025-07-20,Atlanta,BlueFreight,Electronics,250,812.45,1901,3,6,True
SH805494,2025-01-18,Dallas,RoadRunner,Health,297,489.76,1564,2,2,False
SH805495,2025-11-25,New Jersey,FastShip,Home,409,1384.53,42,7,11,True
SH805496,2025-02-22,Dallas,BlueFreight,Electronics,470,356.75,2203,10,13,True
SH805497,2025-02-12,Atlanta,BlueFreight,Electronics,138,1306.74,2195,2,6,True
SH805498,2025-07-10,Chicago,BlueFreight,Office,279,1149.71,1337,5,9,True
SH805499,2025-06-25,New Jersey,BlueFreight,Home,369,813.14,1980,5,8,True
SH805500,2025-02-06,New Jersey,FastShip,Home,348,1313.02,2567,2,3,True
SH805501,2025-12-01,New Jersey,BlueFreight,Home,155,661.49,1908,2,1,False
SH805502,2025-10-28,Atlanta,NorthStar,Home,349,1278.96,1799,3,6,True
SH805503,2025-11-24,Dallas,RoadRunner,Apparel,83,451.75,1411,2,5,True
SH805504,2025-04-05,New Jersey,BlueFreight,Office,167,87.36,86,7,9,True
SH805505,2025-08-21,Chicago,FastShip,Home,398,978.28,1174,10,12,True
SH805506,2025-04-11,Atlanta,RoadRunner,Health,79,391.38,462,5,8,True
SH805507,2025-08-30,New Jersey,BlueFreight,Office,223,773.19,1193,5,6,True
SH805508,2025-09-14,LA,RoadRunner,Home,72,1242.8,1938,2,1,False
SH805509,2025-11-07,Dallas,RoadRunner,Health,157,520.83,243,2,4,True
SH805510,2025-10-19,New Jersey,RoadRunner,Health,320,1487.72,1135,7,8,True
SH805511,2025-12-18,Atlanta,NorthStar,Office,98,793.02,477,7,11,True
SH805512,2025-05-27,New Jersey,FastShip,Office,386,309.71,896,2,5,True
SH805513,2025-12-24,Dallas,RoadRunner,Apparel,445,914.31,2375,7,10,True
SH805514,2025-01-11,Chicago,NorthStar,Electronics,28,1038.85,931,10,13,True
SH805515,2025-01-05,Atlanta,NorthStar,Home,372,1093.68,1567,10,9,False
SH805516,2025-12-06,Chicago,BlueFreight,Electronics,316,1009.52,1619,7,9,True
SH805517,2025-08-04,Dallas,NorthStar,Health,54,810.19,63,5,4,False
SH805518,2025-12-19,Atlanta,NorthStar,Apparel,391,1450.3,59,5,7,True
SH805519,2025-07-25,Chicago,RoadRunner,Health,61,720.78,838,10,13,True
SH805520,2025-06-09,Atlanta,BlueFreight,Health,202,28.48,1760,2,3,True
SH805521,2025-02-13,New Jersey,BlueFreight,Apparel,492,497.24,2879,7,7,False
SH805522,2025-01-28,Dallas,RoadRunner,Home,461,859.06,2477,3,5,True
SH805523,2025-07-09,New Jersey,RoadRunner,Health,88,753.96,1275,10,10,False
SH805524,2025-07-23,Dallas,BlueFreight,Office,365,437.46,901,2,5,True
SH805525,2025-02-06,Dallas,BlueFreight,Health,149,317.44,2597,10,12,True
SH805526,2025-12-05,New Jersey,RoadRunner,Electronics,375,601.42,2674,10,10,False
SH805527,2025-01-18,Chicago,FastShip,Home,62,130.88,2418,10,9,False
SH805528,2025-10-02,Dallas,NorthStar,Apparel,396,1365.57,1478,10,14,True
SH805529,2025-09-19,Atlanta,RoadRunner,Health,109,1270.73,1463,2,2,False
SH805530,2025-04-11,Chicago,RoadRunner,Office,449,1333.85,1547,5,7,True
SH805531,2025-01-07,Atlanta,BlueFreight,Electronics,449,410.34,2492,3,4,True
SH805532,2025-06-16,New Jersey,RoadRunner,Apparel,109,1471.45,413,7,8,True
SH805533,2025-05-25,New Jersey,RoadRunner,Health,71,85.59,2182,7,6,False
SH805534,2025-12-13,Atlanta,BlueFreight,Office,364,905.95,366,10,13,True
SH805535,2025-10-30,Atlanta,RoadRunner,Home,393,1162.01,933,3,2,False
SH805536,2025-02-21,Atlanta,BlueFreight,Health,143,510.45,1203,7,11,True
SH805537,2025-06-07,Dallas,BlueFreight,Apparel,140,626.6,1967,5,5,False
SH805538,2025-04-03,Atlanta,BlueFreight,Health,395,622.51,1148,3,2,False
SH805539,2025-05-05,New Jersey,FastShip,Apparel,384,753.4,2145,5,8,True
SH805540,2025-12-08,LA,FastShip,Health,355,403.99,515,7,9,True
SH805541,2025-01-07,Atlanta,NorthStar,Health,222,665.19,326,3,6,True
SH805542,2025-04-08,Chicago,FastShip,Health,231,281.98,18,2,1,False
SH805543,2025-11-25,New Jersey,RoadRunner,Health,154,871.63,189,2,3,True
SH805544,2025-09-23,Dallas,NorthStar,Apparel,337,1272.82,128,7,9,True
SH805545,2025-01-14,Atlanta,BlueFreight,Home,328,937.2,1292,2,4,True
SH805546,2025-11-28,LA,BlueFreight,Office,206,1168.7,2912,10,14,True
SH805547,2025-05-19,Chicago,NorthStar,Apparel,2,55.03,2997,10,12,True
SH805548,2025-03-19,Dallas,BlueFreight,Home,210,1376.9,1031,5,6,True
SH805549,2025-04-18,New Jersey,BlueFreight,Home,194,521.26,2414,10,10,False
SH805550,2025-11-18,New Jersey,NorthStar,Apparel,42,1368.82,10,7,6,False
SH805551,2025-09-03,LA,BlueFreight,Apparel,240,621.24,1895,2,2,False
SH805552,2025-01-13,Dallas,NorthStar,Apparel,130,451.14,2571,7,11,True
SH805553,2025-09-04,Atlanta,FastShip,Electronics,477,376.88,2087,5,4,False
SH805554,2025-11-10,Dallas,NorthStar,Health,262,432.72,1044,3,5,True
SH805555,2025-01-18,Dallas,NorthStar,Apparel,98,268.4,845,7,11,True
SH805556,2025-10-03,LA,FastShip,Health,163,850.16,146,5,5,False
SH805557,2025-07-05,Atlanta,RoadRunner,Apparel,165,1302.91,839,3,5,True
SH805558,2025-10-24,LA,BlueFreight,Electronics,430,715.08,1701,5,5,False
SH805559,2025-06-16,New Jersey,FastShip,Home,87,1301.51,434,10,12,True
SH805560,2025-12-31,LA,NorthStar,Health,385,1342.71,131,5,6,True
SH805561,2025-07-10,New Jersey,NorthStar,Office,374,1489.04,910,3,2,False
SH805562,2025-06-14,Atlanta,NorthStar,Apparel,81,804.86,1564,3,5,True
SH805563,2025-08-01,LA,NorthStar,Office,398,834.38,2543,7,6,False
SH805564,2025-10-26,LA,BlueFreight,Electronics,411,1204.15,2016,2,2,False
SH805565,2025-10-08,Dallas,NorthStar,Office,469,1068.31,1439,10,14,True
SH805566,2025-09-25,LA,FastShip,Apparel,26,303.19,1503,5,5,False
SH805567,2025-08-06,LA,NorthStar,Home,278,962.53,1127,7,9,True
SH805568,2025-11-10,Atlanta,FastShip,Electronics,301,173.81,2841,2,1,False
SH805569,2025-09-13,Atlanta,BlueFreight,Office,419,271.15,1792,3,7,True
SH805570,2025-06-02,Dallas,FastShip,Apparel,120,564.16,2631,3,3,False
SH805571,2025-08-07,New Jersey,FastShip,Office,287,1424.3,2974,7,11,True
SH805572,2025-03-03,LA,RoadRunner,Electronics,260,1211.9,1816,2,4,True
SH805573,2025-09-16,New Jersey,NorthStar,Health,14,1048.2,1113,10,10,False
SH805574,2025-11-20,New Jersey,RoadRunner,Apparel,275,151.36,208,5,8,True
SH805575,2025-09-13,Atlanta,BlueFreight,Office,115,131.74,1538,5,4,False
SH805576,2025-06-14,New Jersey,RoadRunner,Apparel,399,91.78,2787,7,11,True
SH805577,2025-05-13,New Jersey,FastShip,Apparel,217,1346.99,582,7,10,True
SH805578,2025-02-07,LA,BlueFreight,Electronics,499,262.02,1683,5,8,True
SH805579,2025-08-02,Atlanta,BlueFreight,Apparel,255,635.82,2813,2,5,True
SH805580,2025-04-15,Dallas,FastShip,Apparel,416,1454.69,2329,5,8,True
SH805581,2025-12-25,New Jersey,BlueFreight,Apparel,266,1184.08,2588,2,4,True
SH805582,2025-01-21,Dallas,FastShip,Apparel,305,846.61,2931,5,5,False
SH805583,2025-09-01,Atlanta,NorthStar,Apparel,6,1406.37,1467,3,3,False
SH805584,2025-08-30,LA,NorthStar,Apparel,300,132.76,466,3,5,True
SH805585,2025-06-04,Dallas,FastShip,Health,248,1270.69,2609,3,3,False
SH805586,2025-03-27,Atlanta,BlueFreight,Electronics,221,752.47,1620,2,3,True
SH805587,2025-03-12,Chicago,BlueFreight,Apparel,94,813.81,1760,7,7,False
SH805588,2025-10-24,Atlanta,NorthStar,Home,274,1150.4,839,10,13,True
SH805589,2025-08-28,Chicago,NorthStar,Home,21,822.05,148,3,5,True
SH805590,2025-12-14,Dallas,BlueFreight,Health,231,443.73,2410,5,8,True
SH805591,2025-07-25,LA,RoadRunner,Office,465,1472.69,2302,7,9,True
SH805592,2025-09-17,Atlanta,RoadRunner,Office,487,352.74,1452,10,12,True
SH805593,2025-11-01,Chicago,FastShip,Health,4,1416.12,1191,5,6,True
SH805594,2025-02-04,Dallas,FastShip,Apparel,402,922.13,1080,3,6,True
SH805595,2025-04-10,Dallas,FastShip,Electronics,394,1352.22,715,7,11,True
SH805596,2025-10-01,Atlanta,BlueFreight,Apparel,411,681.93,1232,5,6,True
SH805597,2025-11-06,LA,FastShip,Health,408,678.3,2429,7,9,True
SH805598,2025-01-17,Chicago,BlueFreight,Home,457,94.77,2369,2,5,True
SH805599,2025-03-18,New Jersey,NorthStar,Office,218,780.98,538,3,5,True
SH805600,2025-02-03,Dallas,NorthStar,Apparel,9,495.37,2216,10,9,False
SH805601,2025-08-26,Dallas,NorthStar,Office,290,292.73,1277,2,4,True
SH805602,2025-04-19,Dallas,BlueFreight,Health,137,621.69,224,5,8,True
SH805603,2025-09-02,Chicago,FastShip,Home,440,1075.99,912,7,7,False
SH805604,2025-11-12,Dallas,NorthStar,Health,18,268.13,1232,2,2,False
SH805605,2025-12-18,Chicago,RoadRunner,Health,435,1286.25,1216,10,12,True
SH805606,2025-09-29,Chicago,FastShip,Home,34,58.04,764,10,13,True
SH805607,2025-07-24,LA,BlueFreight,Home,122,1117.96,1540,7,11,True
SH805608,2025-12-09,New Jersey,RoadRunner,Home,450,1181.08,1531,10,13,True
SH805609,2025-04-13,Chicago,FastShip,Electronics,7,451.87,1940,10,13,True
SH805610,2025-01-11,LA,NorthStar,Apparel,115,682.8,2338,10,13,True
SH805611,2025-02-02,Atlanta,BlueFreight,Home,224,715.07,816,2,4,True
SH805612,2025-12-19,LA,RoadRunner,Office,402,401.0,323,5,4,False
SH805613,2025-10-25,New Jersey,RoadRunner,Apparel,361,1122.43,275,10,10,False
SH805614,2025-01-10,Atlanta,RoadRunner,Apparel,130,952.3,1859,10,9,False
SH805615,2025-08-07,Atlanta,NorthStar,Electronics,438,30.77,2295,5,8,True
SH805616,2025-04-20,Atlanta,RoadRunner,Electronics,86,1269.06,1246,3,4,True
SH805617,2025-06-30,Dallas,RoadRunner,Home,43,124.43,2249,3,7,True
SH805618,2025-12-31,Dallas,RoadRunner,Electronics,102,1439.7,2415,7,11,True
SH805619,2025-06-26,Dallas,BlueFreight,Apparel,342,722.16,522,10,10,False
SH805620,2025-06-30,LA,RoadRunner,Health,371,280.18,1363,2,4,True
SH805621,2025-09-10,Atlanta,RoadRunner,Home,3,115.51,663,3,5,True
SH805622,2025-10-01,Dallas,NorthStar,Apparel,285,929.58,2129,3,3,False
SH805623,2025-05-23,Dallas,NorthStar,Office,346,301.23,1683,5,7,True
SH805624,2025-10-06,Dallas,NorthStar,Electronics,479,555.56,350,2,6,True
SH805625,2025-06-01,Dallas,RoadRunner,Health,76,1050.82,1975,2,5,True
SH805626,2025-11-09,New Jersey,BlueFreight,Apparel,361,1447.14,132,2,4,True
SH805627,2025-04-29,LA,FastShip,Electronics,250,61.42,2966,10,10,False
SH805628,2025-09-07,New Jersey,BlueFreight,Home,430,345.52,360,7,7,False
SH805629,2025-02-05,LA,NorthStar,Electronics,147,702.5,1163,7,10,True
SH805630,2025-06-15,Chicago,NorthStar,Apparel,45,744.22,2637,5,7,True
SH805631,2025-06-22,Dallas,NorthStar,Home,183,542.99,1118,7,7,False
SH805632,2025-04-21,LA,RoadRunner,Apparel,456,1212.33,1298,3,6,True
SH805633,2025-01-30,LA,BlueFreight,Electronics,305,744.07,1108,10,9,False
SH805634,2025-07-19,LA,FastShip,Health,355,649.64,282,2,4,True
SH805635,2025-02-17,LA,NorthStar,Office,234,1161.99,1502,7,7,False
SH805636,2025-08-24,Dallas,BlueFreight,Office,88,23.03,2876,5,9,True
SH805637,2025-05-03,Dallas,FastShip,Electronics,200,1201.06,697,10,10,False
SH805638,2025-09-12,Chicago,NorthStar,Office,392,1288.57,2076,5,4,False
SH805639,2025-08-03,LA,BlueFreight,Office,88,642.38,2900,5,8,True
SH805640,2025-03-07,New Jersey,FastShip,Health,40,473.67,1481,7,10,True
SH805641,2025-10-10,New Jersey,NorthStar,Apparel,59,1002.02,292,7,10,True
SH805642,2025-02-22,New Jersey,RoadRunner,Electronics,81,1396.94,997,5,7,True
SH805643,2025-09-22,New Jersey,NorthStar,Office,302,762.22,728,5,4,False
SH805644,2025-10-27,Dallas,BlueFreight,Apparel,114,980.66,416,2,2,False
SH805645,2025-05-29,Chicago,FastShip,Home,115,756.66,1581,3,3,False
SH805646,2025-01-25,New Jersey,FastShip,Electronics,246,749.09,325,7,9,True
SH805647,2025-11-24,Chicago,NorthStar,Health,406,207.86,1232,10,13,True
SH805648,2025-09-17,New Jersey,BlueFreight,Office,71,746.37,641,3,7,True
SH805649,2025-09-04,Atlanta,BlueFreight,Office,419,562.04,2691,3,5,True
SH805650,2025-01-28,Chicago,FastShip,Home,259,862.15,421,10,12,True
SH805651,2025-11-24,New Jersey,NorthStar,Office,93,271.69,2017,3,7,True
SH805652,2025-05-12,Dallas,RoadRunner,Office,106,1243.66,2357,3,3,False
SH805653,2025-01-20,Dallas,FastShip,Home,268,754.54,2775,5,9,True
SH805654,2025-04-23,Chicago,BlueFreight,Home,274,1359.06,907,7,7,False
SH805655,2025-06-25,New Jersey,NorthStar,Office,179,968.63,1722,5,8,True
SH805656,2025-01-12,Chicago,NorthStar,Apparel,423,546.06,964,2,6,True
SH805657,2025-01-07,Atlanta,BlueFreight,Office,352,906.04,2843,3,5,True
SH805658,2025-07-10,LA,RoadRunner,Health,470,138.28,472,3,7,True
SH805659,2025-10-03,Atlanta,RoadRunner,Office,409,137.41,538,2,3,True
SH805660,2025-12-23,Chicago,FastShip,Home,493,1199.41,1545,7,7,False
SH805661,2025-12-02,Chicago,BlueFreight,Home,228,1212.9,932,5,5,False
SH805662,2025-02-13,New Jersey,RoadRunner,Apparel,247,1178.35,1293,2,3,True
SH805663,2025-11-08,LA,RoadRunner,Electronics,359,934.44,1363,10,9,False
SH805664,2025-10-10,Chicago,FastShip,Health,103,434.85,892,5,5,False
SH805665,2025-09-10,New Jersey,BlueFreight,Office,260,556.49,1700,10,13,True
SH805666,2025-06-26,LA,NorthStar,Office,428,634.7,1802,3,7,True
SH805667,2025-09-24,Chicago,NorthStar,Electronics,197,1387.8,933,7,7,False
SH805668,2025-12-11,Atlanta,NorthStar,Health,279,888.27,643,3,2,False
SH805669,2025-04-04,LA,RoadRunner,Home,290,907.43,1851,10,12,True
SH805670,2025-02-26,Chicago,RoadRunner,Electronics,459,445.03,2276,10,12,True
SH805671,2025-07-09,Dallas,NorthStar,Home,395,678.99,1224,2,6,True
SH805672,2025-03-04,Dallas,NorthStar,Apparel,473,980.22,2784,10,10,False
SH805673,2025-06-22,Dallas,RoadRunner,Home,142,933.29,1382,3,6,True
SH805674,2025-05-15,New Jersey,BlueFreight,Apparel,46,887.61,302,3,5,True
SH805675,2025-04-23,LA,NorthStar,Health,333,888.08,839,7,7,False
SH805676,2025-10-28,Chicago,FastShip,Electronics,294,152.01,683,10,12,True
SH805677,2025-08-01,Chicago,RoadRunner,Office,128,741.3,113,2,3,True
SH805678,2025-10-20,New Jersey,RoadRunner,Office,450,883.09,1452,2,4,True
SH805679,2025-11-05,Dallas,FastShip,Home,238,497.14,1634,3,4,True
SH805680,2025-01-19,New Jersey,NorthStar,Health,467,356.15,513,3,7,True
SH805681,2025-02-27,Dallas,BlueFreight,Office,379,1329.65,2248,3,4,True
SH805682,2025-09-14,New Jersey,BlueFreight,Apparel,77,1435.24,1980,7,9,True
SH805683,2025-02-22,New Jersey,FastShip,Office,406,565.52,2312,10,10,False
SH805684,2025-06-08,New Jersey,BlueFreight,Apparel,141,1089.45,552,7,9,True
SH805685,2025-06-23,Atlanta,RoadRunner,Electronics,46,475.61,764,3,6,True
SH805686,2025-06-11,Chicago,RoadRunner,Health,423,183.0,248,10,10,False
SH805687,2025-12-21,Atlanta,FastShip,Apparel,46,816.32,2264,2,3,True
SH805688,2025-08-21,LA,RoadRunner,Apparel,297,873.28,1792,5,9,True
SH805689,2025-10-18,Atlanta,RoadRunner,Apparel,134,966.61,1879,7,9,True
SH805690,2025-06-29,LA,NorthStar,Office,295,1246.46,1950,7,6,False
SH805691,2025-04-07,Chicago,NorthStar,Apparel,137,307.04,455,7,7,False
SH805692,2025-02-23,LA,BlueFreight,Electronics,3,585.36,1924,3,6,True
SH805693,2025-11-04,New Jersey,NorthStar,Apparel,6,811.08,1366,2,6,True
SH805694,2025-08-28,LA,NorthStar,Office,494,1448.58,2578,5,9,True
SH805695,2025-05-07,Dallas,NorthStar,Apparel,316,541.27,2080,10,9,False
SH805696,2025-06-19,Atlanta,BlueFreight,Electronics,481,1113.55,985,10,12,True
SH805697,2025-02-16,Dallas,FastShip,Electronics,142,383.05,164,5,7,True
SH805698,2025-10-27,New Jersey,RoadRunner,Electronics,411,304.1,1335,3,6,True
SH805699,2025-09-25,Dallas,NorthStar,Health,55,723.15,617,3,6,True
SH805700,2025-06-03,LA,FastShip,Health,202,280.59,1908,3,7,True
SH805701,2025-02-16,Atlanta,BlueFreight,Office,106,641.64,338,3,2,False
SH805702,2025-02-17,Atlanta,RoadRunner,Health,375,190.83,842,2,5,True
SH805703,2025-09-20,New Jersey,RoadRunner,Health,296,658.81,387,5,5,False
SH805704,2025-12-15,Dallas,NorthStar,Electronics,86,1045.7,1797,10,9,False
SH805705,2025-08-05,Dallas,FastShip,Health,334,129.3,1096,7,9,True
SH805706,2025-04-01,Dallas,BlueFreight,Health,373,173.28,956,5,7,True
SH805707,2025-12-06,LA,NorthStar,Apparel,304,568.85,2372,3,5,True
SH805708,2025-11-03,Chicago,RoadRunner,Home,396,1418.64,2906,7,7,False
SH805709,2025-03-28,Dallas,NorthStar,Home,88,457.31,1218,2,6,True
SH805710,2025-10-22,Atlanta,RoadRunner,Electronics,149,1025.48,240,7,9,True
SH805711,2025-07-05,Atlanta,NorthStar,Health,270,806.83,2441,7,10,True
SH805712,2025-04-26,New Jersey,FastShip,Office,418,1110.22,176,2,3,True
SH805713,2025-10-04,Atlanta,FastShip,Office,228,380.11,1988,3,6,True
SH805714,2025-06-15,Chicago,RoadRunner,Electronics,421,262.61,1592,5,8,True
SH805715,2025-04-17,Chicago,BlueFreight,Apparel,238,990.32,1156,5,7,True
SH805716,2025-11-14,Chicago,BlueFreight,Home,33,323.68,2043,3,3,False
SH805717,2025-08-08,Atlanta,BlueFreight,Office,158,544.26,2040,2,2,False
SH805718,2025-07-31,Dallas,FastShip,Home,439,1001.25,2080,2,6,True
SH805719,2025-06-26,LA,FastShip,Office,177,842.11,198,3,6,True
SH805720,2025-08-07,Chicago,BlueFreight,Home,260,713.33,1450,10,9,False
SH805721,2025-09-10,Chicago,RoadRunner,Health,297,976.54,325,3,6,True
SH805722,2025-09-13,New Jersey,NorthStar,Health,16,1425.36,2579,5,8,True
SH805723,2025-11-03,Atlanta,FastShip,Health,185,803.62,608,10,13,True
SH805724,2025-03-28,New Jersey,NorthStar,Home,480,658.21,222,5,4,False
SH805725,2025-07-05,Atlanta,BlueFreight,Office,84,1001.06,1175,2,2,False
SH805726,2025-04-08,New Jersey,FastShip,Health,406,568.9,1610,3,2,False
SH805727,2025-12-13,Atlanta,RoadRunner,Apparel,486,217.38,593,5,8,True
SH805728,2025-03-08,Chicago,RoadRunner,Office,412,992.22,2740,5,6,True
SH805729,2025-10-29,Dallas,NorthStar,Office,246,600.75,670,7,6,False
SH805730,2025-12-13,Dallas,BlueFreight,Health,134,1187.63,154,5,9,True
SH805731,2025-12-14,Dallas,BlueFreight,Health,168,593.91,273,10,12,True
SH805732,2025-07-29,Dallas,RoadRunner,Office,204,869.08,2032,5,9,True
SH805733,2025-10-25,New Jersey,RoadRunner,Electronics,447,438.62,2337,3,2,False
SH805734,2025-08-03,New Jersey,BlueFreight,Office,270,371.1,1352,2,1,False
SH805735,2025-01-24,New Jersey,BlueFreight,Electronics,349,155.28,1961,2,3,True
SH805736,2025-12-07,LA,BlueFreight,Apparel,230,1214.69,26,7,8,True
SH805737,2025-09-20,LA,NorthStar,Health,279,1224.37,2496,2,6,True
SH805738,2025-04-16,New Jersey,BlueFreight,Apparel,463,523.71,871,10,9,False
SH805739,2025-04-24,Atlanta,RoadRunner,Home,342,959.52,877,7,8,True
SH805740,2025-08-21,LA,FastShip,Office,121,284.52,1139,2,5,True
SH805741,2025-06-26,Dallas,NorthStar,Health,375,547.16,1056,7,11,True
SH805742,2025-10-01,Atlanta,RoadRunner,Office,450,245.79,1859,2,1,False
SH805743,2025-09-05,Atlanta,FastShip,Apparel,369,1210.73,2588,10,10,False
SH805744,2025-08-15,LA,NorthStar,Electronics,16,905.72,1687,2,4,True
SH805745,2025-07-30,LA,FastShip,Office,161,971.6,568,5,6,True
SH805746,2025-03-10,Dallas,NorthStar,Office,43,19.31,106,2,2,False
SH805747,2025-08-11,LA,RoadRunner,Apparel,120,270.0,310,7,6,False
SH805748,2025-01-29,New Jersey,BlueFreight,Office,356,891.45,2472,3,2,False
SH805749,2025-10-29,LA,RoadRunner,Apparel,191,698.5,593,10,13,True
SH805750,2025-03-10,Dallas,FastShip,Electronics,409,1080.67,657,2,2,False
SH805751,2025-12-13,LA,FastShip,Office,356,453.69,2193,7,6,False
SH805752,2025-07-25,Atlanta,FastShip,Electronics,408,1490.58,2245,10,11,True
SH805753,2025-07-09,Atlanta,RoadRunner,Office,40,933.56,791,7,7,False
SH805754,2025-11-17,Dallas,FastShip,Office,47,270.54,138,3,5,True
SH805755,2025-11-03,New Jersey,FastShip,Health,399,529.53,527,2,1,False
SH805756,2025-01-07,Chicago,NorthStar,Health,375,99.92,2498,3,4,True
SH805757,2025-06-17,New Jersey,RoadRunner,Apparel,134,336.58,1080,3,5,True
SH805758,2025-07-30,Dallas,FastShip,Home,366,1137.72,759,7,11,True
SH805759,2025-04-17,LA,NorthStar,Apparel,38,49.63,2258,2,1,False
SH805760,2025-08-05,Dallas,FastShip,Electronics,1,1098.4,1711,5,5,False
SH805761,2025-08-01,New Jersey,RoadRunner,Electronics,235,896.71,2470,3,2,False
SH805762,2025-05-08,New Jersey,BlueFreight,Apparel,357,1494.1,2971,5,7,True
SH805763,2025-02-28,LA,BlueFreight,Health,272,919.47,2890,5,5,False
SH805764,2025-11-23,Chicago,NorthStar,Apparel,177,1045.58,1784,5,4,False
SH805765,2025-04-18,New Jersey,BlueFreight,Apparel,56,250.2,612,3,3,False
SH805766,2025-05-19,Atlanta,FastShip,Office,121,1289.21,344,3,5,True
SH805767,2025-11-24,Dallas,RoadRunner,Health,339,822.23,826,3,3,False
SH805768,2025-06-27,New Jersey,NorthStar,Apparel,50,403.01,2558,7,7,False
SH805769,2025-01-21,LA,FastShip,Electronics,78,1430.73,2103,7,10,True
SH805770,2025-06-16,New Jersey,RoadRunner,Home,426,1338.13,2150,5,4,False
SH805771,2025-06-15,Atlanta,BlueFreight,Home,380,66.61,1535,3,3,False
SH805772,2025-06-05,Chicago,FastShip,Apparel,283,526.45,1391,7,11,True
SH805773,2025-01-13,Dallas,BlueFreight,Home,336,717.27,2283,2,4,True
SH805774,2025-08-10,Atlanta,BlueFreight,Electronics,24,256.4,2308,3,4,True
SH805775,2025-02-24,New Jersey,NorthStar,Electronics,380,1476.97,1339,7,9,True
SH805776,2025-10-30,Dallas,NorthStar,Apparel,141,832.78,1447,2,2,False
SH805777,2025-12-24,LA,BlueFreight,Apparel,214,357.2,796,10,9,False
SH805778,2025-09-03,LA,FastShip,Health,153,1090.21,2884,10,14,True
SH805779,2025-05-19,New Jersey,RoadRunner,Apparel,356,1122.58,507,7,11,True
SH805780,2025-11-01,LA,BlueFreight,Office,338,816.23,2105,2,1,False
SH805781,2025-07-02,Chicago,FastShip,Apparel,286,255.2,2346,10,10,False
SH805782,2025-01-05,New Jersey,NorthStar,Apparel,320,241.37,2607,2,4,True
SH805783,2025-08-18,Atlanta,RoadRunner,Electronics,8,1013.03,984,3,7,True
SH805784,2025-03-28,Chicago,NorthStar,Health,397,1321.67,1730,7,7,False
SH805785,2025-07-11,Dallas,RoadRunner,Apparel,53,1090.26,2829,3,5,True
SH805786,2025-10-10,Atlanta,BlueFreight,Apparel,172,1290.35,1473,10,11,True
SH805787,2025-06-24,LA,RoadRunner,Electronics,100,744.05,497,10,9,False
SH805788,2025-01-30,New Jersey,FastShip,Health,459,1152.82,2074,3,5,True
SH805789,2025-05-07,New Jersey,NorthStar,Office,294,1451.35,1994,10,11,True
SH805790,2025-06-12,LA,BlueFreight,Office,44,323.55,1346,10,10,False
SH805791,2025-02-26,LA,RoadRunner,Electronics,136,88.83,18,5,5,False
SH805792,2025-03-20,Dallas,BlueFreight,Office,69,212.57,2778,7,6,False
SH805793,2025-06-18,New Jersey,FastShip,Health,377,842.6,1545,10,12,True
SH805794,2025-03-22,LA,BlueFreight,Office,338,1342.98,2553,3,7,True
SH805795,2025-12-07,New Jersey,NorthStar,Home,340,518.59,43,7,7,False
SH805796,2025-06-10,LA,NorthStar,Electronics,418,1408.58,2907,10,11,True
SH805797,2025-03-30,Atlanta,RoadRunner,Office,220,968.56,1190,3,7,True
