LoanID,ApplicantAge,AnnualIncome,LoanAmount,CreditScore,DebtToIncome,EmploymentLengthYears,LoanPurpose,DefaultFlag
L406150,67,25684.88,26851.67,534,0.254,29,Debt Consolidation,False
L406151,23,79010.77,12360.96,596,0.535,2,Small Business,False
L406152,48,63313.94,4095.22,546,0.102,26,Education,True
L406153,41,111507.53,4722.72,753,0.421,29,Small Business,False
L406154,45,66618.92,35621.95,606,0.406,24,Auto,False
L406155,32,70383.57,26105.16,654,0.072,17,Education,False
L406156,38,77082.23,50192.85,685,0.203,30,Home Improvement,False
L406157,61,87221.34,37944.8,631,0.368,4,Auto,False
L406158,71,18000.0,5057.99,678,0.14,18,Small Business,False
L406159,67,82019.61,29494.95,750,0.241,9,Medical,False
L406160,60,18000.0,35922.83,781,0.228,15,Auto,True
L406161,64,60207.31,50418.31,791,0.119,3,Education,False
L406162,60,92536.23,57886.78,564,0.235,8,Home Improvement,True
L406163,26,138223.01,26750.42,714,0.16,19,Debt Consolidation,False
L406164,55,40237.61,15263.83,845,0.532,15,Auto,False
L406165,28,45421.33,30280.42,689,0.238,32,Small Business,False
L406166,40,18114.52,13500.84,731,0.57,28,Small Business,True
L406167,71,48848.3,17146.69,672,0.471,8,Auto,False
L406168,69,145328.37,9632.32,627,0.641,33,Medical,False
L406169,54,21158.71,39005.41,622,0.609,32,Debt Consolidation,True
L406170,59,18000.0,42043.89,770,0.526,2,Education,False
L406171,35,100222.37,22671.78,781,0.504,8,Home Improvement,False
L406172,61,99489.34,1497.94,606,0.441,26,Medical,False
L406173,53,73568.2,36645.31,768,0.123,5,Small Business,False
L406174,48,76118.5,14875.64,600,0.632,25,Home Improvement,True
L406175,60,97168.29,7771.96,774,0.131,30,Debt Consolidation,False
L406176,71,97822.16,30151.0,589,0.452,19,Debt Consolidation,False
L406177,57,39309.39,20360.91,809,0.136,19,Home Improvement,True
L406178,43,31998.58,23373.22,751,0.123,21,Small Business,False
L406179,40,39830.57,46376.96,823,0.469,12,Debt Consolidation,False
L406180,35,47341.2,52990.61,813,0.359,22,Auto,False
L406181,54,95186.96,50470.75,820,0.452,24,Medical,False
L406182,40,105764.77,35437.17,576,0.536,8,Home Improvement,True
L406183,25,61036.96,9497.18,758,0.103,16,Auto,False
L406184,51,81038.02,22296.56,636,0.565,14,Home Improvement,True
L406185,70,69029.62,28099.24,639,0.098,2,Medical,False
L406186,22,45281.68,33484.5,774,0.59,16,Auto,False
L406187,64,43831.78,9853.77,751,0.446,23,Medical,False
L406188,67,74099.98,18645.97,847,0.341,18,Education,False
L406189,68,96217.91,50529.71,820,0.328,23,Auto,False
L406190,26,85084.41,59297.06,761,0.062,12,Debt Consolidation,False
L406191,35,65570.02,14493.79,571,0.279,17,Education,False
L406192,64,116599.73,45471.5,804,0.117,1,Education,True
L406193,33,122013.54,17067.54,549,0.424,19,Debt Consolidation,True
L406194,73,23683.24,9441.52,793,0.476,19,Debt Consolidation,False
L406195,51,34031.14,9485.2,728,0.618,0,Auto,True
L406196,39,25609.86,50541.27,573,0.509,12,Auto,False
L406197,41,100856.08,28121.1,698,0.632,9,Small Business,False
L406198,44,63003.82,38274.13,581,0.187,33,Debt Consolidation,False
L406199,31,73870.78,53301.52,611,0.463,6,Small Business,False
L406200,40,91299.03,36206.77,605,0.205,29,Small Business,True
L406201,64,71631.6,1113.17,636,0.151,28,Small Business,False
L406202,24,51416.21,37276.37,830,0.355,6,Medical,False
L406203,25,36867.56,5019.04,595,0.354,6,Home Improvement,True
L406204,42,64452.82,27810.3,847,0.614,27,Auto,True
L406205,22,97621.62,46640.7,744,0.421,26,Auto,False
L406206,44,18000.0,50431.35,649,0.288,20,Debt Consolidation,False
L406207,65,56383.35,25731.57,773,0.434,20,Small Business,False
L406208,49,18000.0,35638.0,810,0.108,20,Education,False
L406209,32,101488.3,47178.81,586,0.597,13,Debt Consolidation,False
L406210,24,18711.48,18503.3,603,0.228,19,Auto,False
L406211,68,20570.29,35002.14,661,0.177,26,Education,False
L406212,63,98687.24,14003.77,646,0.321,34,Home Improvement,False
L406213,51,51350.33,13771.36,564,0.372,15,Debt Consolidation,True
L406214,36,18000.0,15923.27,771,0.438,14,Debt Consolidation,False
L406215,53,88922.82,28955.18,538,0.46,25,Debt Consolidation,False
L406216,61,75596.47,6580.58,574,0.25,31,Debt Consolidation,True
L406217,22,134053.29,45750.25,539,0.429,28,Small Business,False
L406218,61,32784.44,19705.97,700,0.188,28,Education,True
L406219,44,40261.52,48633.8,652,0.511,9,Home Improvement,False
L406220,41,48151.46,7862.05,843,0.344,1,Home Improvement,False
L406221,70,103338.41,41479.75,785,0.156,28,Medical,False
L406222,65,18000.0,56524.7,623,0.18,15,Home Improvement,False
L406223,61,60173.97,53973.93,631,0.564,17,Small Business,True
L406224,59,79610.05,54190.35,520,0.634,23,Home Improvement,True
L406225,34,109206.06,15009.49,747,0.561,25,Medical,False
L406226,72,43471.23,31026.48,559,0.401,34,Small Business,False
L406227,23,80207.31,58297.53,705,0.064,33,Small Business,False
L406228,39,50766.82,7412.29,714,0.073,29,Debt Consolidation,False
L406229,28,31443.93,51329.04,653,0.348,6,Small Business,True
L406230,31,67249.76,39190.94,815,0.343,24,Auto,False
L406231,63,61843.91,18115.8,575,0.597,24,Small Business,True
L406232,33,86949.79,14873.82,613,0.246,17,Small Business,False
L406233,47,133904.1,58433.72,579,0.257,33,Medical,True
L406234,59,84835.43,3740.88,673,0.283,29,Small Business,False
L406235,47,70667.96,36730.99,733,0.372,3,Medical,False
L406236,35,88311.36,20279.0,541,0.319,13,Auto,True
L406237,67,47001.35,43869.95,627,0.529,14,Medical,False
L406238,38,95902.57,51963.94,535,0.288,7,Auto,True
L406239,45,49498.75,49490.49,747,0.62,7,Home Improvement,False
L406240,33,80938.99,50492.23,767,0.203,30,Auto,False
L406241,45,63379.53,56545.43,720,0.37,24,Debt Consolidation,False
L406242,22,61922.67,47897.93,633,0.308,19,Debt Consolidation,False
L406243,24,121426.68,35988.51,741,0.134,1,Debt Consolidation,False
L406244,22,41820.94,14586.5,560,0.638,31,Auto,True
L406245,63,85876.37,17858.27,746,0.475,33,Debt Consolidation,True
L406246,37,56645.49,11346.09,801,0.327,20,Auto,False
L406247,45,99185.76,40684.86,667,0.15,6,Home Improvement,False
L406248,43,28200.92,5306.61,758,0.576,29,Medical,False
L406249,71,59692.91,7120.17,654,0.266,26,Education,False
L406250,63,40934.84,31062.64,684,0.237,5,Education,False
L406251,33,120783.68,20661.98,732,0.06,34,Education,False
L406252,24,111699.08,55225.04,619,0.585,31,Debt Consolidation,True
L406253,31,47777.62,49763.17,831,0.32,14,Home Improvement,False
L406254,31,33617.15,24506.75,673,0.451,15,Small Business,False
L406255,21,56199.01,53883.26,716,0.288,20,Home Improvement,False
L406256,60,96312.93,35443.0,555,0.636,28,Education,True
L406257,58,79884.91,28510.08,803,0.157,29,Auto,False
L406258,51,58405.46,49162.5,673,0.571,30,Medical,False
L406259,50,107274.5,59072.23,593,0.426,7,Medical,True
L406260,35,82196.89,44112.51,629,0.538,12,Debt Consolidation,True
L406261,36,43858.1,42235.06,547,0.313,23,Medical,True
L406262,26,18000.0,46893.34,582,0.13,32,Medical,True
L406263,38,137262.43,26559.78,726,0.362,31,Small Business,False
L406264,43,62236.54,45664.27,805,0.5,3,Home Improvement,False
L406265,37,18000.0,30951.46,643,0.301,5,Small Business,False
L406266,69,81234.76,54077.07,542,0.534,25,Auto,False
L406267,41,18077.97,51765.75,731,0.563,20,Home Improvement,True
L406268,61,112665.0,7241.76,837,0.537,0,Debt Consolidation,False
L406269,37,110727.78,27032.31,566,0.32,31,Medical,False
L406270,68,64295.8,42329.36,836,0.274,8,Debt Consolidation,False
L406271,44,36316.67,7306.51,651,0.336,34,Home Improvement,False
L406272,61,87357.04,20428.53,685,0.26,10,Auto,False
L406273,66,110604.43,21949.39,810,0.171,19,Education,False
L406274,66,68584.0,40097.54,824,0.241,16,Education,False
L406275,49,59785.63,6053.51,613,0.345,17,Auto,False
L406276,65,47929.58,51101.48,719,0.404,18,Small Business,False
L406277,62,60766.47,25245.66,839,0.641,7,Home Improvement,False
L406278,31,66864.75,1521.33,670,0.459,20,Auto,False
L406279,51,56073.8,56002.27,710,0.268,13,Auto,False
L406280,49,40883.03,37201.23,723,0.135,13,Small Business,False
L406281,35,124817.22,11458.09,777,0.563,25,Small Business,False
L406282,57,64178.58,50447.57,678,0.243,17,Debt Consolidation,False
L406283,73,54966.92,48998.02,635,0.615,20,Auto,False
L406284,44,78214.25,51935.85,584,0.166,16,Debt Consolidation,True
L406285,30,79622.39,35601.69,672,0.366,29,Education,False
L406286,60,69941.06,35938.0,524,0.474,7,Home Improvement,False
L406287,72,35519.42,51044.46,659,0.157,13,Education,False
L406288,23,71692.03,37926.14,628,0.123,15,Education,False
L406289,71,76631.12,1129.3,767,0.244,22,Small Business,False
L406290,60,82277.92,40395.54,579,0.639,15,Debt Consolidation,True
L406291,30,80456.79,56792.01,571,0.3,6,Medical,True
L406292,40,77939.23,32197.7,690,0.249,34,Debt Consolidation,False
L406293,29,37664.43,10082.59,678,0.271,2,Small Business,False
L406294,51,153304.12,59785.8,658,0.647,23,Medical,False
L406295,36,86512.34,28688.24,534,0.105,4,Small Business,False
L406296,55,96284.72,21026.94,753,0.06,14,Home Improvement,False
L406297,53,91544.83,53950.38,770,0.38,27,Small Business,False
L406298,63,68154.07,41173.03,639,0.463,6,Auto,False
L406299,44,39984.78,27162.82,535,0.119,34,Education,True
L406300,53,64969.46,22932.98,561,0.109,27,Medical,False
L406301,66,41331.37,53612.68,661,0.414,34,Home Improvement,False
L406302,44,23287.4,19669.46,714,0.577,9,Debt Consolidation,False
L406303,73,138763.58,27392.21,626,0.247,29,Auto,False
L406304,46,97988.71,24804.86,750,0.301,14,Small Business,False
L406305,44,75170.93,58305.64,629,0.093,31,Auto,False
L406306,53,74089.65,52804.13,607,0.574,9,Small Business,False
L406307,21,91438.69,42134.64,558,0.113,23,Debt Consolidation,False
L406308,49,67845.04,35608.27,604,0.267,4,Education,False
L406309,73,52052.13,30510.51,765,0.151,15,Home Improvement,False
L406310,55,115295.08,7191.88,644,0.275,13,Small Business,False
L406311,43,42339.77,53999.54,595,0.61,30,Debt Consolidation,False
L406312,45,109552.28,58631.41,570,0.456,21,Auto,True
L406313,48,72414.16,44771.21,685,0.197,4,Home Improvement,False
L406314,26,79677.65,17867.26,669,0.595,33,Debt Consolidation,False
L406315,54,60284.74,24076.38,820,0.39,6,Debt Consolidation,False
L406316,27,34708.37,48893.5,749,0.397,2,Medical,False
L406317,62,47888.91,50282.74,700,0.263,15,Home Improvement,False
L406318,27,81105.25,19036.93,702,0.169,31,Home Improvement,False
L406319,46,43571.97,41143.63,696,0.532,23,Small Business,True
L406320,71,43986.39,56666.76,671,0.582,32,Debt Consolidation,True
L406321,23,94456.21,44404.52,567,0.169,25,Debt Consolidation,False
L406322,24,84374.07,25088.76,529,0.072,33,Debt Consolidation,True
L406323,54,29747.91,30608.64,745,0.38,20,Small Business,False
L406324,57,109155.22,46267.61,740,0.611,29,Auto,False
L406325,45,111979.46,2757.63,620,0.251,20,Education,False
L406326,31,63120.37,52506.85,712,0.426,3,Education,False
L406327,50,18000.0,9730.2,663,0.139,15,Education,False
L406328,59,26481.37,53445.73,715,0.533,7,Education,True
L406329,35,53347.8,59592.37,663,0.395,15,Debt Consolidation,False
L406330,28,109583.35,4013.13,726,0.389,17,Education,False
L406331,21,76318.45,57758.96,600,0.343,9,Medical,False
L406332,73,32428.42,14393.34,792,0.464,13,Auto,False
L406333,28,118327.21,28470.78,539,0.206,25,Small Business,True
L406334,56,70062.37,5872.03,849,0.573,3,Auto,False
L406335,52,97379.43,14704.34,734,0.452,1,Medical,True
L406336,49,61488.25,15430.39,652,0.372,11,Medical,False
L406337,55,18000.0,11979.11,798,0.625,34,Education,True
L406338,30,18000.0,50905.06,779,0.413,27,Debt Consolidation,False
L406339,27,44836.82,58601.69,553,0.614,11,Home Improvement,False
L406340,50,81468.04,18995.51,797,0.153,30,Education,False
L406341,44,85491.42,44602.04,638,0.129,16,Home Improvement,False
L406342,51,131301.29,9958.52,647,0.161,20,Medical,False
L406343,54,71092.83,56780.96,635,0.553,18,Home Improvement,False
L406344,73,68659.72,42144.19,589,0.412,0,Debt Consolidation,True
L406345,44,40678.32,42288.11,546,0.647,9,Debt Consolidation,False
L406346,60,101100.7,15554.71,569,0.151,3,Auto,True
L406347,58,118228.76,31975.05,621,0.387,20,Medical,False
L406348,35,51736.15,25019.78,744,0.121,14,Home Improvement,False
L406349,71,67994.88,52208.1,662,0.575,32,Small Business,False
L406350,69,83017.53,39723.9,749,0.558,10,Medical,False
L406351,38,45988.25,17504.85,790,0.526,7,Auto,False
L406352,40,18000.0,7128.55,624,0.192,3,Auto,False
L406353,63,76383.39,48619.12,534,0.318,34,Education,False
L406354,58,90220.47,4880.91,718,0.569,0,Small Business,False
L406355,33,41998.03,28253.85,674,0.431,17,Education,False
L406356,30,71327.88,39250.3,724,0.106,20,Debt Consolidation,False
L406357,52,137893.31,36452.19,644,0.534,0,Home Improvement,False
L406358,61,107168.49,8051.27,779,0.279,9,Education,False
L406359,68,87993.47,39200.13,839,0.116,7,Education,False
L406360,41,54685.49,15173.62,577,0.32,15,Medical,False
L406361,68,92054.14,33850.84,838,0.083,18,Education,False
L406362,61,19440.29,15667.99,772,0.093,15,Auto,True
L406363,43,68641.12,23831.75,832,0.282,10,Education,False
L406364,62,55100.17,45020.28,601,0.542,11,Debt Consolidation,False
L406365,65,95869.3,15960.5,634,0.089,22,Education,False
L406366,69,18000.0,51279.59,831,0.304,2,Home Improvement,False
L406367,46,152191.69,27771.02,609,0.394,29,Auto,True
L406368,50,57726.24,59548.97,846,0.576,0,Education,False
L406369,55,123520.42,37002.5,559,0.397,6,Medical,False
L406370,36,95134.64,10433.65,721,0.366,33,Education,False
L406371,49,82254.28,45184.34,816,0.321,34,Education,False
L406372,52,79525.56,37016.33,702,0.378,14,Small Business,False
L406373,51,74350.55,7985.59,615,0.402,10,Medical,True
L406374,39,56432.76,5035.95,707,0.631,21,Debt Consolidation,True
L406375,24,85435.85,49656.06,755,0.331,30,Medical,False
L406376,49,65479.34,29759.3,631,0.153,34,Home Improvement,False
L406377,66,89462.31,41929.83,588,0.297,16,Auto,False
L406378,59,85114.6,30557.83,736,0.44,2,Home Improvement,False
L406379,37,59145.45,49833.9,601,0.23,7,Home Improvement,False
L406380,53,55840.58,10515.5,609,0.521,15,Auto,True
L406381,26,80520.66,7550.87,728,0.586,7,Auto,False
L406382,55,85450.94,23962.66,555,0.41,14,Auto,False
L406383,40,56165.72,31657.69,732,0.614,4,Home Improvement,False
L406384,51,39718.27,37560.34,608,0.113,3,Small Business,False
L406385,25,80112.5,14929.52,623,0.28,30,Auto,False
L406386,44,83310.25,45710.4,611,0.102,26,Auto,False
L406387,22,75707.42,44385.66,662,0.402,10,Medical,False
L406388,61,68973.57,29956.58,664,0.481,16,Home Improvement,False
L406389,41,97405.69,28855.63,674,0.134,14,Debt Consolidation,False
L406390,72,40869.99,43359.09,700,0.073,19,Medical,False
L406391,47,45184.12,59846.0,848,0.63,3,Small Business,False
L406392,25,53659.53,23330.16,616,0.563,1,Small Business,False
L406393,69,68266.61,17181.75,733,0.164,5,Auto,False
L406394,46,51675.65,29347.82,735,0.301,19,Home Improvement,False
L406395,41,52352.41,15501.03,625,0.084,11,Small Business,False
L406396,57,101006.8,4533.36,646,0.233,32,Debt Consolidation,False
L406397,64,69358.93,57239.18,566,0.181,22,Debt Consolidation,False
L406398,59,97666.27,21779.28,734,0.322,17,Medical,False
L406399,54,72150.84,31125.9,817,0.141,25,Medical,False
L406400,72,49207.09,7080.34,570,0.645,20,Home Improvement,True
L406401,46,107431.2,44408.9,583,0.117,6,Debt Consolidation,True
L406402,45,59077.77,29364.3,671,0.486,15,Small Business,False
L406403,23,82836.83,11489.83,848,0.236,31,Auto,False
L406404,48,95516.56,16594.04,833,0.582,24,Small Business,True
L406405,67,65943.74,37340.68,621,0.083,12,Home Improvement,False
L406406,36,63898.98,51871.18,738,0.543,5,Medical,False
L406407,54,46918.5,7378.91,660,0.198,25,Auto,False
L406408,64,75326.52,12118.19,742,0.57,29,Debt Consolidation,True
L406409,32,47452.32,51924.15,724,0.372,4,Debt Consolidation,False
L406410,21,63101.55,44203.43,845,0.087,31,Education,False
L406411,35,60454.7,55690.71,708,0.13,18,Debt Consolidation,False
L406412,23,53734.04,10293.31,537,0.49,20,Small Business,True
L406413,61,80360.68,39689.4,553,0.349,30,Small Business,False
L406414,38,108405.73,14687.2,680,0.582,26,Education,False
L406415,65,96775.27,18849.38,592,0.297,18,Medical,False
L406416,62,18000.0,32790.29,704,0.619,33,Auto,False
L406417,60,73163.91,23570.5,785,0.209,16,Education,False
L406418,34,142856.24,34497.09,568,0.242,33,Medical,False
L406419,32,74813.77,23639.36,704,0.354,18,Education,False
L406420,37,61289.28,45400.4,835,0.192,1,Home Improvement,False
L406421,24,112787.51,14922.26,848,0.242,11,Debt Consolidation,False
L406422,39,71062.95,5267.04,786,0.223,25,Medical,False
L406423,44,109345.92,47245.42,783,0.631,5,Medical,False
L406424,50,66524.69,53775.45,595,0.506,16,Education,False
L406425,50,85195.86,49557.28,836,0.117,20,Debt Consolidation,False
L406426,65,51548.01,27391.99,594,0.124,12,Debt Consolidation,False
L406427,50,103811.66,27195.89,712,0.534,21,Home Improvement,False
L406428,63,70309.84,19217.95,663,0.386,19,Small Business,False
L406429,50,76065.05,28566.46,650,0.173,2,Small Business,False
L406430,33,101818.74,3045.69,664,0.327,30,Debt Consolidation,False
L406431,59,86644.49,40538.27,743,0.627,16,Education,False
L406432,73,66466.72,42496.0,766,0.498,4,Debt Consolidation,False
L406433,51,27485.71,49252.01,676,0.438,4,Debt Consolidation,True
L406434,52,68401.92,39110.91,713,0.507,13,Auto,False
L406435,33,60495.36,11490.63,791,0.619,26,Medical,False
L406436,61,72480.48,51646.95,779,0.405,23,Medical,True
L406437,23,65217.28,23139.97,605,0.489,22,Debt Consolidation,False
L406438,59,112039.45,38744.8,583,0.336,34,Medical,False
L406439,46,89078.97,13597.19,531,0.524,30,Education,True
L406440,71,60811.56,25178.45,727,0.442,4,Education,False
L406441,31,94155.48,38113.35,671,0.315,25,Medical,False
L406442,47,118008.09,39713.09,567,0.62,18,Debt Consolidation,False
L406443,43,51590.97,18930.5,614,0.232,23,Debt Consolidation,True
L406444,65,64650.92,36227.38,610,0.603,29,Medical,False
L406445,33,50285.26,1230.07,675,0.17,21,Education,False
L406446,43,83696.3,36024.49,588,0.534,22,Education,True
L406447,47,138684.05,54539.5,653,0.372,17,Debt Consolidation,False
L406448,51,109834.46,32343.77,552,0.398,11,Debt Consolidation,True
L406449,33,61815.17,26942.16,595,0.195,29,Debt Consolidation,False
L406450,43,92478.49,28768.98,579,0.329,1,Education,False
L406451,37,111450.38,6109.7,807,0.317,15,Medical,False
L406452,29,19927.97,25839.37,726,0.556,23,Home Improvement,True
L406453,31,40060.51,49915.98,763,0.488,19,Debt Consolidation,False
L406454,31,101808.35,56544.79,549,0.364,22,Debt Consolidation,False
L406455,53,24864.8,11607.53,839,0.553,27,Auto,True
L406456,60,74295.2,42104.07,548,0.476,14,Debt Consolidation,True
L406457,57,95222.99,31084.24,683,0.639,29,Home Improvement,False
L406458,21,82291.86,56515.1,834,0.177,20,Medical,False
L406459,50,68986.67,27816.14,630,0.264,16,Home Improvement,False
L406460,33,116016.25,13945.86,529,0.424,9,Debt Consolidation,False
L406461,74,98712.53,3658.71,711,0.595,29,Auto,False
L406462,28,142585.95,45325.58,651,0.469,24,Education,True
L406463,44,36169.2,43450.76,558,0.391,19,Home Improvement,True
L406464,51,55148.73,55658.94,761,0.225,29,Home Improvement,False
L406465,30,69901.41,4566.53,685,0.472,14,Debt Consolidation,False
L406466,23,113649.04,58971.94,553,0.459,19,Debt Consolidation,True
L406467,65,95760.67,11882.13,836,0.564,33,Small Business,False
L406468,38,59024.98,34102.75,638,0.317,33,Education,False
L406469,45,40686.41,34347.35,776,0.123,24,Debt Consolidation,False
L406470,61,37158.2,3411.54,803,0.13,32,Small Business,False
L406471,41,127794.19,37817.97,818,0.535,11,Debt Consolidation,False
L406472,45,71239.43,21026.27,661,0.117,29,Home Improvement,False
L406473,50,78375.05,50283.79,594,0.385,11,Small Business,False
L406474,61,40184.46,32418.01,791,0.308,13,Home Improvement,False
L406475,28,72997.93,5387.47,526,0.234,32,Auto,True
L406476,74,44590.99,34268.84,539,0.544,30,Home Improvement,False
L406477,70,76214.88,57648.91,764,0.107,11,Home Improvement,False
L406478,54,61357.96,49244.02,586,0.392,24,Education,False
L406479,65,49138.19,45064.39,785,0.275,19,Education,False
L406480,58,110329.84,54291.02,659,0.101,31,Medical,False
L406481,71,112942.19,42488.96,629,0.505,9,Auto,False
L406482,22,87871.52,10728.68,696,0.284,23,Auto,False
L406483,46,18000.0,23235.76,691,0.211,24,Education,False
L406484,73,38189.88,6646.24,599,0.513,26,Auto,False
L406485,38,39534.14,30113.59,655,0.151,18,Auto,False
L406486,66,132176.1,15920.55,682,0.612,30,Debt Consolidation,False
L406487,28,105911.26,43013.37,735,0.196,14,Debt Consolidation,True
L406488,21,115486.52,5641.95,693,0.333,30,Medical,False
L406489,56,48049.33,5519.23,811,0.235,26,Home Improvement,False
L406490,70,22916.34,57121.12,847,0.425,21,Debt Consolidation,False
L406491,33,104532.08,51153.36,751,0.596,7,Education,False
L406492,65,18000.0,21841.04,720,0.23,16,Debt Consolidation,False
L406493,37,74588.37,1364.4,698,0.207,29,Debt Consolidation,False
L406494,73,91329.69,17828.84,687,0.378,18,Education,False
L406495,21,36157.15,15842.35,765,0.187,2,Debt Consolidation,False
L406496,60,120310.13,44886.84,661,0.065,24,Education,False
L406497,72,62885.7,28867.69,755,0.523,4,Debt Consolidation,False
L406498,49,82449.08,34603.74,643,0.492,5,Education,False
L406499,66,89052.9,53540.43,541,0.488,19,Auto,True
L406500,24,78072.74,25556.62,594,0.434,1,Debt Consolidation,False
L406501,59,54009.64,1427.39,778,0.582,16,Medical,True
L406502,23,46035.91,57269.11,624,0.4,11,Small Business,False
L406503,61,84192.01,32340.99,817,0.416,15,Auto,False
L406504,30,92080.43,7614.32,783,0.531,4,Debt Consolidation,False
L406505,65,103295.05,50388.24,547,0.569,34,Home Improvement,False
L406506,49,67256.12,12344.89,802,0.553,2,Small Business,False
L406507,32,74547.63,42601.91,727,0.455,9,Medical,False
L406508,65,43756.05,20907.72,729,0.128,28,Auto,False
L406509,46,104721.22,56268.48,522,0.295,22,Debt Consolidation,False
L406510,70,44909.06,34724.43,641,0.32,12,Education,False
L406511,44,90868.09,17530.43,686,0.443,20,Medical,False
L406512,44,104443.9,22376.32,681,0.475,17,Education,False
L406513,23,103904.57,28702.0,717,0.389,8,Small Business,False
L406514,32,28425.41,53737.49,692,0.091,15,Medical,False
L406515,54,22587.58,26524.15,600,0.14,19,Small Business,True
L406516,35,42591.67,35421.32,685,0.078,11,Home Improvement,False
L406517,28,38139.04,11825.99,563,0.598,34,Small Business,False
L406518,33,139577.74,12236.13,718,0.126,7,Small Business,False
L406519,51,83842.95,8306.98,610,0.303,5,Auto,False
L406520,40,31503.22,11642.01,786,0.127,12,Debt Consolidation,False
L406521,61,40148.42,21075.65,794,0.303,6,Education,False
L406522,70,122082.81,19865.46,709,0.063,7,Education,False
L406523,26,113427.38,45000.71,689,0.375,9,Auto,False
L406524,25,29622.1,38711.69,648,0.422,7,Medical,False
L406525,30,96800.37,16347.71,619,0.493,18,Home Improvement,False
L406526,22,61924.58,16156.48,754,0.053,31,Home Improvement,False
L406527,68,65480.76,17671.08,799,0.614,16,Education,False
L406528,61,28643.54,23960.01,577,0.245,14,Small Business,True
L406529,60,59391.62,31786.78,818,0.056,26,Education,False
L406530,70,38858.68,41510.25,695,0.457,21,Debt Consolidation,False
L406531,63,112492.59,34955.48,727,0.534,32,Medical,True
L406532,65,41004.39,19463.19,551,0.328,20,Home Improvement,False
L406533,29,109082.05,30968.43,578,0.528,24,Education,False
L406534,67,59592.46,52456.1,522,0.066,25,Small Business,False
L406535,58,18000.0,34641.03,688,0.166,19,Education,False
L406536,28,50840.89,7305.03,554,0.325,10,Auto,True
L406537,28,31282.09,31138.13,626,0.327,4,Auto,False
L406538,61,85842.19,57646.17,686,0.465,1,Debt Consolidation,False
L406539,43,32769.45,33599.49,542,0.329,7,Small Business,False
L406540,37,55670.85,8866.97,764,0.636,5,Home Improvement,False
L406541,23,80268.73,49303.38,847,0.253,26,Education,False
L406542,43,31409.92,18009.43,786,0.082,29,Debt Consolidation,False
L406543,38,114244.21,23064.08,549,0.514,21,Medical,True
L406544,37,76237.55,58242.31,694,0.356,4,Home Improvement,False
L406545,73,72502.61,12796.76,624,0.264,0,Home Improvement,False
L406546,31,21473.49,22290.85,622,0.499,32,Debt Consolidation,True
L406547,58,53023.86,57719.27,611,0.072,21,Education,False
L406548,56,60780.24,53954.0,765,0.531,22,Education,True
L406549,23,30209.62,1918.83,612,0.099,15,Medical,False
L406550,21,97080.65,46777.79,692,0.206,25,Debt Consolidation,False
L406551,62,70394.42,7351.84,592,0.379,29,Auto,False
L406552,48,41567.38,35386.05,630,0.09,13,Medical,False
L406553,42,58165.28,42774.46,701,0.382,13,Medical,False
L406554,46,70272.82,30176.27,635,0.088,21,Education,False
L406555,36,132810.77,59839.66,775,0.104,17,Small Business,False
L406556,71,81767.36,30536.53,624,0.059,11,Auto,False
L406557,31,43027.3,8940.03,586,0.174,21,Medical,False
L406558,31,47617.27,3145.44,758,0.461,31,Debt Consolidation,False
L406559,43,55888.39,40530.04,781,0.15,21,Medical,True
L406560,29,87286.05,25477.0,587,0.098,24,Small Business,False
L406561,34,81419.81,40862.29,705,0.64,33,Debt Consolidation,False
L406562,56,83922.56,39106.56,773,0.629,31,Auto,False
L406563,70,65599.6,23747.48,848,0.192,16,Auto,True
L406564,23,18911.27,23155.9,783,0.117,9,Medical,False
L406565,58,86021.54,29461.82,693,0.556,28,Home Improvement,False
L406566,31,43881.26,27938.09,775,0.429,19,Education,False
L406567,70,85927.53,13777.57,805,0.062,28,Education,False
L406568,61,29192.06,1873.19,782,0.515,24,Debt Consolidation,False
L406569,22,68213.66,49950.85,638,0.528,27,Auto,True
L406570,58,92324.29,50331.45,676,0.052,28,Small Business,False
L406571,23,132284.94,44332.89,752,0.259,1,Home Improvement,False
L406572,42,51630.77,24083.6,716,0.269,11,Debt Consolidation,False
L406573,54,115369.19,31489.05,595,0.095,16,Debt Consolidation,False
L406574,67,101993.59,3380.5,647,0.345,5,Medical,False
L406575,54,57529.8,57227.35,545,0.14,25,Debt Consolidation,False
L406576,65,69464.55,19618.88,596,0.059,30,Education,False
L406577,59,51683.85,41036.95,759,0.07,15,Small Business,False
L406578,27,45918.41,27452.79,572,0.439,15,Home Improvement,False
L406579,51,22741.28,5398.79,751,0.546,19,Education,True
L406580,27,37588.17,41803.61,541,0.124,8,Debt Consolidation,False
L406581,22,18000.0,15266.11,700,0.156,32,Medical,False
L406582,69,73826.18,38146.61,549,0.39,12,Education,False
L406583,58,118027.39,50582.53,795,0.28,23,Auto,False
L406584,22,77705.77,21979.72,744,0.259,30,Small Business,False
L406585,65,71565.59,51861.11,752,0.324,30,Auto,False
L406586,66,50549.05,22646.07,608,0.368,5,Auto,False
L406587,58,131041.86,22840.29,685,0.529,19,Home Improvement,False
L406588,44,103561.3,54037.58,738,0.532,18,Education,False
L406589,65,29676.77,43028.54,707,0.426,3,Education,True
L406590,74,137315.15,36144.53,795,0.152,22,Small Business,False
L406591,44,119485.63,9242.03,773,0.147,23,Education,False
