MachineID,ReadingDate,Temperature,Vibration,Pressure,RuntimeHours,MaintenanceDaysAgo,ProductLine,FailureFlag
MC-114,2025-06-24 18:00,62.44,5.5,95.49,2685.4,91,Line D,False
MC-070,2025-01-07 10:00,84.08,4.59,79.94,1413.6,112,Line C,False
MC-126,2025-02-01 03:00,78.6,4.07,113.94,2046.5,9,Line C,False
MC-077,2025-04-28 16:00,67.41,2.16,100.12,929.9,186,Line D,False
MC-114,2025-05-16 07:00,73.87,3.98,109.36,1799.6,93,Line D,False
MC-075,2025-01-06 00:00,67.24,4.28,81.86,985.4,54,Line C,False
MC-029,2025-02-09 04:00,65.7,0.2,115.57,4021.3,19,Line D,False
MC-087,2025-06-03 23:00,59.65,2.87,64.85,2884.4,218,Line C,False
MC-049,2025-06-21 16:00,79.64,3.38,78.92,1618.8,22,Line A,False
MC-100,2025-06-26 10:00,93.18,3.55,84.34,4251.1,159,Line A,True
MC-039,2025-01-24 22:00,61.21,4.01,117.03,4591.6,75,Line A,False
MC-133,2025-03-14 17:00,70.61,2.94,123.29,2987.3,113,Line D,False
MC-107,2025-06-29 18:00,80.85,1.78,88.83,2109.7,216,Line C,False
MC-047,2025-05-05 10:00,81.25,2.38,99.5,4984.4,86,Line A,False
MC-105,2025-01-27 04:00,61.69,1.73,86.21,2012.2,0,Line B,False
MC-011,2025-03-23 11:00,75.46,1.69,51.46,1551.6,176,Line A,False
MC-111,2025-05-19 21:00,61.16,3.4,113.74,1566.8,5,Line C,False
MC-149,2025-02-22 11:00,57.5,4.51,104.6,521.7,110,Line D,False
MC-124,2025-01-02 18:00,54.06,1.82,108.51,1745.1,23,Line A,False
MC-101,2025-04-26 18:00,79.98,2.71,135.61,889.4,137,Line A,False
MC-020,2025-05-22 14:00,57.93,2.35,74.7,2976.2,135,Line D,False
MC-038,2025-06-13 11:00,69.6,3.61,86.19,207.4,199,Line D,False
MC-061,2025-05-20 19:00,76.1,2.97,77.6,1190.0,201,Line A,False
MC-050,2025-04-05 08:00,85.11,3.52,113.61,568.1,197,Line D,True
MC-058,2025-01-03 06:00,70.9,2.32,96.67,2525.7,177,Line B,False
MC-030,2025-05-23 17:00,75.64,3.73,79.08,3502.9,71,Line D,False
MC-082,2025-02-12 01:00,77.01,2.22,80.69,3838.5,93,Line A,False
MC-059,2025-04-10 13:00,65.26,3.09,118.29,550.9,45,Line A,False
MC-038,2025-05-28 18:00,64.69,3.66,88.62,3075.2,164,Line D,False
MC-002,2025-03-19 11:00,71.92,4.08,98.38,1320.5,173,Line D,False
MC-009,2025-06-15 20:00,71.91,4.99,100.27,3333.6,129,Line C,False
MC-141,2025-02-19 14:00,92.57,4.11,120.51,4342.5,198,Line D,True
MC-036,2025-01-18 22:00,73.23,3.16,84.72,2419.0,156,Line A,False
MC-050,2025-03-01 07:00,70.65,3.56,99.82,3830.3,56,Line A,False
MC-139,2025-03-24 13:00,67.93,4.27,56.03,4830.0,178,Line D,False
MC-121,2025-01-03 11:00,67.57,1.65,72.28,819.0,19,Line A,False
MC-133,2025-04-26 00:00,68.94,3.5,118.57,2006.5,88,Line B,False
MC-148,2025-02-05 00:00,76.65,4.5,131.59,4453.0,226,Line A,False
MC-064,2025-06-15 21:00,71.13,3.08,122.14,506.8,13,Line B,False
MC-121,2025-04-14 05:00,72.62,3.51,88.19,2177.1,61,Line A,False
MC-101,2025-01-08 03:00,75.96,3.29,93.54,2219.9,82,Line C,False
MC-150,2025-05-20 02:00,66.05,3.56,93.28,4662.5,91,Line C,False
MC-061,2025-03-29 13:00,86.43,3.48,87.11,2175.9,161,Line C,False
MC-144,2025-02-18 15:00,50.38,2.13,103.16,228.8,18,Line A,False
MC-087,2025-01-13 19:00,88.52,4.54,110.0,4517.7,204,Line D,True
MC-035,2025-01-16 15:00,66.41,3.08,102.64,380.1,168,Line C,False
MC-109,2025-01-13 22:00,58.61,1.81,81.24,3059.5,57,Line D,False
MC-033,2025-04-26 12:00,84.68,3.02,113.51,1803.9,206,Line B,False
MC-104,2025-05-02 22:00,56.59,2.23,70.82,3335.0,232,Line D,True
MC-052,2025-06-14 07:00,87.36,5.42,106.5,3742.1,199,Line B,True
MC-056,2025-05-21 03:00,50.04,2.49,93.22,2245.7,48,Line D,False
MC-030,2025-05-04 19:00,83.12,2.99,90.11,4039.0,28,Line A,False
MC-069,2025-04-21 05:00,66.31,4.05,131.03,1569.9,215,Line D,False
MC-057,2025-06-04 01:00,63.02,1.2,107.83,150.9,239,Line B,False
MC-110,2025-02-09 03:00,87.48,3.08,134.94,4835.4,104,Line B,False
MC-105,2025-04-30 07:00,61.23,2.36,129.76,2473.6,87,Line C,False
MC-108,2025-01-17 17:00,69.32,4.05,94.0,4784.1,175,Line C,False
MC-061,2025-01-02 05:00,57.78,3.69,110.25,2127.0,134,Line A,False
MC-111,2025-03-03 05:00,73.55,2.22,74.74,3066.1,164,Line D,False
MC-048,2025-05-08 01:00,78.47,2.84,107.66,912.5,54,Line A,False
MC-066,2025-04-19 03:00,91.33,4.3,114.38,3382.6,17,Line A,False
MC-133,2025-01-26 13:00,77.29,4.53,109.94,3245.7,62,Line C,False
MC-068,2025-05-04 04:00,61.66,1.58,111.98,4858.9,105,Line C,False
MC-057,2025-04-19 01:00,69.47,3.81,88.98,2355.2,80,Line D,False
MC-070,2025-02-16 17:00,64.01,4.08,100.27,4147.8,24,Line B,False
MC-036,2025-03-27 01:00,69.87,1.78,146.06,987.3,191,Line C,False
MC-015,2025-02-09 11:00,78.5,4.1,133.08,1337.4,161,Line D,False
MC-126,2025-04-07 19:00,64.35,3.37,118.37,2727.1,0,Line D,False
MC-074,2025-01-23 15:00,59.52,3.53,111.43,3802.5,10,Line D,False
MC-089,2025-06-18 12:00,69.7,3.62,120.05,446.6,101,Line C,False
MC-019,2025-03-20 06:00,69.56,3.63,84.98,3434.8,111,Line C,False
MC-102,2025-05-29 09:00,67.94,2.94,106.26,3296.8,92,Line C,False
MC-070,2025-03-20 00:00,73.09,6.0,89.74,47.1,27,Line C,False
MC-113,2025-04-13 12:00,63.86,2.04,86.88,1120.7,230,Line C,False
MC-001,2025-06-21 02:00,69.58,3.91,103.22,1633.8,202,Line C,False
MC-120,2025-01-27 14:00,57.11,1.78,113.99,3269.4,76,Line A,False
MC-066,2025-02-02 16:00,75.53,2.41,110.9,3752.3,233,Line C,False
MC-025,2025-01-05 13:00,60.59,3.79,74.1,2058.8,174,Line D,True
MC-105,2025-01-10 07:00,73.86,4.02,69.73,2255.3,96,Line D,False
MC-144,2025-01-04 22:00,59.28,3.57,95.0,1334.8,178,Line A,False
MC-019,2025-05-14 11:00,62.14,1.9,82.44,4184.5,11,Line A,False
MC-049,2025-05-15 16:00,67.04,3.04,117.91,3392.9,75,Line D,False
MC-136,2025-06-16 10:00,88.72,4.36,93.72,162.2,216,Line D,False
MC-102,2025-06-02 03:00,79.1,3.26,76.35,3560.2,55,Line B,False
MC-132,2025-01-22 19:00,60.28,4.16,84.82,665.1,141,Line C,False
MC-059,2025-04-29 03:00,76.33,3.34,99.86,1884.3,73,Line B,False
MC-096,2025-03-24 19:00,84.6,2.87,100.06,4958.8,45,Line C,False
MC-011,2025-01-06 03:00,60.01,3.29,107.91,4083.1,231,Line D,True
MC-033,2025-06-25 08:00,71.53,1.09,113.84,588.2,82,Line A,False
MC-022,2025-01-29 10:00,77.65,0.32,115.93,3384.2,48,Line A,False
MC-028,2025-02-13 20:00,76.19,3.4,116.21,583.9,41,Line B,False
MC-128,2025-03-26 20:00,74.79,2.74,74.03,4998.9,35,Line D,False
MC-026,2025-04-21 15:00,56.8,3.36,120.81,1091.5,42,Line B,False
MC-134,2025-06-12 19:00,76.09,3.28,105.01,4960.3,222,Line C,False
MC-014,2025-05-19 03:00,51.31,2.54,124.61,2642.9,21,Line A,False
MC-116,2025-04-03 05:00,46.26,4.3,109.9,3188.3,164,Line B,True
MC-022,2025-05-29 04:00,49.26,3.27,91.26,622.5,20,Line C,False
MC-085,2025-05-31 23:00,90.71,2.63,106.7,333.5,37,Line B,False
MC-043,2025-01-07 13:00,55.65,2.07,59.12,3581.5,58,Line D,False
MC-096,2025-03-01 20:00,74.85,1.31,88.83,324.5,42,Line C,False
MC-071,2025-06-08 14:00,87.97,2.84,97.33,4808.5,188,Line A,False
MC-125,2025-04-10 09:00,71.78,5.12,89.91,696.0,163,Line A,False
MC-051,2025-06-26 05:00,67.95,3.39,93.03,4610.4,86,Line D,False
MC-041,2025-06-22 07:00,69.96,2.65,99.73,4673.7,177,Line C,False
MC-061,2025-05-18 05:00,80.95,1.87,89.02,4051.4,142,Line B,False
MC-038,2025-01-31 09:00,77.26,3.09,59.85,4178.2,193,Line B,False
MC-054,2025-02-17 16:00,81.43,3.81,99.09,149.3,197,Line B,False
MC-128,2025-04-12 00:00,70.85,3.13,104.24,4084.4,162,Line A,False
MC-009,2025-01-31 02:00,89.87,1.84,73.32,2181.4,141,Line B,False
MC-007,2025-05-28 15:00,74.21,1.91,75.85,1091.0,15,Line D,False
MC-052,2025-05-18 23:00,76.23,2.39,54.37,4352.9,26,Line B,False
MC-076,2025-04-17 05:00,74.44,3.11,69.43,3913.7,64,Line A,False
MC-082,2025-03-29 16:00,72.84,2.55,75.5,3843.8,57,Line B,False
MC-011,2025-04-17 14:00,69.85,3.59,101.15,2802.4,157,Line D,False
MC-063,2025-03-31 21:00,50.11,4.68,89.13,4520.1,128,Line D,False
MC-106,2025-06-26 04:00,58.15,2.53,107.35,219.4,187,Line D,False
MC-113,2025-02-10 00:00,62.71,4.06,132.61,3233.4,232,Line D,False
MC-122,2025-05-18 05:00,71.83,3.4,81.9,1087.2,44,Line B,False
MC-006,2025-01-12 17:00,66.13,1.6,107.88,2548.3,128,Line A,False
MC-132,2025-01-13 21:00,86.45,3.54,106.36,4120.2,22,Line C,False
MC-040,2025-02-12 21:00,83.2,3.29,90.21,3531.7,224,Line B,False
MC-146,2025-04-02 02:00,57.37,2.03,118.12,50.6,121,Line D,False
MC-075,2025-01-23 18:00,60.63,2.67,128.22,3117.9,16,Line C,False
MC-131,2025-02-28 23:00,60.34,2.53,116.64,3957.8,66,Line A,False
MC-028,2025-05-14 01:00,61.11,2.16,47.02,515.8,70,Line D,False
MC-080,2025-04-27 20:00,78.85,4.08,87.57,2413.1,193,Line B,False
MC-052,2025-06-16 18:00,67.31,3.3,104.68,3176.5,23,Line D,False
MC-004,2025-01-20 20:00,70.63,4.09,98.79,1748.4,88,Line B,False
MC-112,2025-01-20 13:00,87.23,2.0,81.6,4687.0,111,Line C,False
MC-136,2025-05-19 06:00,76.13,1.61,87.81,1042.1,61,Line C,False
MC-096,2025-02-26 12:00,46.42,4.91,123.12,448.0,159,Line D,False
MC-069,2025-02-05 02:00,98.12,5.59,109.8,3846.8,107,Line A,False
MC-106,2025-01-09 23:00,47.16,1.88,102.14,413.0,185,Line B,False
MC-024,2025-01-11 11:00,50.1,2.56,94.1,1410.8,65,Line A,False
MC-012,2025-04-28 19:00,78.2,4.7,69.75,1702.0,3,Line A,False
MC-097,2025-02-11 02:00,71.92,2.52,92.01,1313.9,163,Line D,False
MC-038,2025-02-02 15:00,81.84,2.9,109.88,155.3,62,Line D,False
MC-085,2025-03-11 06:00,73.86,2.51,124.14,2711.8,116,Line C,False
MC-115,2025-02-17 08:00,85.41,1.2,95.94,4180.7,201,Line B,False
MC-013,2025-06-25 12:00,64.69,4.23,152.0,2442.0,198,Line C,False
MC-001,2025-03-04 19:00,66.86,2.69,99.14,1950.7,66,Line C,False
MC-027,2025-05-10 18:00,63.77,3.1,78.98,495.6,159,Line B,False
MC-004,2025-04-13 18:00,70.66,4.17,141.15,497.1,184,Line B,False
MC-031,2025-05-14 18:00,73.38,2.39,107.38,1707.6,227,Line C,False
MC-075,2025-04-14 02:00,83.29,1.84,99.59,1146.1,172,Line C,True
MC-074,2025-06-24 21:00,91.8,2.84,104.29,59.3,167,Line C,True
MC-083,2025-06-10 07:00,76.02,3.15,111.74,2792.7,48,Line A,False
MC-115,2025-04-05 03:00,73.85,3.65,78.36,900.5,201,Line D,False
MC-064,2025-05-15 19:00,73.54,3.41,73.5,1524.4,76,Line A,False
MC-075,2025-04-28 14:00,74.55,2.16,127.46,4275.2,84,Line C,False
MC-031,2025-03-12 00:00,67.43,0.2,99.4,318.8,97,Line A,False
MC-058,2025-01-13 04:00,60.12,3.43,102.36,1291.7,164,Line D,False
MC-033,2025-05-22 01:00,63.05,3.16,122.15,2756.8,230,Line D,False
MC-052,2025-02-19 19:00,80.32,4.16,112.45,474.8,103,Line D,False
MC-147,2025-01-10 12:00,84.53,1.78,84.47,4322.1,60,Line A,False
MC-009,2025-02-04 00:00,80.04,3.11,108.18,2094.1,228,Line B,False
MC-079,2025-03-02 20:00,75.08,0.93,84.87,931.6,96,Line D,False
MC-116,2025-06-21 23:00,92.53,4.26,84.46,1881.7,124,Line B,True
MC-059,2025-03-12 06:00,76.93,2.98,89.11,3265.5,157,Line B,False
MC-060,2025-05-21 01:00,83.17,3.42,96.95,3664.5,21,Line A,False
MC-096,2025-04-13 08:00,75.4,4.44,87.56,4560.3,41,Line C,False
MC-047,2025-03-07 21:00,84.11,3.36,111.56,2127.4,198,Line B,False
MC-031,2025-04-12 08:00,84.59,1.89,75.35,2015.4,182,Line D,False
MC-106,2025-03-06 05:00,58.73,2.84,101.69,174.3,168,Line B,False
MC-055,2025-01-20 22:00,82.66,3.21,111.67,1869.2,5,Line A,False
MC-079,2025-01-01 19:00,72.51,2.47,118.52,402.1,210,Line A,False
MC-014,2025-06-15 18:00,58.48,3.74,64.06,629.8,98,Line B,False
MC-115,2025-03-16 20:00,59.58,4.88,108.9,3610.0,32,Line D,False
MC-018,2025-02-18 19:00,89.96,2.95,116.3,3916.9,167,Line A,True
MC-020,2025-01-21 21:00,72.63,2.08,102.3,4243.8,231,Line B,False
MC-073,2025-04-02 01:00,65.39,3.74,89.97,4364.8,145,Line B,False
MC-140,2025-04-15 23:00,61.41,1.32,117.18,4874.4,194,Line A,False
MC-072,2025-06-08 21:00,64.67,3.43,109.99,3277.7,200,Line A,False
MC-146,2025-02-13 07:00,72.12,2.92,134.0,612.7,100,Line A,False
MC-126,2025-01-22 04:00,82.35,2.19,114.24,3123.2,126,Line D,False
MC-037,2025-02-03 16:00,81.49,3.89,107.23,754.2,193,Line A,True
MC-104,2025-05-10 02:00,100.79,2.96,96.8,3538.0,179,Line B,False
MC-001,2025-05-27 07:00,81.48,1.66,121.44,3641.6,132,Line D,False
MC-072,2025-02-28 21:00,72.5,3.16,103.19,2432.4,106,Line C,False
MC-018,2025-04-11 16:00,88.93,5.45,110.25,4444.4,17,Line A,False
MC-150,2025-01-25 09:00,59.9,3.27,101.93,2874.1,169,Line A,True
MC-056,2025-02-06 13:00,82.56,2.85,92.74,3955.9,226,Line A,False
MC-081,2025-06-10 15:00,88.76,3.08,126.27,4394.2,189,Line B,False
MC-065,2025-01-26 06:00,79.48,2.78,127.08,1996.5,165,Line A,False
MC-116,2025-03-16 07:00,86.32,3.34,86.79,461.4,18,Line C,True
MC-041,2025-03-20 15:00,76.12,4.09,129.15,4101.5,188,Line A,False
MC-101,2025-04-25 09:00,83.07,3.98,112.36,50.8,78,Line D,False
MC-090,2025-01-29 00:00,65.14,1.44,88.28,4740.6,204,Line B,False
MC-096,2025-04-12 02:00,79.22,1.12,61.61,2014.2,204,Line C,False
MC-065,2025-03-11 14:00,60.88,3.38,83.64,1868.1,208,Line A,False
MC-145,2025-05-14 22:00,86.15,1.07,106.98,190.7,55,Line B,False
MC-098,2025-01-29 09:00,83.75,2.75,107.31,3260.7,185,Line B,False
MC-137,2025-02-02 11:00,67.54,2.9,89.08,899.6,125,Line A,False
MC-042,2025-02-04 23:00,51.54,4.44,90.75,1320.1,226,Line D,False
MC-031,2025-02-03 16:00,63.63,3.5,77.29,4856.7,46,Line C,False
MC-149,2025-02-09 12:00,73.13,1.34,110.35,1053.5,136,Line C,False
MC-084,2025-04-27 23:00,70.98,2.51,106.92,258.7,29,Line B,False
MC-029,2025-02-28 07:00,58.83,3.05,113.4,3783.7,56,Line D,False
MC-127,2025-01-11 21:00,85.23,2.08,141.17,4927.2,110,Line B,False
MC-008,2025-06-26 06:00,79.96,1.54,81.07,1750.2,140,Line A,False
MC-006,2025-06-23 19:00,73.03,3.97,117.27,269.9,192,Line C,False
MC-120,2025-03-30 18:00,78.57,2.02,97.42,3192.1,69,Line A,False
MC-030,2025-01-16 00:00,72.52,2.98,76.45,1249.1,194,Line B,True
MC-030,2025-02-28 19:00,47.62,3.09,90.68,682.1,86,Line B,False
MC-116,2025-02-27 22:00,88.34,2.86,72.59,1376.5,101,Line D,False
MC-018,2025-04-17 03:00,95.49,5.05,87.26,517.2,147,Line B,False
MC-001,2025-05-01 08:00,77.81,2.75,101.05,1574.2,168,Line A,True
MC-094,2025-03-17 09:00,68.93,3.44,106.05,71.7,84,Line B,False
MC-108,2025-02-13 05:00,52.7,2.14,70.4,4606.3,143,Line B,False
MC-035,2025-03-18 03:00,67.73,2.05,128.85,4861.1,105,Line B,False
MC-114,2025-06-04 15:00,56.55,4.15,95.19,643.4,70,Line B,False
MC-139,2025-04-12 11:00,67.64,4.21,81.61,3893.1,124,Line D,False
MC-130,2025-02-06 10:00,63.86,2.06,123.97,1326.3,91,Line D,False
MC-075,2025-05-12 19:00,71.25,4.42,114.46,1932.8,211,Line B,False
MC-144,2025-01-15 23:00,68.49,3.6,87.15,2455.0,196,Line C,False
MC-009,2025-04-07 21:00,70.99,2.7,89.06,555.9,77,Line D,False
MC-061,2025-05-18 15:00,69.75,4.63,94.55,1454.6,13,Line B,False
MC-012,2025-04-10 10:00,76.39,3.83,114.31,4147.8,47,Line C,False
MC-113,2025-01-04 12:00,64.8,2.48,104.3,400.4,47,Line A,False
MC-031,2025-06-15 03:00,49.68,3.11,150.24,3948.9,3,Line A,False
MC-146,2025-02-03 14:00,68.22,3.36,101.79,2555.5,89,Line B,False
MC-119,2025-01-07 09:00,88.06,5.97,132.12,2777.8,111,Line B,True
MC-101,2025-02-06 13:00,68.15,4.79,85.24,4033.6,65,Line C,False
MC-150,2025-04-05 01:00,61.15,3.47,86.21,4806.0,229,Line C,False
MC-084,2025-06-27 12:00,73.5,3.1,103.35,4888.9,167,Line A,False
MC-090,2025-04-12 05:00,73.45,2.74,139.47,120.3,133,Line C,False
MC-030,2025-01-11 02:00,88.51,1.89,88.33,4647.4,44,Line B,False
MC-112,2025-01-15 00:00,71.02,4.11,112.61,2953.1,90,Line C,False
MC-113,2025-01-11 02:00,49.01,0.78,100.92,4873.1,65,Line B,False
MC-034,2025-05-01 02:00,76.08,2.38,113.85,1754.8,65,Line B,False
MC-016,2025-02-13 08:00,79.77,1.1,86.32,3550.1,166,Line A,False
MC-097,2025-05-12 20:00,74.02,3.0,90.25,1121.3,55,Line A,False
MC-084,2025-05-20 21:00,83.38,4.3,88.85,2455.9,153,Line C,False
MC-047,2025-03-10 08:00,64.97,2.2,133.59,4984.8,174,Line B,True
MC-116,2025-01-14 07:00,80.96,3.74,87.89,4404.5,126,Line B,False
MC-106,2025-04-01 14:00,97.69,4.03,69.81,4953.3,1,Line C,False
MC-016,2025-03-05 02:00,70.73,6.83,103.74,633.7,36,Line C,False
MC-022,2025-03-08 00:00,64.19,4.61,74.36,2238.4,43,Line A,False
MC-075,2025-06-07 03:00,66.95,3.56,100.71,2764.1,134,Line C,False
MC-073,2025-04-26 10:00,65.21,4.23,132.42,2695.1,177,Line B,False
MC-097,2025-05-08 09:00,82.58,3.23,70.51,2073.4,4,Line C,False
MC-071,2025-04-08 08:00,76.09,1.48,85.69,2397.9,194,Line D,False
MC-138,2025-02-12 05:00,71.66,2.56,79.81,3276.1,237,Line D,False
MC-146,2025-06-01 10:00,99.48,3.18,106.38,2136.2,181,Line C,True
MC-134,2025-04-16 11:00,61.56,4.39,95.33,4482.8,236,Line A,False
MC-112,2025-01-25 08:00,82.95,2.89,83.91,4012.9,166,Line C,False
MC-145,2025-02-24 10:00,86.5,1.64,93.22,1798.0,152,Line D,True
MC-140,2025-03-26 00:00,76.52,4.32,103.43,335.3,64,Line D,True
MC-046,2025-05-21 10:00,65.31,1.07,66.61,3881.5,137,Line B,False
MC-049,2025-03-11 15:00,66.13,3.47,86.12,4307.1,22,Line D,False
MC-150,2025-01-28 00:00,60.34,5.66,89.53,1723.9,210,Line A,False
MC-061,2025-06-11 06:00,92.9,2.73,137.74,2571.9,5,Line C,False
MC-102,2025-05-26 15:00,70.31,4.22,98.99,3872.8,77,Line C,False
MC-093,2025-01-03 12:00,62.79,3.86,109.56,1024.4,136,Line C,False
MC-111,2025-03-10 04:00,63.42,2.58,84.03,3436.9,7,Line B,False
MC-104,2025-04-19 22:00,97.62,3.95,102.53,70.3,174,Line D,False
MC-082,2025-04-17 18:00,68.97,4.06,76.2,4022.3,76,Line D,False
MC-003,2025-04-11 09:00,61.84,4.53,97.0,850.7,112,Line C,False
MC-109,2025-04-10 04:00,65.28,3.45,121.25,2094.3,94,Line C,False
MC-081,2025-05-23 02:00,88.81,4.27,117.4,1179.1,147,Line A,False
MC-112,2025-03-31 20:00,76.7,3.14,103.08,3726.7,149,Line D,False
MC-126,2025-02-23 03:00,68.03,2.38,88.33,1978.1,63,Line B,False
MC-147,2025-03-06 21:00,71.72,3.69,96.61,4315.3,127,Line A,False
MC-056,2025-01-19 01:00,88.84,4.41,94.22,2111.2,25,Line D,False
MC-023,2025-05-19 11:00,69.49,3.49,100.63,2898.2,16,Line C,False
MC-083,2025-05-02 22:00,70.0,1.64,85.83,2507.0,169,Line D,False
MC-044,2025-04-25 15:00,65.65,3.27,107.31,1539.3,128,Line C,False
MC-084,2025-04-28 12:00,55.36,3.86,89.42,594.8,1,Line D,False
MC-006,2025-04-05 12:00,91.0,3.13,142.42,2030.0,216,Line B,False
MC-009,2025-02-20 23:00,90.47,4.11,116.09,3661.3,15,Line B,True
MC-064,2025-04-09 17:00,71.7,3.91,122.63,3312.6,97,Line A,True
MC-104,2025-04-21 11:00,77.53,4.55,107.39,3653.0,156,Line C,False
MC-069,2025-01-12 04:00,65.78,2.23,97.35,2689.1,17,Line B,False
MC-065,2025-02-16 14:00,84.96,2.54,107.4,1410.7,176,Line B,False
MC-043,2025-01-07 17:00,72.5,3.75,103.85,1504.9,203,Line B,False
MC-060,2025-05-23 08:00,100.72,4.3,108.14,1811.2,18,Line B,False
MC-106,2025-01-06 02:00,95.39,4.61,92.27,1968.3,45,Line A,False
MC-129,2025-02-20 06:00,50.77,0.36,113.46,158.8,178,Line B,False
MC-049,2025-04-27 05:00,53.42,4.18,106.34,2941.2,180,Line C,False
MC-052,2025-02-16 12:00,83.62,3.77,122.74,1253.5,136,Line D,False
MC-011,2025-01-22 13:00,59.81,4.04,99.37,266.0,108,Line D,False
MC-076,2025-02-20 08:00,60.1,3.11,79.13,4457.6,227,Line A,False
MC-139,2025-04-17 14:00,80.44,4.15,110.03,4717.5,61,Line B,False
MC-007,2025-03-17 19:00,65.82,3.4,115.81,3054.3,45,Line A,False
MC-031,2025-01-22 03:00,67.42,2.17,53.57,4194.7,24,Line D,False
MC-116,2025-05-14 19:00,85.1,0.89,84.75,1781.8,124,Line D,False
MC-081,2025-02-28 19:00,72.36,0.5,105.46,3655.1,88,Line D,False
MC-060,2025-05-31 08:00,74.69,3.9,94.96,2920.0,166,Line C,False
MC-031,2025-03-19 12:00,68.34,2.01,106.88,660.0,112,Line A,False
MC-123,2025-05-09 19:00,69.0,3.72,85.69,3505.5,190,Line C,False
MC-005,2025-06-20 09:00,75.32,3.21,98.61,644.9,213,Line A,False
MC-106,2025-03-06 00:00,67.25,3.07,117.94,4488.9,43,Line C,False
MC-121,2025-05-10 00:00,56.43,2.76,78.34,2445.6,31,Line D,False
MC-003,2025-05-06 02:00,76.86,4.08,110.3,1479.7,24,Line A,False
MC-122,2025-02-08 01:00,62.49,0.51,117.69,1314.7,139,Line D,False
MC-094,2025-02-14 19:00,68.81,4.45,89.38,1221.4,76,Line D,False
MC-107,2025-03-03 16:00,72.79,3.14,126.84,563.4,40,Line B,False
MC-022,2025-03-28 10:00,79.15,4.72,110.02,1010.4,232,Line B,False
MC-039,2025-05-22 02:00,55.34,2.99,85.26,1507.2,70,Line A,False
MC-011,2025-04-01 07:00,82.05,3.94,105.02,1430.1,23,Line B,False
MC-085,2025-04-23 19:00,62.49,2.65,67.02,2576.5,135,Line C,False
MC-018,2025-03-14 23:00,98.89,3.42,75.77,43.4,4,Line A,True
MC-092,2025-02-10 09:00,85.3,2.76,102.17,3339.9,0,Line A,False
MC-084,2025-04-25 04:00,94.06,5.28,109.44,1585.1,60,Line B,False
MC-107,2025-02-16 21:00,79.42,1.1,121.42,4073.1,45,Line A,False
MC-047,2025-05-27 06:00,67.47,2.19,82.65,2171.6,226,Line C,False
MC-012,2025-06-09 23:00,73.97,1.77,128.01,262.1,54,Line C,False
MC-013,2025-04-30 13:00,75.84,1.07,75.42,1763.9,161,Line B,False
MC-089,2025-04-19 19:00,61.08,2.68,89.73,2480.7,214,Line A,False
MC-093,2025-03-09 21:00,64.31,5.86,113.91,2917.9,10,Line D,False
MC-118,2025-02-17 22:00,69.68,3.26,114.44,37.9,68,Line B,False
MC-135,2025-03-31 13:00,72.87,4.99,109.9,4129.1,116,Line C,False
MC-116,2025-06-03 01:00,82.13,2.25,95.28,10.1,164,Line C,True
MC-022,2025-06-21 19:00,68.24,4.65,93.13,4744.0,148,Line C,False
MC-139,2025-02-01 18:00,79.73,3.29,112.04,2921.8,33,Line D,False
MC-050,2025-03-17 21:00,64.87,3.08,107.89,240.5,86,Line B,False
MC-145,2025-04-25 12:00,76.67,3.28,90.2,2977.2,67,Line C,False
MC-022,2025-02-26 10:00,82.87,3.07,97.31,26.7,112,Line C,False
MC-058,2025-03-07 22:00,64.95,6.15,89.15,4633.5,222,Line A,True
MC-108,2025-03-04 19:00,72.44,2.83,80.62,524.9,46,Line D,False
MC-148,2025-01-15 23:00,79.99,3.46,111.74,953.0,101,Line D,False
MC-059,2025-02-12 18:00,59.44,4.46,76.41,3153.6,130,Line B,False
MC-069,2025-03-01 15:00,70.52,2.58,113.91,1002.1,116,Line B,False
MC-014,2025-02-19 20:00,71.8,5.38,71.42,31.2,212,Line A,False
MC-122,2025-03-09 23:00,67.59,2.35,113.11,2084.2,157,Line C,True
MC-117,2025-04-29 09:00,74.33,4.38,88.12,4545.3,226,Line A,False
MC-013,2025-05-04 16:00,57.59,1.6,82.67,4586.0,40,Line D,False
MC-091,2025-01-16 21:00,73.49,3.29,110.02,3552.3,140,Line A,False
MC-025,2025-02-19 06:00,79.49,4.51,103.06,1176.2,140,Line C,False
MC-143,2025-02-27 02:00,73.52,2.4,91.54,546.6,222,Line D,False
MC-078,2025-02-11 15:00,77.77,2.41,90.37,4181.4,131,Line B,True
MC-118,2025-04-13 11:00,73.34,3.37,105.33,4826.5,210,Line B,False
MC-108,2025-05-08 23:00,66.86,3.52,71.09,1652.9,98,Line A,False
MC-014,2025-04-13 22:00,72.17,1.0,125.49,1794.0,45,Line D,False
MC-070,2025-03-08 18:00,77.75,3.38,105.44,2981.4,84,Line B,False
MC-082,2025-03-19 21:00,83.9,3.05,107.54,3828.7,185,Line C,False
MC-146,2025-05-01 08:00,60.87,1.64,122.02,3482.2,5,Line B,False
MC-016,2025-02-27 04:00,72.67,4.12,142.44,2832.9,169,Line C,False
MC-110,2025-05-26 14:00,94.33,1.6,113.87,2522.1,154,Line C,True
MC-023,2025-01-05 19:00,80.14,1.66,80.0,3897.5,29,Line B,False
MC-047,2025-06-27 02:00,75.55,2.2,87.73,2305.1,98,Line A,False
