CampaignID,Channel,AudienceSegment,Spend,Impressions,Clicks,Conversions,CampaignMonth,Revenue
M3444,Search,Student,2290.48,230880,13274,2182,2025-08,275089.65
M3445,Display,Enterprise,6299.4,255687,16913,1628,2025-02,260642.2
M3446,Email,Small Business,5078.65,228749,164,2469,2025-06,512868.06
M3447,Referral,Student,24362.64,117734,23787,925,2025-03,41240.88
M3448,Email,Enterprise,650.35,13060,7579,1581,2025-04,139532.93
M3449,Search,New Customer,3324.95,119161,27097,2984,2025-09,484097.67
M3450,Email,Enterprise,20197.9,493595,28850,2926,2025-02,375669.4
M3451,Email,Enterprise,19086.06,447773,4319,244,2025-11,23020.82
M3452,Display,Small Business,11759.5,348236,1408,379,2025-11,24636.95
M3453,Email,Returning Customer,9693.38,141811,7675,2851,2025-03,525758.06
M3454,Referral,Returning Customer,8724.08,10853,9248,1731,2025-04,134735.06
M3455,Email,Small Business,24339.7,449222,29664,1912,2025-04,342274.44
M3456,Display,Small Business,21688.57,214382,2591,38,2025-01,8787.86
M3457,Social Media,Small Business,6617.86,267326,7264,178,2025-01,13092.72
M3458,Display,New Customer,11582.22,483704,5576,2087,2025-09,391137.93
M3459,Display,New Customer,18674.21,464005,24823,542,2025-06,111213.36
M3460,Display,Returning Customer,20637.94,276365,20735,2339,2025-03,391619.18
M3461,Search,Returning Customer,3137.37,364883,15972,2345,2025-07,230376.29
M3462,Referral,Returning Customer,23899.75,279813,25010,2867,2025-03,226429.38
M3463,Search,Small Business,20502.04,207596,11559,588,2025-08,118839.05
M3464,Referral,Enterprise,12638.37,120444,7583,1135,2025-03,111604.74
M3465,Search,Returning Customer,12565.35,18558,21825,140,2025-03,28889.42
M3466,Display,Student,12726.63,470779,26794,1609,2025-11,344577.26
M3467,Display,Small Business,20413.06,445930,22604,1641,2025-04,362297.33
M3468,Social Media,Enterprise,13706.58,197083,381,304,2025-04,63465.26
M3469,Referral,New Customer,20332.47,353962,8178,2995,2025-10,681590.66
M3470,Social Media,Enterprise,21602.07,51800,29936,1738,2025-05,407076.44
M3471,Referral,Returning Customer,17591.69,68245,350,1137,2025-02,154714.98
M3472,Email,New Customer,1267.2,430288,14144,2384,2025-10,215851.43
M3473,Display,Student,11251.34,467641,23355,1325,2025-01,89502.23
M3474,Referral,Student,6465.52,305330,26068,2176,2025-06,245878.69
M3475,Social Media,Returning Customer,1182.57,244820,20690,2321,2025-05,190261.33
M3476,Social Media,Returning Customer,16249.96,324822,26641,2467,2025-08,529108.65
M3477,Referral,Student,12869.54,15743,3628,1796,2025-07,384883.67
M3478,Display,New Customer,1621.64,161307,8666,888,2025-07,110660.15
M3479,Referral,Small Business,15582.81,148642,1125,810,2025-11,167635.89
M3480,Referral,Enterprise,4832.36,262604,24093,2961,2025-08,501047.71
M3481,Referral,Enterprise,23437.67,430041,19824,1642,2025-01,253294.21
M3482,Referral,Enterprise,17458.52,43387,27079,1664,2025-01,345231.2
M3483,Display,Enterprise,193.42,210138,18043,1380,2025-05,284503.16
M3484,Referral,New Customer,21798.05,383173,18452,1699,2025-01,348143.4
M3485,Social Media,Student,1720.21,404083,22899,48,2025-11,7091.71
M3486,Search,Small Business,388.9,428952,12829,1832,2025-10,177996.43
M3487,Search,Student,9941.12,201982,26198,322,2025-09,37259.38
M3488,Social Media,Student,3976.96,473302,29774,1660,2025-09,295855.96
M3489,Social Media,New Customer,20465.31,67840,19927,1814,2025-08,416865.29
M3490,Referral,Student,23622.58,408507,10698,2836,2025-05,532036.03
M3491,Social Media,Enterprise,19607.05,98115,19075,446,2025-01,90534.02
M3492,Email,Returning Customer,9268.3,338550,28171,2631,2025-02,238613.7
M3493,Search,Enterprise,7374.12,440721,15629,2307,2025-06,285162.72
M3494,Social Media,Returning Customer,8631.66,345010,22801,2294,2025-04,442848.33
M3495,Referral,Returning Customer,2255.78,91437,16996,1473,2025-12,325437.9
M3496,Display,Small Business,22599.64,438690,13305,2526,2025-10,354269.75
M3497,Search,Student,6176.78,467787,29221,257,2025-09,7481.47
M3498,Referral,Enterprise,6329.51,243895,10823,1456,2025-05,326555.03
M3499,Search,Small Business,17925.34,144982,1415,2855,2025-10,133823.06
M3500,Social Media,New Customer,15481.41,321742,23867,1775,2025-05,255919.0
M3501,Display,Small Business,23975.34,485846,16318,2515,2025-07,334074.97
M3502,Display,Enterprise,24533.7,484373,876,1705,2025-09,411710.67
M3503,Social Media,Student,10490.33,49320,7440,1916,2025-05,101686.07
M3504,Email,Small Business,23031.05,70014,22877,2137,2025-07,372772.88
M3505,Email,Student,23882.86,274648,21767,2236,2025-04,212366.12
M3506,Social Media,Small Business,21417.44,431077,15093,1302,2025-03,159699.84
M3507,Display,Returning Customer,23319.79,18755,22464,1995,2025-10,236799.89
M3508,Referral,New Customer,15039.82,343546,29966,1022,2025-12,105693.85
M3509,Social Media,New Customer,2946.7,129039,7974,38,2025-06,8475.13
M3510,Display,Student,21503.4,148495,6195,307,2025-01,57505.68
M3511,Social Media,Enterprise,7757.95,427822,22756,1862,2025-04,423162.54
M3512,Email,Student,23135.95,144895,11515,1771,2025-11,366677.19
M3513,Search,Enterprise,13029.08,94316,19326,733,2025-08,87053.51
M3514,Social Media,Returning Customer,12293.84,482085,15713,1327,2025-04,51575.93
M3515,Email,Small Business,20799.67,445871,28399,2843,2025-12,262228.22
M3516,Social Media,New Customer,9767.83,462518,2480,2440,2025-02,250790.79
M3517,Social Media,Student,2744.9,295313,24470,1227,2025-06,58813.08
M3518,Social Media,New Customer,19615.09,131575,28154,1633,2025-06,97466.81
M3519,Search,Returning Customer,7336.12,363563,23161,2114,2025-02,63789.51
M3520,Referral,New Customer,21163.12,380956,29405,2145,2025-03,265318.29
M3521,Referral,New Customer,22903.77,180347,4231,446,2025-08,28176.11
M3522,Search,New Customer,9858.63,290601,28924,841,2025-01,72393.38
M3523,Social Media,Returning Customer,16793.29,492464,29602,1419,2025-05,188953.13
M3524,Email,Small Business,538.38,287350,27918,2708,2025-09,167664.72
M3525,Search,Returning Customer,19871.07,413461,23891,313,2025-08,12434.59
M3526,Display,Student,11538.22,15586,10773,2169,2025-05,427948.65
M3527,Search,Student,6682.55,455959,25280,1219,2025-12,273313.8
M3528,Email,Small Business,21894.49,482282,476,1206,2025-06,121765.8
M3529,Display,Small Business,10291.41,73770,22554,1681,2025-06,216982.07
M3530,Social Media,New Customer,20602.99,217440,5449,593,2025-08,53280.13
M3531,Search,Returning Customer,10572.05,134136,25640,1897,2025-04,244602.16
M3532,Referral,Student,23742.69,277075,6020,1477,2025-05,66489.18
M3533,Display,Student,16793.0,420655,18272,1186,2025-12,152265.56
M3534,Search,Small Business,16713.17,94001,3909,439,2025-03,56548.17
M3535,Referral,Student,3181.85,335087,413,476,2025-09,44786.01
M3536,Social Media,Enterprise,18713.1,65298,1020,611,2025-10,134605.51
M3537,Social Media,Returning Customer,13053.95,193038,13913,1978,2025-04,236420.46
M3538,Social Media,Enterprise,17987.07,274264,25311,1174,2025-04,68533.31
M3539,Referral,New Customer,21699.82,232719,7465,35,2025-04,6785.62
M3540,Referral,Student,17608.95,61327,6268,2621,2025-06,151844.1
M3541,Social Media,New Customer,12528.5,219830,9351,2425,2025-08,107206.02
M3542,Email,Student,21316.23,167674,5197,2101,2025-10,226893.37
M3543,Referral,Student,18480.26,279367,8281,2025,2025-05,413897.94
M3544,Search,Small Business,19142.4,166846,11095,1960,2025-06,468532.85
M3545,Display,Small Business,22796.8,245027,18945,2322,2025-10,401817.43
M3546,Email,Student,3539.1,476795,18324,2779,2025-01,629127.19
M3547,Search,Student,12525.81,227906,23643,2920,2025-03,446606.71
M3548,Display,Returning Customer,3185.51,366773,11089,865,2025-02,58668.39
M3549,Search,Student,18765.73,164515,26086,981,2025-03,149252.82
M3550,Referral,Enterprise,10856.63,337341,22046,500,2025-11,95343.5
M3551,Search,Enterprise,18036.37,224983,26223,1598,2025-03,66881.25
M3552,Search,Student,3131.73,311491,21892,1242,2025-12,148355.63
M3553,Social Media,Returning Customer,15542.93,89558,625,1897,2025-11,83378.13
M3554,Display,Returning Customer,2909.5,417161,6678,1856,2025-05,212053.45
M3555,Search,New Customer,8893.57,96242,22630,1757,2025-02,266371.45
M3556,Display,Returning Customer,13438.55,85690,4879,47,2025-03,8764.26
M3557,Display,Small Business,17320.96,344455,27901,1901,2025-08,199539.69
M3558,Social Media,New Customer,12576.93,148793,8331,436,2025-06,22899.61
M3559,Social Media,Enterprise,18295.41,482320,23214,2825,2025-11,385285.97
M3560,Social Media,Small Business,4429.32,341116,8582,109,2025-05,5895.17
M3561,Social Media,Small Business,16084.53,106982,3512,1451,2025-03,67858.82
M3562,Referral,Small Business,9705.63,486757,7701,1184,2025-09,224722.48
M3563,Social Media,Returning Customer,3940.13,456557,28723,2585,2025-12,418629.34
M3564,Email,Returning Customer,21349.55,148204,15552,28,2025-07,4043.05
M3565,Referral,Returning Customer,24399.79,313159,15073,1893,2025-09,118745.97
M3566,Social Media,Enterprise,6065.87,221099,17234,2471,2025-08,573471.75
M3567,Social Media,Student,4022.72,476458,17233,2347,2025-03,513031.68
M3568,Social Media,Student,19135.3,480827,22475,876,2025-07,188017.94
M3569,Search,Student,24766.58,198231,8502,983,2025-12,39011.63
M3570,Social Media,Enterprise,10522.56,453315,422,636,2025-12,26239.49
M3571,Referral,Student,19793.84,345465,25402,987,2025-10,129345.92
M3572,Search,Returning Customer,3764.07,46961,10238,1275,2025-07,114581.05
M3573,Email,New Customer,5778.69,272384,26314,2805,2025-01,282254.08
M3574,Search,Small Business,3608.72,195755,18476,2675,2025-06,493992.84
M3575,Social Media,New Customer,16686.63,488769,24480,2498,2025-10,588181.42
M3576,Social Media,Small Business,14728.78,98503,22261,1211,2025-12,194638.55
M3577,Referral,Enterprise,16581.15,31187,6229,1518,2025-07,47775.68
M3578,Email,Small Business,4305.43,71643,5730,1515,2025-01,51557.82
M3579,Display,Enterprise,2122.79,30315,3833,1382,2025-11,106546.54
M3580,Display,New Customer,13395.8,250429,7504,593,2025-11,16029.57
M3581,Social Media,New Customer,13292.11,432207,29293,753,2025-08,42297.0
M3582,Search,New Customer,10597.6,247250,706,1740,2025-05,64302.76
M3583,Email,Enterprise,17105.73,27694,26172,622,2025-10,54395.44
M3584,Search,Student,10527.35,431424,12363,226,2025-04,7971.58
M3585,Search,Student,21426.38,453777,25697,677,2025-10,155741.0
M3586,Search,Small Business,19464.71,380744,25846,2731,2025-04,389735.35
M3587,Display,Enterprise,8460.71,47915,23401,2825,2025-10,618399.7
M3588,Referral,New Customer,22365.97,113876,9749,165,2025-09,29314.99
M3589,Search,New Customer,12351.88,57102,3213,799,2025-01,102740.68
M3590,Referral,New Customer,11663.64,331747,15424,2411,2025-01,312850.23
M3591,Referral,Small Business,18052.7,166050,15451,1339,2025-08,250574.98
M3592,Social Media,Small Business,23911.59,26474,7747,636,2025-06,61815.87
M3593,Social Media,New Customer,929.19,363660,3480,2045,2025-11,295459.02
M3594,Search,Returning Customer,4463.33,371634,13819,1959,2025-10,100731.13
M3595,Search,Returning Customer,20151.66,288908,12690,1936,2025-12,390292.73
M3596,Social Media,Student,11100.04,86941,6009,1156,2025-03,114283.7
M3597,Email,New Customer,21481.08,454568,4863,2312,2025-10,150732.96
M3598,Display,Small Business,8851.47,199926,14646,724,2025-06,138781.11
M3599,Search,Returning Customer,24390.52,315189,14394,1137,2025-04,52275.57
M3600,Email,Small Business,5477.43,7332,15257,2701,2025-05,646070.06
M3601,Referral,Student,23727.88,298254,20155,997,2025-11,179588.31
M3602,Referral,Returning Customer,19764.29,446317,18873,363,2025-07,69549.35
M3603,Email,New Customer,24355.19,285615,25233,1507,2025-01,65469.68
M3604,Search,Enterprise,4128.01,141202,27096,2026,2025-06,307615.37
M3605,Display,New Customer,8896.47,203621,2436,1904,2025-10,60435.66
M3606,Social Media,Student,5020.27,133305,10717,772,2025-10,76129.23
M3607,Social Media,Returning Customer,20761.0,319951,26764,2983,2025-06,560579.31
M3608,Social Media,Small Business,6781.03,266640,27851,2219,2025-10,163162.22
M3609,Social Media,New Customer,13192.42,486551,5706,1762,2025-11,320435.47
M3610,Display,Returning Customer,4912.12,12839,6677,2222,2025-01,330750.86
M3611,Email,Returning Customer,17714.47,486100,28305,2303,2025-07,529411.24
M3612,Display,Student,18601.14,139933,4492,1726,2025-11,236102.37
M3613,Search,Returning Customer,2966.63,56328,14464,2773,2025-06,257242.92
M3614,Display,Student,17178.5,130875,25763,859,2025-12,190573.9
M3615,Referral,Returning Customer,4220.52,228330,1722,10,2025-11,1325.42
M3616,Search,New Customer,23859.96,374996,26402,1758,2025-03,157897.23
M3617,Email,Small Business,22010.1,296575,23730,762,2025-04,90310.75
M3618,Search,New Customer,5118.99,115296,26457,2471,2025-05,308031.07
M3619,Social Media,Enterprise,8567.21,358246,1435,9,2025-06,675.18
M3620,Search,Student,14934.85,20224,5416,2357,2025-09,481831.34
M3621,Social Media,New Customer,20189.97,150959,18830,2710,2025-11,568029.38
M3622,Email,Student,23587.83,480549,10032,2781,2025-07,348024.8
M3623,Search,Enterprise,10533.72,491484,23911,1162,2025-01,33487.48
M3624,Social Media,Student,12272.11,158817,369,2451,2025-11,118026.27
M3625,Email,New Customer,3998.33,208213,13897,1740,2025-05,242800.24
M3626,Email,Small Business,8801.47,177317,5963,67,2025-05,5607.48
M3627,Referral,New Customer,24799.86,143396,20441,1450,2025-10,144171.47
M3628,Referral,Small Business,23442.43,95055,18048,2150,2025-10,310405.8
M3629,Display,Returning Customer,10403.53,390255,17184,2259,2025-11,393355.42
M3630,Social Media,New Customer,5660.49,326331,17621,1136,2025-11,76235.6
M3631,Display,Returning Customer,14366.45,294437,2128,1104,2025-02,198261.91
M3632,Search,Enterprise,10639.73,387507,7703,1940,2025-03,96118.2
M3633,Email,New Customer,18839.43,452365,20808,36,2025-06,5474.67
M3634,Referral,Returning Customer,15784.7,426929,7905,2552,2025-12,448505.09
M3635,Search,Returning Customer,16553.2,54076,28580,1076,2025-05,97602.13
M3636,Search,New Customer,9420.51,383999,2326,1752,2025-05,373496.26
M3637,Referral,Enterprise,15466.83,28279,10297,1411,2025-12,285502.77
M3638,Display,New Customer,17271.07,356811,10841,1199,2025-12,267870.01
M3639,Search,Returning Customer,16235.28,471629,3802,1216,2025-07,123908.88
M3640,Referral,New Customer,17418.06,465861,29890,2331,2025-08,547732.9
M3641,Display,New Customer,22265.82,223549,7704,819,2025-05,109695.29
M3642,Search,Enterprise,6777.73,485262,27201,2851,2025-10,270860.59
M3643,Display,Small Business,3991.02,108862,19073,289,2025-11,47738.44
M3644,Email,Returning Customer,962.9,460456,16672,1259,2025-04,281791.3
M3645,Referral,Student,17531.56,371802,29503,84,2025-09,18902.98
M3646,Referral,New Customer,8451.73,396632,831,1183,2025-07,94198.71
M3647,Social Media,Student,12696.82,498725,24355,2733,2025-09,162105.25
M3648,Email,Student,1925.97,383469,25544,1681,2025-06,211391.36
M3649,Referral,Enterprise,23180.59,499372,23436,197,2025-08,46527.39
M3650,Search,Returning Customer,14753.47,218118,17453,2045,2025-08,495212.35
M3651,Social Media,Enterprise,3204.78,481624,10823,1191,2025-06,103683.65
M3652,Referral,Student,10217.67,407271,4738,367,2025-03,14740.67
M3653,Search,Student,7890.54,79141,18308,234,2025-02,43197.91
M3654,Social Media,New Customer,21680.32,187070,13229,1319,2025-12,101762.25
M3655,Display,Returning Customer,21917.54,425313,12137,333,2025-08,24140.27
M3656,Display,Small Business,19782.74,309049,28915,1950,2025-06,371517.58
M3657,Search,Small Business,9764.9,62981,1780,1942,2025-05,136393.98
M3658,Display,Small Business,23585.03,297996,6467,2641,2025-05,531655.38
M3659,Email,Student,6954.65,179053,14750,2771,2025-06,646659.5
M3660,Social Media,New Customer,16571.83,58324,28871,2798,2025-06,166632.95
M3661,Search,Returning Customer,13134.3,89985,16445,1044,2025-12,154633.75
M3662,Email,Returning Customer,10998.17,103769,14317,764,2025-06,139450.81
M3663,Email,Returning Customer,4793.08,178654,25430,2236,2025-09,325096.79
M3664,Search,Enterprise,6073.99,447759,22322,1273,2025-06,292397.09
M3665,Search,New Customer,20561.97,124729,22899,2341,2025-10,94219.54
M3666,Social Media,Student,16750.99,89348,19206,2482,2025-01,617529.78
M3667,Email,Enterprise,23286.58,448505,13635,1921,2025-10,290334.78
M3668,Social Media,New Customer,17064.03,246241,17489,1413,2025-03,103165.27
M3669,Search,Small Business,1613.31,493882,14936,2606,2025-06,436243.94
M3670,Referral,Returning Customer,2995.67,153968,13865,1525,2025-08,266144.19
M3671,Social Media,Enterprise,18115.37,87723,23782,560,2025-07,14642.37
M3672,Search,Enterprise,6348.01,430211,17409,330,2025-01,70394.61
M3673,Email,Returning Customer,6291.84,65704,8686,225,2025-07,9227.54
M3674,Email,Returning Customer,10217.49,369121,19273,316,2025-02,23174.87
M3675,Display,Enterprise,18656.64,83022,10810,1368,2025-03,217650.72
M3676,Search,New Customer,16006.48,425624,24459,1769,2025-06,352510.82
M3677,Social Media,Student,4937.2,283278,27110,1602,2025-08,270399.49
M3678,Social Media,Student,22417.21,70911,18111,1095,2025-07,180292.74
M3679,Search,Enterprise,24309.0,441158,22811,1116,2025-05,151672.05
M3680,Search,Small Business,19819.85,140311,4350,1569,2025-02,220509.6
M3681,Referral,Enterprise,4907.33,373004,28300,2765,2025-01,336775.34
M3682,Social Media,Returning Customer,19863.32,93407,20223,2176,2025-06,190388.4
M3683,Referral,Student,13088.1,211606,26368,370,2025-12,39451.97
M3684,Referral,Student,811.04,129048,22865,825,2025-10,183632.04
M3685,Search,Student,16721.48,479568,22878,2798,2025-05,311019.33
M3686,Email,Enterprise,24425.96,58483,3162,2589,2025-03,507968.07
M3687,Search,Student,10846.58,269732,7856,1267,2025-05,206291.46
M3688,Referral,Small Business,1676.33,135478,10538,768,2025-06,57908.07
M3689,Search,Student,5842.1,392633,15639,2499,2025-08,149013.95
M3690,Display,Student,14005.82,276714,12447,2491,2025-07,131192.62
M3691,Social Media,Student,19798.26,250496,12512,1133,2025-06,154623.94
M3692,Search,Small Business,4719.41,402910,16037,274,2025-08,19401.41
M3693,Social Media,Small Business,5562.56,333453,11720,1524,2025-12,127124.87
M3694,Social Media,Returning Customer,23066.23,328921,17360,1854,2025-05,395816.74
M3695,Email,Student,22054.4,188817,23378,2064,2025-01,278519.14
M3696,Display,Student,22900.29,116738,18805,2720,2025-11,271614.91
M3697,Referral,Enterprise,4476.93,27222,11638,1421,2025-10,94810.31
M3698,Social Media,Enterprise,23324.13,279190,28766,2732,2025-08,336963.64
M3699,Email,Small Business,8564.48,306695,4448,2622,2025-01,220997.95
M3700,Search,Small Business,12969.78,121025,102,132,2025-11,4459.85
M3701,Social Media,Small Business,11464.5,145138,10469,1611,2025-03,354682.44
M3702,Display,Returning Customer,24448.34,29577,16187,443,2025-12,67753.89
M3703,Email,Returning Customer,6640.47,275767,24219,54,2025-03,11443.32
M3704,Display,New Customer,23948.73,472970,17728,118,2025-01,22618.37
M3705,Email,Small Business,23982.89,326055,15242,2395,2025-05,67785.46
M3706,Social Media,Student,22944.44,36376,9128,2593,2025-06,446047.45
M3707,Email,Small Business,8994.83,226404,399,1482,2025-11,83833.9
M3708,Referral,Student,9438.34,459474,11724,2951,2025-01,122177.73
M3709,Search,Returning Customer,5181.26,79376,18701,2020,2025-03,63780.66
M3710,Referral,Returning Customer,11939.87,131318,24597,139,2025-08,29890.41
M3711,Search,Returning Customer,6290.92,402784,5262,970,2025-07,148792.63
M3712,Display,Student,15715.4,337663,7846,1983,2025-11,394347.53
M3713,Referral,Enterprise,21705.5,87054,3249,2096,2025-06,353453.89
M3714,Referral,Small Business,23746.71,4433,21156,2139,2025-08,120209.34
M3715,Display,Student,10996.46,65532,9145,2167,2025-03,350613.82
M3716,Display,Returning Customer,10845.32,279835,26437,1863,2025-05,93479.1
M3717,Referral,Small Business,12912.99,159361,23111,2995,2025-06,110277.09
M3718,Display,Enterprise,22800.12,88411,28464,1791,2025-08,181927.94
M3719,Search,Returning Customer,2059.88,30043,1520,1094,2025-11,51932.27
M3720,Search,Returning Customer,7726.1,45865,25870,564,2025-04,103638.07
M3721,Social Media,Student,5008.25,177258,6232,658,2025-09,106085.58
M3722,Search,New Customer,19402.38,115751,17552,1299,2025-03,232013.96
M3723,Referral,Student,9518.84,379036,6097,1445,2025-05,331173.68
M3724,Referral,New Customer,24111.3,377332,19110,296,2025-01,31592.45
M3725,Search,Student,24482.07,395360,24686,2075,2025-04,312681.95
M3726,Search,Student,22033.29,356809,13583,1185,2025-10,129360.81
M3727,Display,Enterprise,12773.24,228904,7519,1445,2025-07,81739.62
M3728,Referral,New Customer,23280.21,92931,14591,2061,2025-11,441716.13
M3729,Email,Enterprise,9485.29,92633,17388,2585,2025-03,397555.3
M3730,Display,Small Business,9881.12,311795,22473,1697,2025-06,280419.03
M3731,Search,Returning Customer,11875.91,486898,3805,2889,2025-02,240019.42
M3732,Social Media,Small Business,17459.08,368041,1431,2124,2025-04,448834.34
M3733,Social Media,New Customer,1680.65,412086,23734,2939,2025-01,410359.8
M3734,Referral,Small Business,13443.11,418719,3288,1244,2025-03,50531.78
M3735,Social Media,Returning Customer,24149.53,3615,7837,377,2025-01,36618.74
M3736,Search,Student,1776.2,455148,26810,730,2025-09,92869.13
M3737,Display,Returning Customer,2248.87,303899,13845,730,2025-12,73112.42
M3738,Social Media,Student,23600.6,434800,2830,1006,2025-01,51089.9
M3739,Referral,Student,20796.98,472681,9970,883,2025-05,86541.49
M3740,Email,Enterprise,115.92,65697,25924,1500,2025-11,38484.78
M3741,Referral,Small Business,11338.74,464677,19730,2785,2025-01,202262.84
M3742,Display,Small Business,7806.94,271417,23104,333,2025-09,56189.24
M3743,Referral,New Customer,4272.29,200316,7768,2343,2025-07,343212.88
M3744,Email,Small Business,1401.49,484247,24659,1703,2025-10,186402.39
M3745,Referral,Student,6322.74,306065,32,364,2025-06,87711.65
M3746,Social Media,Enterprise,16353.08,324868,5174,2397,2025-01,84673.47
M3747,Referral,New Customer,7667.07,308549,15774,1315,2025-07,222275.8
M3748,Social Media,Student,7760.04,316144,26250,1997,2025-12,329103.38
M3749,Display,Returning Customer,6636.51,365269,29247,2787,2025-07,396248.11
M3750,Referral,New Customer,2518.07,177269,12000,449,2025-01,37866.45
M3751,Display,New Customer,14865.79,470807,24929,618,2025-02,85547.49
M3752,Email,New Customer,18310.83,337613,7586,551,2025-06,72076.69
M3753,Social Media,Returning Customer,24502.51,233761,29788,1660,2025-09,95993.64
M3754,Email,New Customer,5742.3,266631,3361,2934,2025-03,229548.99
M3755,Referral,Small Business,4156.95,31800,13353,2067,2025-05,255075.86
M3756,Social Media,Returning Customer,17711.11,45636,143,1756,2025-12,190895.26
M3757,Search,Enterprise,8147.19,361266,17042,194,2025-12,10525.36
M3758,Search,Student,12763.29,189775,13235,1004,2025-11,78948.93
M3759,Social Media,New Customer,17742.26,473119,23933,1295,2025-08,204808.87
M3760,Social Media,Returning Customer,10547.04,213655,18933,1467,2025-11,269000.51
M3761,Search,New Customer,9347.01,435421,10132,2754,2025-06,534533.2
M3762,Email,Enterprise,11046.35,360090,28472,1055,2025-12,154463.1
M3763,Referral,Small Business,11478.06,13225,3404,35,2025-05,1308.33
M3764,Referral,Enterprise,118.79,167411,2098,1266,2025-11,97471.02
M3765,Display,Enterprise,4796.34,441431,5081,1900,2025-07,358771.05
M3766,Search,New Customer,15272.29,396023,17100,1147,2025-12,103118.82
M3767,Email,Small Business,534.39,74496,28876,2622,2025-06,460916.13
M3768,Social Media,Enterprise,6983.4,116055,4720,2398,2025-11,409342.38
M3769,Search,Enterprise,11066.67,489434,23712,1289,2025-07,181849.32
M3770,Email,Enterprise,11101.52,233969,22741,2724,2025-10,257124.4
M3771,Display,Enterprise,1290.11,370905,8681,776,2025-12,33339.78
M3772,Search,New Customer,21896.41,243776,4587,2778,2025-01,525367.11
M3773,Display,Enterprise,2352.92,63950,23428,2179,2025-05,175705.23
M3774,Search,Enterprise,21905.67,282625,23941,481,2025-01,42660.16
M3775,Email,Student,24771.23,51283,21154,1100,2025-04,57815.1
M3776,Display,Enterprise,4548.06,462240,22997,1986,2025-01,374859.01
M3777,Display,Small Business,1857.33,139662,14089,1003,2025-06,241650.15
M3778,Search,Student,3115.63,417528,11279,2417,2025-05,322534.5
M3779,Display,New Customer,21328.19,115497,702,781,2025-01,83113.26
M3780,Referral,Small Business,24311.7,37531,15366,2747,2025-05,387869.3
M3781,Social Media,Enterprise,14827.5,3009,21844,2882,2025-06,325825.79
M3782,Referral,Student,23686.78,54701,5701,305,2025-01,28802.26
M3783,Social Media,Returning Customer,19265.18,445283,8726,2236,2025-12,544699.29
M3784,Email,Student,14260.73,50704,17073,2003,2025-04,471456.18
M3785,Search,Small Business,22866.03,64109,8160,415,2025-03,68795.16
M3786,Referral,New Customer,11759.48,109979,26404,1969,2025-01,57860.64
M3787,Display,Student,10349.89,494694,15791,892,2025-02,96829.71
M3788,Social Media,Student,18025.66,406348,12546,2431,2025-09,169588.66
M3789,Referral,Returning Customer,18741.8,132696,7992,2689,2025-01,420114.09
M3790,Referral,Returning Customer,8927.29,215903,27272,2,2025-02,229.77
M3791,Referral,Enterprise,11942.49,287652,21498,2488,2025-08,295397.94
M3792,Search,Enterprise,5474.05,139083,17251,2943,2025-05,684744.38
M3793,Display,Enterprise,3082.93,349493,8773,1056,2025-10,241189.59
M3794,Search,Small Business,8860.15,134211,3577,2945,2025-09,253395.46
M3795,Search,Small Business,12370.51,151289,24206,2127,2025-09,351525.84
M3796,Search,Small Business,4016.45,459448,1441,1701,2025-01,373965.81
M3797,Email,Enterprise,4159.03,228528,13129,302,2025-08,72778.22
M3798,Email,Student,3186.98,460904,17214,1493,2025-11,287246.08
M3799,Search,New Customer,21906.35,386693,15505,446,2025-10,21112.56
M3800,Search,New Customer,17383.08,157285,20716,866,2025-12,154165.19
M3801,Search,Student,3723.62,33245,1070,2702,2025-11,366293.49
M3802,Referral,Student,16565.71,75352,6827,335,2025-12,30148.05
M3803,Display,New Customer,12197.07,181487,631,1630,2025-05,367727.6
M3804,Email,Student,14181.72,376103,7531,2938,2025-04,495580.05
M3805,Referral,Student,20732.37,395202,6369,408,2025-07,94016.49
M3806,Referral,Student,11952.76,202793,25825,568,2025-03,22789.11
M3807,Email,Enterprise,7273.77,166652,10450,1471,2025-08,296269.28
M3808,Referral,Student,19525.56,359131,16969,1491,2025-12,234021.68
M3809,Social Media,Student,4069.42,30574,5303,1391,2025-05,129111.01
M3810,Social Media,Enterprise,23125.81,203432,23225,668,2025-05,148466.19
M3811,Search,Enterprise,23543.86,94688,15081,2990,2025-08,611022.67
M3812,Referral,Student,8688.53,338352,26761,321,2025-08,49075.65
M3813,Social Media,New Customer,19329.11,338876,18044,43,2025-08,10477.7
M3814,Search,Small Business,23057.87,425856,23744,733,2025-05,149958.09
M3815,Email,Small Business,22988.71,483769,24101,2218,2025-01,288682.44
M3816,Email,Enterprise,2947.96,107193,2374,385,2025-03,14356.1
M3817,Search,Small Business,4277.57,115164,15425,2269,2025-02,367510.93
M3818,Social Media,Student,12311.13,204452,10888,1183,2025-02,144943.87
M3819,Email,Enterprise,13846.86,259246,11030,2325,2025-09,361162.04
M3820,Email,Enterprise,8668.13,364164,11936,646,2025-02,23012.13
M3821,Social Media,Student,2007.92,121014,27715,2332,2025-01,490454.76
M3822,Social Media,Returning Customer,10793.94,282737,29250,5,2025-03,1030.8
M3823,Referral,Enterprise,7100.03,461730,13083,2128,2025-07,414643.72
M3824,Search,Enterprise,11246.68,35963,29845,70,2025-01,14036.1
M3825,Search,Enterprise,6905.29,450155,8442,1271,2025-01,83696.89
M3826,Email,Enterprise,10954.34,89706,22093,2117,2025-11,296748.53
