LoanID,CustomerAge,AnnualIncome,LoanAmount,CreditScore,EmploymentYears,DebtToIncome,LoanPurpose,Defaulted
407237,35,144813,23172,700,2,0.3,Debt Consolidation,0
407238,35,35361,59302,788,0,0.64,Medical,0
407239,62,90195,4046,720,34,0.49,Debt Consolidation,0
407240,53,133533,26291,595,7,0.55,Home Improvement,0
407241,26,76499,36712,524,7,0.42,Medical,0
407242,66,160700,51183,647,10,0.31,Medical,0
407243,50,161769,59849,825,9,0.53,Auto,0
407244,74,61592,2364,740,16,0.52,Auto,0
407245,48,119248,31494,620,29,0.57,Medical,1
407246,62,129881,55519,832,12,0.21,Medical,0
407247,51,46517,3995,759,9,0.2,Medical,0
407248,37,56553,34274,630,2,0.64,Medical,1
407249,53,47183,38039,744,31,0.4,Medical,0
407250,41,76932,35321,589,17,0.52,Business,1
407251,70,58752,44625,761,18,0.59,Auto,0
407252,71,120428,52693,762,31,0.64,Auto,1
407253,43,145743,21043,821,3,0.43,Home Improvement,0
407254,23,31441,48196,557,4,0.62,Medical,0
407255,69,158083,46313,644,31,0.58,Medical,1
407256,48,107418,16317,762,6,0.54,Business,0
407257,48,132543,49708,579,7,0.16,Education,0
407258,37,115304,29971,713,2,0.63,Business,0
407259,57,150493,2297,773,31,0.53,Education,1
407260,34,119441,56065,527,33,0.57,Business,1
407261,36,177445,53105,823,32,0.27,Medical,0
407262,45,145123,11336,674,23,0.32,Education,0
407263,23,87447,5134,523,19,0.17,Business,0
407264,25,153549,16170,557,10,0.63,Home Improvement,1
407265,26,49449,10163,724,1,0.09,Medical,0
407266,51,174383,9678,620,0,0.44,Business,0
407267,24,163153,36307,705,6,0.08,Business,1
407268,23,127643,57584,672,13,0.45,Auto,0
407269,24,144208,32649,712,2,0.59,Education,0
407270,59,92051,58156,540,15,0.26,Home Improvement,0
407271,55,102293,48133,656,30,0.23,Medical,0
407272,64,25642,34280,592,15,0.21,Auto,0
407273,30,117475,12727,752,1,0.51,Education,0
407274,25,164136,15933,690,20,0.46,Medical,1
407275,34,82127,44824,821,33,0.63,Auto,1
407276,54,162254,18582,731,9,0.25,Business,0
407277,22,45991,42671,676,8,0.53,Auto,0
407278,35,84407,37792,837,13,0.15,Business,0
407279,54,142619,52241,585,15,0.46,Debt Consolidation,0
407280,24,155402,36241,576,28,0.17,Debt Consolidation,0
407281,62,37539,35051,843,18,0.34,Debt Consolidation,0
407282,32,53495,35250,835,21,0.17,Education,0
407283,33,136988,59810,611,23,0.48,Debt Consolidation,0
407284,29,80377,49587,639,16,0.64,Home Improvement,0
407285,24,130803,33205,815,8,0.43,Business,0
407286,51,90491,57411,763,29,0.33,Medical,0
407287,64,64614,5606,650,26,0.51,Home Improvement,0
407288,26,67122,34985,522,10,0.56,Education,0
407289,27,138536,8990,835,5,0.36,Business,0
407290,38,141350,19834,690,21,0.1,Home Improvement,0
407291,70,111811,23384,632,25,0.57,Education,0
407292,58,117674,20529,783,14,0.46,Auto,1
407293,71,62005,31472,746,14,0.51,Business,1
407294,50,164800,18268,837,9,0.47,Medical,0
407295,42,36426,4246,829,5,0.42,Education,0
407296,34,145093,49494,656,25,0.07,Medical,0
407297,56,74273,58497,654,16,0.51,Home Improvement,0
407298,72,152718,51703,785,4,0.57,Business,1
407299,32,150505,27524,668,1,0.46,Education,0
407300,68,37326,58400,622,25,0.07,Education,0
407301,66,121486,50114,692,16,0.28,Medical,0
407302,28,26666,18217,629,14,0.36,Debt Consolidation,0
407303,45,56827,39797,627,25,0.55,Education,0
407304,62,104828,52978,647,23,0.28,Medical,1
407305,31,120830,18172,752,26,0.6,Medical,0
407306,45,113595,42323,825,12,0.39,Auto,0
407307,36,59936,37663,705,7,0.24,Debt Consolidation,0
407308,37,122720,23050,784,11,0.21,Education,0
407309,74,45803,44161,760,28,0.08,Home Improvement,0
407310,62,147309,59791,738,18,0.59,Medical,0
407311,48,51154,44983,761,4,0.37,Education,0
407312,24,74975,4647,818,21,0.19,Auto,0
407313,68,132536,39523,543,32,0.14,Auto,1
407314,54,115378,8407,567,32,0.05,Auto,0
407315,46,132673,6725,690,8,0.34,Business,0
407316,68,31685,30866,566,29,0.23,Business,1
407317,70,135954,12311,670,9,0.24,Medical,0
407318,26,139335,26801,772,24,0.1,Business,0
407319,72,47072,34211,641,20,0.63,Business,0
407320,41,25390,44388,820,22,0.44,Auto,0
407321,28,146732,31604,601,33,0.27,Education,1
407322,24,39073,34456,566,18,0.26,Education,1
407323,31,136429,22633,634,9,0.32,Auto,0
407324,54,119349,24642,804,5,0.38,Home Improvement,0
407325,22,141691,2002,581,20,0.38,Business,1
407326,39,75002,16871,816,30,0.36,Business,0
407327,59,116949,6171,631,26,0.49,Debt Consolidation,0
407328,23,140723,11019,745,21,0.34,Debt Consolidation,0
407329,29,39718,24415,676,16,0.59,Business,1
407330,51,105978,51868,749,4,0.09,Medical,0
407331,68,120216,54504,706,18,0.41,Auto,0
407332,59,149390,39823,776,20,0.49,Auto,0
407333,66,167385,25462,837,0,0.1,Auto,0
407334,32,101622,46876,799,14,0.28,Education,0
407335,32,159568,22959,628,10,0.45,Debt Consolidation,0
407336,29,96120,4223,529,22,0.53,Debt Consolidation,1
407337,59,99247,55827,691,26,0.57,Education,1
407338,52,51445,14335,632,16,0.24,Business,0
407339,25,91698,4803,762,19,0.38,Business,0
407340,28,30938,2741,681,34,0.07,Education,0
407341,62,59307,50900,779,15,0.21,Business,0
407342,52,153882,10154,660,12,0.28,Business,1
407343,71,62660,20804,652,11,0.23,Debt Consolidation,0
407344,42,112101,3097,823,12,0.53,Debt Consolidation,0
407345,44,71583,43916,720,18,0.51,Education,0
407346,71,130087,21635,759,30,0.1,Debt Consolidation,0
407347,47,41523,28707,641,28,0.23,Medical,0
407348,61,162775,44998,719,4,0.49,Auto,1
407349,70,136008,48567,823,26,0.12,Medical,0
407350,37,87860,14647,810,9,0.17,Auto,0
407351,65,151302,8966,750,29,0.39,Business,0
407352,64,168091,44371,840,22,0.34,Home Improvement,0
407353,52,53886,9753,804,30,0.19,Home Improvement,0
407354,62,75158,20880,836,25,0.11,Medical,0
407355,74,29209,53010,632,9,0.07,Auto,0
407356,58,173958,39332,783,2,0.52,Debt Consolidation,0
407357,65,152153,12919,544,7,0.25,Debt Consolidation,1
407358,68,107812,45914,692,0,0.55,Debt Consolidation,0
407359,50,54022,35121,815,7,0.34,Home Improvement,0
407360,56,141690,46644,795,32,0.57,Auto,0
407361,48,169844,33960,699,22,0.39,Auto,0
407362,70,150504,13461,713,5,0.56,Debt Consolidation,0
407363,39,177066,46819,615,16,0.09,Auto,0
407364,38,130338,2275,544,32,0.37,Business,0
407365,64,128513,31285,593,14,0.39,Home Improvement,0
407366,40,128368,15223,546,31,0.6,Auto,0
407367,30,159301,54847,635,5,0.5,Home Improvement,0
407368,31,96466,51158,595,16,0.49,Education,1
407369,60,74168,56958,758,27,0.08,Education,0
407370,67,167022,35071,642,2,0.48,Debt Consolidation,0
407371,54,96677,42988,798,32,0.18,Medical,0
407372,59,165993,34814,821,25,0.61,Medical,1
407373,72,97583,10193,557,20,0.43,Medical,0
407374,58,167469,7763,695,23,0.65,Education,0
407375,37,77113,38688,553,29,0.58,Auto,1
407376,69,46734,2182,576,26,0.54,Education,1
407377,43,39657,21348,836,3,0.63,Auto,0
407378,27,98720,8210,623,17,0.27,Medical,0
407379,71,129577,30408,785,34,0.54,Business,0
407380,26,173091,52984,706,26,0.13,Auto,0
407381,62,56106,54401,732,6,0.53,Medical,0
407382,44,127620,12393,732,23,0.48,Education,0
407383,28,141848,7354,696,13,0.06,Education,0
407384,24,34902,56548,718,27,0.11,Debt Consolidation,0
407385,73,93637,23779,602,23,0.18,Auto,0
407386,74,107365,29187,614,6,0.39,Debt Consolidation,0
407387,37,105656,11774,760,31,0.09,Education,0
407388,22,41288,53953,700,9,0.65,Business,1
407389,42,54502,33719,844,12,0.52,Debt Consolidation,0
407390,71,58404,15531,741,21,0.4,Home Improvement,0
407391,71,130385,54934,722,33,0.31,Home Improvement,0
407392,56,99301,38758,593,23,0.33,Medical,1
407393,36,161290,24288,777,13,0.2,Auto,0
407394,69,84142,15726,701,2,0.38,Home Improvement,0
407395,41,60558,48919,753,1,0.42,Medical,0
407396,60,33357,35448,849,30,0.65,Debt Consolidation,0
407397,28,81358,2740,580,8,0.22,Debt Consolidation,1
407398,27,122101,35159,599,7,0.34,Home Improvement,0
407399,27,158990,43598,699,13,0.56,Debt Consolidation,1
407400,24,56950,6812,607,14,0.52,Home Improvement,1
407401,45,157155,9830,623,6,0.11,Debt Consolidation,0
407402,26,95121,36167,635,31,0.14,Auto,0
407403,38,152227,21800,816,0,0.13,Business,0
407404,63,45483,28196,586,3,0.22,Auto,1
407405,35,102746,28523,830,7,0.27,Education,0
407406,41,126073,27158,581,18,0.16,Home Improvement,0
407407,36,161425,52354,675,19,0.35,Business,0
407408,64,171629,7720,559,12,0.16,Education,0
407409,44,108501,25604,726,13,0.35,Home Improvement,0
407410,31,114134,3704,699,3,0.25,Medical,0
407411,27,105971,53354,539,3,0.42,Debt Consolidation,1
407412,62,62189,56353,827,25,0.34,Home Improvement,0
407413,23,62773,7550,824,27,0.53,Home Improvement,1
407414,57,147065,55213,687,16,0.23,Medical,0
407415,61,57211,33454,632,8,0.22,Education,0
407416,42,128890,54366,659,18,0.51,Business,1
407417,46,115489,22469,706,16,0.14,Medical,0
407418,24,160001,20543,693,7,0.5,Business,0
407419,74,48792,26526,810,31,0.61,Education,0
407420,36,70737,38099,547,9,0.1,Auto,0
407421,37,74555,20595,837,0,0.5,Home Improvement,0
407422,39,163028,25557,826,31,0.37,Debt Consolidation,0
407423,72,151603,42085,838,11,0.16,Auto,0
407424,35,98640,30099,732,25,0.43,Education,0
407425,27,25241,22027,709,23,0.17,Auto,0
407426,22,122517,41638,575,31,0.49,Debt Consolidation,1
407427,60,120092,48617,532,19,0.51,Medical,1
407428,65,97169,10202,592,26,0.28,Medical,0
407429,65,121641,52132,688,3,0.44,Education,0
407430,43,78903,30250,812,29,0.48,Medical,0
407431,28,75220,42497,696,13,0.38,Debt Consolidation,0
407432,21,43350,33945,574,9,0.45,Medical,0
407433,37,80595,22211,718,7,0.64,Business,0
407434,59,147737,26199,529,9,0.38,Home Improvement,0
407435,28,114926,17811,787,32,0.46,Debt Consolidation,1
407436,41,114785,9596,600,32,0.61,Education,0
407437,70,130654,30026,761,23,0.55,Education,1
407438,62,110458,32278,782,5,0.29,Education,0
407439,72,166592,43948,745,7,0.5,Debt Consolidation,0
407440,46,134554,13180,776,20,0.37,Auto,0
407441,51,108442,23720,672,25,0.16,Debt Consolidation,0
407442,73,130739,12085,633,7,0.22,Business,0
407443,53,84368,33936,668,15,0.08,Business,0
407444,50,74998,56671,674,7,0.26,Medical,0
407445,50,169703,20861,747,1,0.54,Auto,0
407446,56,100966,22610,595,1,0.6,Business,0
407447,41,149279,22283,651,11,0.57,Debt Consolidation,1
407448,61,36844,25338,528,23,0.08,Medical,0
407449,57,37444,46192,693,7,0.48,Education,0
407450,41,79169,40129,795,24,0.2,Business,0
407451,49,115474,5943,748,3,0.34,Medical,1
407452,28,163880,55119,822,21,0.48,Auto,1
407453,72,172868,11338,818,30,0.12,Business,0
407454,59,132723,5598,600,29,0.31,Business,0
407455,25,58581,48535,703,17,0.41,Home Improvement,0
407456,34,59212,41192,575,30,0.5,Education,0
407457,41,142174,16336,782,32,0.35,Home Improvement,0
407458,58,98527,6287,758,20,0.32,Auto,0
407459,35,105969,37529,828,20,0.12,Business,0
407460,50,158776,45245,811,11,0.41,Education,0
407461,27,86134,31199,533,2,0.08,Debt Consolidation,0
407462,47,38937,47239,664,9,0.11,Debt Consolidation,0
407463,28,122752,24998,690,7,0.34,Debt Consolidation,0
407464,55,140399,35613,672,16,0.62,Medical,0
407465,61,162144,18519,605,29,0.09,Home Improvement,0
407466,73,123438,51241,568,2,0.42,Medical,0
407467,59,146602,8593,553,13,0.11,Debt Consolidation,1
407468,51,170079,49083,686,15,0.6,Education,0
407469,65,126567,50712,660,17,0.51,Home Improvement,0
407470,50,111792,42191,611,4,0.38,Auto,1
407471,47,129010,49400,607,11,0.56,Education,1
407472,21,48601,23179,630,14,0.38,Medical,0
407473,53,55790,41909,653,33,0.61,Auto,0
407474,34,71392,46502,691,11,0.11,Auto,0
407475,27,126383,40772,684,14,0.36,Education,0
407476,63,79580,12829,819,2,0.2,Business,0
407477,42,137714,15113,803,29,0.51,Home Improvement,0
407478,71,172434,47285,562,12,0.37,Debt Consolidation,0
407479,25,38730,55358,818,3,0.15,Medical,0
407480,41,50712,39851,579,21,0.44,Medical,0
407481,70,109144,18763,615,1,0.33,Debt Consolidation,1
407482,51,151103,40323,844,8,0.56,Medical,1
407483,74,150005,36654,588,31,0.13,Debt Consolidation,1
407484,47,56527,57217,553,22,0.52,Auto,0
407485,64,74571,10859,836,17,0.6,Business,0
407486,35,49737,57905,801,2,0.3,Business,0
407487,43,82012,12733,761,27,0.52,Business,0
407488,73,77092,57489,838,17,0.1,Business,0
407489,37,161864,17170,691,28,0.63,Education,0
407490,50,32413,9204,745,10,0.09,Debt Consolidation,1
407491,56,31385,37934,660,30,0.48,Medical,0
407492,22,165135,36879,796,18,0.58,Auto,0
407493,22,70377,35231,648,12,0.3,Medical,0
407494,53,156689,30828,824,28,0.14,Medical,0
407495,73,27357,52668,839,30,0.33,Debt Consolidation,1
407496,69,175268,8071,619,32,0.61,Home Improvement,1
407497,40,137448,35926,572,25,0.4,Debt Consolidation,0
407498,30,161388,55931,615,2,0.21,Medical,0
407499,25,56567,51516,650,26,0.14,Home Improvement,0
407500,37,149941,49802,798,16,0.06,Auto,0
407501,67,99876,31225,796,33,0.38,Debt Consolidation,0
407502,71,32898,45643,738,9,0.58,Medical,0
407503,59,50472,5699,827,25,0.63,Debt Consolidation,0
407504,38,153121,49050,658,31,0.1,Home Improvement,1
407505,73,158601,47100,841,5,0.15,Medical,0
407506,29,82891,17289,719,25,0.07,Auto,1
407507,30,27285,53993,708,16,0.52,Education,0
407508,52,41860,15944,680,22,0.26,Medical,0
407509,59,114907,2291,817,31,0.24,Education,0
407510,38,104706,22545,611,31,0.3,Auto,0
407511,44,110327,24510,846,28,0.24,Business,0
407512,22,173615,28144,749,3,0.47,Medical,0
407513,36,136326,2923,743,10,0.35,Education,0
407514,35,43374,43722,574,23,0.42,Education,0
407515,71,143695,4389,811,24,0.28,Auto,0
407516,40,76234,31741,633,8,0.21,Education,0
407517,74,163197,3942,753,30,0.07,Education,0
407518,60,84860,46388,762,29,0.2,Debt Consolidation,0
407519,67,36079,20347,777,16,0.13,Home Improvement,0
407520,60,133396,23414,568,9,0.32,Education,0
407521,27,68773,20228,604,18,0.35,Business,0
407522,38,151167,49343,671,32,0.07,Business,0
407523,45,79854,24366,723,27,0.61,Debt Consolidation,0
407524,33,26667,56422,593,7,0.56,Education,0
407525,31,165139,28206,633,21,0.42,Medical,1
407526,57,94900,55712,818,3,0.6,Home Improvement,0
407527,28,158809,23484,572,28,0.49,Medical,0
407528,47,41706,5222,587,18,0.1,Home Improvement,0
407529,40,102215,39936,744,19,0.17,Auto,0
407530,54,156586,18178,698,31,0.15,Business,0
407531,24,30214,32680,631,34,0.09,Home Improvement,0
407532,35,155791,43371,569,0,0.12,Business,0
407533,33,41933,32222,728,8,0.58,Debt Consolidation,0
407534,69,113258,32100,536,31,0.48,Education,1
407535,42,160661,33111,718,15,0.64,Auto,1
407536,46,128718,12272,576,19,0.41,Medical,0
407537,70,165472,32868,833,16,0.24,Business,0
407538,72,160734,6436,833,2,0.24,Education,1
407539,29,81218,45337,727,5,0.46,Home Improvement,1
407540,25,98521,51475,751,26,0.14,Education,0
407541,50,76501,11864,538,20,0.25,Home Improvement,0
407542,24,174114,19629,700,34,0.44,Education,0
407543,51,61265,48708,691,1,0.62,Home Improvement,0
407544,34,144600,48301,529,0,0.46,Medical,0
407545,45,145661,17702,525,27,0.32,Home Improvement,1
407546,69,132947,57127,706,1,0.17,Auto,0
407547,48,164335,31605,754,11,0.64,Education,0
407548,35,170659,46498,814,7,0.24,Education,0
407549,68,60019,49209,761,21,0.39,Education,0
407550,23,94412,43312,800,16,0.26,Medical,0
407551,51,61310,11368,824,3,0.14,Debt Consolidation,0
407552,33,40361,38372,620,14,0.44,Education,0
407553,29,145144,55775,635,15,0.61,Home Improvement,0
407554,22,51250,9425,742,29,0.2,Education,0
407555,43,111192,41715,696,31,0.34,Home Improvement,0
407556,68,57661,30836,636,22,0.53,Medical,0
407557,53,157057,14682,780,15,0.11,Medical,0
407558,48,167928,49216,520,29,0.51,Education,0
407559,28,92983,33487,753,12,0.5,Medical,0
407560,56,111310,14243,792,33,0.47,Medical,0
407561,22,103813,41464,553,24,0.44,Medical,1
407562,44,137084,48854,733,19,0.05,Auto,0
407563,42,106949,15876,751,5,0.54,Debt Consolidation,0
407564,35,54410,4037,656,24,0.33,Debt Consolidation,0
407565,44,164540,40730,581,30,0.52,Business,0
407566,25,44114,57921,675,31,0.1,Home Improvement,1
407567,47,74372,2318,536,6,0.18,Education,0
407568,53,48774,54923,605,16,0.36,Business,0
407569,73,146020,22136,597,34,0.2,Business,0
407570,41,95888,24874,546,31,0.35,Education,0
407571,37,110607,16880,731,11,0.29,Home Improvement,0
407572,55,46055,19927,748,22,0.13,Education,0
407573,46,160059,31696,709,15,0.09,Auto,0
407574,66,101792,45324,788,30,0.3,Medical,0
407575,45,59151,6895,715,34,0.26,Education,0
407576,41,44782,2478,659,16,0.34,Auto,0
407577,31,100032,21924,601,4,0.24,Auto,1
407578,44,25857,4500,693,34,0.45,Debt Consolidation,0
407579,34,56593,23675,550,3,0.57,Auto,1
407580,44,105800,17245,706,3,0.45,Home Improvement,0
407581,29,26256,26497,603,25,0.61,Debt Consolidation,1
407582,22,144880,6119,612,16,0.42,Education,0
407583,26,164196,17583,523,23,0.12,Auto,0
407584,45,144723,25503,626,32,0.18,Auto,0
407585,37,118566,54977,819,2,0.55,Debt Consolidation,0
407586,23,104292,44956,845,11,0.29,Auto,0
407587,25,136074,59268,668,15,0.22,Education,0
407588,52,131158,16600,807,19,0.16,Medical,0
407589,68,175989,16576,587,15,0.36,Medical,1
407590,49,172022,13087,573,33,0.58,Debt Consolidation,1
407591,56,175303,3258,522,4,0.52,Business,0
407592,56,137340,25807,756,7,0.05,Home Improvement,0
407593,45,170131,47548,819,17,0.36,Home Improvement,0
407594,48,141072,42487,635,21,0.4,Debt Consolidation,0
407595,55,99141,46760,816,30,0.37,Medical,0
407596,72,62346,56685,633,26,0.57,Business,0
407597,33,73129,53369,790,14,0.47,Medical,0
407598,35,87725,35036,636,32,0.61,Education,0
407599,69,60394,10123,562,18,0.45,Home Improvement,0
407600,47,36735,36667,654,4,0.56,Medical,0
407601,31,60397,12772,616,13,0.18,Education,0
407602,26,52425,29493,663,29,0.07,Home Improvement,0
407603,47,120874,20766,834,3,0.52,Debt Consolidation,0
407604,62,179486,31312,820,19,0.3,Education,0
407605,50,160349,27145,782,31,0.23,Medical,0
407606,53,178941,40391,745,18,0.07,Auto,0
407607,58,94349,54879,640,7,0.48,Auto,0
407608,39,124713,40776,797,23,0.37,Debt Consolidation,0
407609,73,71725,21868,713,14,0.44,Debt Consolidation,0
407610,65,74987,32806,632,23,0.12,Debt Consolidation,0
407611,42,137568,35746,828,31,0.63,Medical,1
407612,59,124973,42560,611,32,0.45,Auto,0
407613,33,163078,32330,672,7,0.32,Business,0
407614,24,167568,30344,552,21,0.38,Home Improvement,0
407615,26,117979,20799,778,7,0.27,Business,0
407616,49,69515,20458,654,25,0.1,Education,0
407617,50,93600,8203,551,15,0.27,Business,0
407618,45,153639,54842,718,0,0.2,Medical,1
407619,35,51938,44351,568,4,0.53,Business,0
407620,32,93647,39945,529,0,0.5,Home Improvement,1
407621,41,142263,11478,541,26,0.48,Debt Consolidation,0
407622,38,176049,11803,804,9,0.06,Medical,0
407623,45,159481,50423,582,33,0.43,Medical,0
407624,58,86088,19301,609,0,0.28,Business,1
407625,25,126926,46960,690,21,0.62,Home Improvement,1
407626,32,70571,51739,821,20,0.63,Auto,0
407627,69,143746,50446,799,33,0.4,Business,0
407628,49,37387,39723,671,16,0.49,Home Improvement,0
407629,62,25580,59620,820,10,0.56,Auto,0
407630,42,89946,43831,616,24,0.34,Education,0
407631,60,156533,31477,552,0,0.36,Education,1
407632,51,143146,50176,649,22,0.5,Auto,1
407633,68,30257,13551,758,2,0.59,Education,0
407634,48,41407,16405,524,24,0.6,Business,0
407635,67,80670,2288,628,16,0.57,Auto,0
407636,43,104657,43042,833,28,0.15,Auto,1
407637,73,49147,41409,712,1,0.45,Home Improvement,0
407638,73,110057,17073,632,5,0.64,Debt Consolidation,0
407639,66,161909,47213,846,14,0.42,Education,0
407640,70,153649,42986,693,26,0.39,Home Improvement,0
407641,36,35664,45289,610,32,0.63,Home Improvement,0
407642,60,151612,2823,670,7,0.63,Business,0
407643,53,37179,49702,846,1,0.09,Business,0
407644,59,119063,28558,613,14,0.47,Medical,1
407645,24,61999,2698,673,33,0.4,Education,0
407646,26,118903,3691,756,18,0.61,Education,0
407647,67,150658,41939,700,0,0.52,Debt Consolidation,0
407648,31,40132,56986,839,13,0.42,Education,0
407649,30,101254,14692,555,34,0.37,Home Improvement,0
407650,51,152613,33560,553,23,0.53,Home Improvement,0
407651,27,26701,37182,654,28,0.25,Medical,1
407652,34,94224,17371,821,13,0.44,Auto,0
407653,74,146929,29365,574,19,0.58,Debt Consolidation,0
407654,26,54662,9936,623,11,0.25,Business,0
407655,57,155096,51076,728,33,0.32,Debt Consolidation,0
407656,72,76960,14171,703,29,0.14,Auto,0
407657,67,142219,3750,813,33,0.5,Home Improvement,1
407658,38,33162,7096,717,22,0.25,Debt Consolidation,0
407659,53,126621,42261,589,16,0.29,Education,0
407660,50,96956,21058,767,21,0.53,Education,0
407661,40,78274,37826,556,8,0.21,Business,0
407662,48,67063,44214,612,18,0.59,Medical,1
407663,63,124390,36997,822,20,0.54,Medical,0
407664,21,43610,5611,709,22,0.06,Business,0
407665,37,140359,6815,733,1,0.39,Debt Consolidation,1
407666,46,84915,13380,598,31,0.55,Auto,0
407667,73,64319,43596,654,18,0.22,Business,0
407668,38,131473,45347,732,5,0.28,Home Improvement,0
407669,58,88048,19719,809,22,0.42,Business,0
407670,44,49650,33317,594,6,0.31,Auto,1
407671,38,60805,30151,814,11,0.35,Home Improvement,1
407672,59,123586,59897,626,31,0.48,Auto,0
407673,67,73701,13068,687,30,0.51,Auto,0
407674,35,55066,47847,738,31,0.33,Home Improvement,0
407675,56,116849,49709,832,10,0.34,Auto,0
407676,46,58750,32669,703,27,0.58,Medical,0
407677,52,34217,46377,781,1,0.55,Business,0
407678,40,37612,22039,532,28,0.3,Medical,0
407679,26,72464,10473,568,31,0.63,Education,0
407680,47,134443,4965,682,6,0.1,Medical,0
407681,28,41832,47479,685,28,0.06,Debt Consolidation,0
407682,59,74605,8539,688,4,0.4,Home Improvement,0
407683,42,161634,8719,674,28,0.57,Home Improvement,0
407684,57,101447,55640,562,1,0.33,Debt Consolidation,1
407685,58,131538,6317,610,28,0.64,Home Improvement,0
407686,27,80205,34164,827,20,0.29,Auto,0
407687,29,56982,35937,802,11,0.43,Medical,0
407688,54,89068,18679,606,25,0.24,Medical,0
407689,68,105813,2290,703,31,0.53,Home Improvement,0
407690,54,111400,59844,815,19,0.44,Home Improvement,1
407691,48,40454,39523,805,4,0.23,Medical,0
407692,29,81703,4492,676,3,0.65,Business,0
407693,50,130084,59483,536,9,0.34,Medical,0
407694,58,90827,6028,528,11,0.63,Business,0
407695,61,103048,9149,815,32,0.3,Education,0
407696,51,164593,10311,735,4,0.5,Business,1
407697,28,149956,31611,633,10,0.54,Auto,1
407698,28,111609,42100,738,29,0.34,Business,0
407699,57,63861,32443,559,26,0.63,Home Improvement,1
407700,34,163968,49398,653,29,0.52,Education,0
407701,29,85703,31366,592,12,0.37,Medical,0
407702,63,66601,54381,697,24,0.51,Auto,0
407703,54,154431,5650,652,14,0.54,Debt Consolidation,0
407704,45,52791,13377,688,1,0.38,Business,0
407705,29,54977,49431,738,10,0.26,Business,0
407706,23,95144,2564,553,0,0.23,Business,1
407707,58,169023,38521,726,21,0.38,Education,0
407708,52,107149,45291,654,0,0.11,Business,0
407709,47,74585,46598,560,34,0.22,Debt Consolidation,0
407710,71,38450,59536,702,9,0.59,Education,0
407711,30,109541,3616,835,31,0.58,Medical,0
407712,22,127655,43483,798,12,0.32,Education,0
407713,73,152790,37815,678,5,0.44,Education,0
407714,38,154669,59660,832,33,0.11,Auto,0
407715,60,28401,13514,825,8,0.28,Business,0
407716,44,33240,6005,774,19,0.49,Education,0
407717,43,29508,8103,751,8,0.62,Debt Consolidation,1
407718,61,133332,9545,751,30,0.5,Business,1
407719,73,51379,2300,652,19,0.07,Business,1
407720,69,92698,34874,821,3,0.32,Home Improvement,0
407721,22,107597,44507,829,28,0.39,Medical,0
407722,61,39646,19479,600,16,0.28,Debt Consolidation,1
407723,54,54772,34498,781,16,0.14,Education,0
407724,47,144603,22703,707,33,0.28,Debt Consolidation,0
407725,67,140694,56613,702,34,0.36,Auto,0
407726,55,172023,52127,810,21,0.06,Medical,0
407727,73,107515,19402,741,20,0.21,Business,0
407728,28,156217,9446,692,17,0.61,Auto,1
407729,27,140905,52637,647,13,0.5,Home Improvement,0
407730,33,141816,48320,666,27,0.47,Debt Consolidation,0
407731,32,167655,38047,732,17,0.49,Education,0
407732,71,68494,12913,756,32,0.43,Auto,0
407733,33,130060,2938,668,27,0.24,Medical,0
407734,73,81267,4168,526,18,0.23,Education,1
407735,37,59443,48459,741,33,0.5,Business,0
407736,35,130864,41586,701,14,0.34,Medical,0
407737,34,54224,45188,762,14,0.47,Medical,0
407738,39,124824,47197,640,19,0.13,Business,0
407739,55,38973,15927,695,27,0.38,Medical,0
407740,38,135989,32786,697,12,0.56,Education,0
407741,37,174234,32401,803,6,0.17,Education,0
407742,40,55046,28085,560,20,0.06,Education,0
407743,45,117985,42502,522,17,0.58,Medical,0
407744,57,67229,46329,754,9,0.27,Education,0
407745,43,171804,40997,527,2,0.49,Medical,1
407746,43,52397,58664,535,22,0.3,Education,0
407747,31,178986,44649,641,5,0.26,Debt Consolidation,0
407748,66,141712,33431,664,26,0.6,Auto,0
407749,40,50368,54378,548,29,0.52,Debt Consolidation,1
407750,27,174381,33607,749,29,0.24,Home Improvement,0
407751,43,28186,19189,593,14,0.12,Debt Consolidation,0
407752,43,50326,26924,524,1,0.19,Business,0
407753,47,131532,47160,574,2,0.19,Auto,0
407754,41,104803,9737,826,9,0.37,Home Improvement,0
407755,41,49012,57557,684,29,0.22,Auto,0
407756,52,105518,49147,752,19,0.54,Education,0
407757,70,160907,27088,751,9,0.36,Medical,0
407758,48,149051,45232,813,15,0.3,Education,0
407759,57,88052,37691,545,3,0.28,Auto,0
407760,22,67193,52845,645,23,0.06,Auto,0
407761,49,82618,12235,616,23,0.4,Home Improvement,0
407762,70,119024,49823,835,5,0.48,Home Improvement,0
407763,29,111579,32161,602,8,0.59,Business,0
407764,55,145460,18078,721,1,0.19,Debt Consolidation,0
407765,58,45149,58894,534,11,0.56,Medical,1
407766,59,91908,27956,622,18,0.33,Education,0
407767,67,65966,59372,561,15,0.54,Medical,0
407768,24,102970,12319,666,31,0.2,Debt Consolidation,0
407769,42,138797,43487,628,9,0.25,Auto,0
407770,43,71410,14116,525,2,0.05,Education,0
407771,26,80687,9037,738,20,0.18,Education,0
407772,56,25487,55677,730,31,0.38,Medical,0
407773,40,115471,7783,839,10,0.48,Business,0
407774,71,111242,46141,746,10,0.12,Business,0
407775,25,52521,52914,609,3,0.45,Auto,0
