CampaignID,Channel,CampaignDate,AudienceSegment,Spend,Impressions,Clicks,Conversions,Revenue
201523,Search,2025-10-09,New Customers,19964.47,397418,2979,1389,247231.41
201524,Search,2025-12-17,Returning,17221.79,360078,18897,274,13743.5
201525,Affiliate,2025-12-25,New Customers,12772.36,119468,11462,473,74473.03
201526,Search,2025-12-23,New Customers,8144.15,199159,6553,271,52216.72
201527,Affiliate,2025-12-26,High Value,12507.06,436048,9835,1715,227832.73
201528,Email,2025-06-10,Returning,14714.81,192482,15450,287,59715.09
201529,Affiliate,2025-07-11,New Customers,7182.26,164771,2244,8,1587.78
201530,Affiliate,2025-05-18,Returning,11048.43,395140,24319,951,187775.95
201531,Email,2025-12-22,Returning,17858.96,179316,17066,621,132490.1
201532,Social Media,2025-04-20,Dormant,19070.67,152307,5191,294,51918.26
201533,Display,2025-02-20,Dormant,12553.93,265414,11854,1452,235067.41
201534,Display,2025-10-17,High Value,3425.25,316927,12784,75,13069.75
201535,Search,2025-06-18,High Value,15461.94,304130,22797,1302,131791.29
201536,Search,2025-12-23,Dormant,5329.21,429181,1282,1536,56131.4
201537,Social Media,2025-10-21,New Customers,1766.68,231876,18544,535,23072.99
201538,Search,2025-02-17,New Customers,7733.66,398137,26502,1171,225705.68
201539,Display,2025-01-28,Returning,5741.48,438021,23771,1615,179026.24
201540,Affiliate,2025-08-24,High Value,10538.27,264205,13717,144,14694.7
201541,Affiliate,2025-03-17,Dormant,545.62,237912,8618,807,119719.88
201542,Search,2025-11-17,New Customers,13753.32,303454,6649,552,33614.33
201543,Display,2025-03-01,Dormant,9112.77,12512,20491,761,103214.86
201544,Email,2025-08-13,Returning,5559.58,377434,26647,1270,240790.81
201545,Email,2025-09-26,Dormant,5788.45,247291,24133,400,45483.0
201546,Affiliate,2025-02-21,Returning,1325.04,496036,19692,1172,153330.05
201547,Display,2025-04-11,High Value,4840.95,350374,20483,1024,66998.84
201548,Affiliate,2025-12-26,New Customers,2811.38,448141,2630,1248,213820.74
201549,Display,2025-10-26,New Customers,9012.36,235884,29286,176,24456.7
201550,Email,2025-08-08,New Customers,10137.92,251718,16163,747,102413.39
201551,Search,2025-09-07,High Value,16558.35,319017,10360,1328,101911.62
201552,Social Media,2025-07-31,Returning,11531.75,431135,28641,936,191600.58
201553,Search,2025-02-11,New Customers,11952.95,41793,2396,1471,145211.61
201554,Display,2025-11-19,High Value,2396.86,305745,11952,1442,306889.4
201555,Affiliate,2025-11-21,New Customers,7337.15,129281,22980,1044,102537.85
201556,Affiliate,2025-12-01,New Customers,16032.03,187586,11271,1876,378122.16
201557,Email,2025-04-20,High Value,11892.9,360658,2413,629,87007.19
201558,Email,2025-04-27,New Customers,7818.73,23199,26439,600,28113.9
201559,Search,2025-03-10,New Customers,8905.18,324421,4597,1037,219377.25
201560,Search,2025-04-08,Dormant,2759.91,53641,10050,129,12452.01
201561,Social Media,2025-09-07,Dormant,1011.64,268473,27472,50,9279.4
201562,Display,2025-07-05,Returning,3312.46,266113,25163,905,126388.05
201563,Search,2025-08-19,High Value,6285.81,424069,21860,1763,141368.93
201564,Search,2025-10-29,Dormant,6021.82,78180,9218,1302,79355.28
201565,Email,2025-12-09,Dormant,14211.35,279255,20477,1456,114117.49
201566,Display,2025-09-30,New Customers,3628.84,448478,8243,1242,168687.02
201567,Email,2025-11-20,Dormant,15303.88,284842,8841,1835,236711.05
201568,Social Media,2025-08-10,Returning,14327.09,388352,23322,838,71179.81
201569,Search,2025-08-28,New Customers,3452.94,412338,23215,638,40876.02
201570,Search,2025-10-13,New Customers,13382.98,62173,23635,1526,152406.22
201571,Search,2025-12-17,Returning,6893.74,347306,10254,1470,94682.34
201572,Affiliate,2025-03-02,New Customers,2573.34,242189,9358,1351,173798.2
201573,Display,2025-07-12,Returning,12647.44,122431,15552,1971,227056.71
201574,Email,2025-07-13,Returning,15964.23,59614,9247,1888,222848.89
201575,Email,2025-10-28,Returning,19267.77,292484,2973,847,70579.04
201576,Email,2025-02-09,Dormant,11228.58,493214,26415,590,30839.77
201577,Social Media,2025-11-13,New Customers,11545.76,48421,27752,1112,159523.98
201578,Affiliate,2025-10-24,High Value,9532.53,367340,29837,611,131480.67
201579,Social Media,2025-07-21,Dormant,6517.56,5937,15717,1977,313820.78
201580,Display,2025-03-29,High Value,3290.48,60187,3615,1591,317047.73
201581,Email,2025-06-19,New Customers,6353.67,171538,6127,433,22874.9
201582,Email,2025-07-09,Returning,7012.1,430467,28145,436,20162.25
201583,Email,2025-04-29,High Value,14857.18,108767,17042,1784,315275.43
201584,Search,2025-03-21,Dormant,3009.99,251456,8857,635,75638.87
201585,Search,2025-04-15,Returning,4142.03,276313,8257,922,173316.14
201586,Email,2025-02-07,High Value,19456.26,17698,1158,1110,137578.79
201587,Email,2025-08-24,New Customers,1882.51,35132,7826,1040,50762.81
201588,Search,2025-06-26,High Value,18621.92,400526,10719,211,25097.8
201589,Social Media,2025-08-22,Dormant,3353.97,155703,8820,955,151103.94
201590,Affiliate,2025-08-23,New Customers,10963.77,46556,12774,358,46741.04
201591,Social Media,2025-08-21,Returning,8226.35,10367,14367,49,3683.27
201592,Affiliate,2025-12-21,Dormant,8302.76,498134,28714,608,125225.75
201593,Search,2025-08-10,Returning,14183.21,424911,29091,1475,233195.87
201594,Email,2025-09-18,New Customers,13290.97,107619,27575,196,25950.52
201595,Email,2025-12-23,High Value,18889.3,362716,26656,688,84527.0
201596,Email,2025-05-19,Dormant,14507.83,348879,19553,1811,268603.75
201597,Social Media,2025-01-04,Returning,12337.16,155107,9647,1408,170294.63
201598,Email,2025-12-23,New Customers,3929.57,97129,26730,743,68400.96
201599,Affiliate,2025-03-02,New Customers,9794.41,85750,17984,1429,152743.64
201600,Email,2025-05-04,High Value,10194.81,218454,27609,1002,70729.53
201601,Search,2025-07-22,Dormant,12957.96,458739,29089,1615,283998.94
201602,Email,2025-01-12,High Value,7638.08,53362,23552,1345,247673.44
201603,Social Media,2025-11-01,New Customers,3334.93,314412,3805,926,158232.51
201604,Social Media,2025-04-21,High Value,17630.23,251388,7136,417,50329.79
201605,Search,2025-10-11,Dormant,1132.11,6242,27765,760,56808.44
201606,Display,2025-09-04,New Customers,3131.54,76592,3941,1117,238013.84
201607,Social Media,2025-08-06,Returning,9395.02,425505,787,1032,183274.14
201608,Display,2025-10-17,New Customers,17831.59,208339,28782,927,165512.35
201609,Search,2025-07-12,High Value,2499.37,108614,26493,1582,238131.64
201610,Email,2025-09-19,High Value,14884.17,247529,15422,218,19009.55
201611,Display,2025-06-01,High Value,6087.14,454630,5366,156,10741.07
201612,Search,2025-02-03,High Value,1980.57,378118,17438,23,1281.22
201613,Display,2025-03-13,New Customers,17951.82,466826,29513,45,6764.17
201614,Display,2025-01-16,Dormant,19461.69,84961,16315,1631,111146.2
201615,Email,2025-03-21,New Customers,3070.97,75968,23536,1751,182782.41
201616,Social Media,2025-09-29,Dormant,17973.28,395709,20073,499,93133.4
201617,Display,2025-03-25,New Customers,13137.99,384077,24203,365,32350.0
201618,Affiliate,2025-05-22,New Customers,4428.8,109083,15624,145,12202.1
201619,Email,2025-05-02,Dormant,13594.77,450618,4316,70,11739.48
201620,Affiliate,2025-11-11,High Value,16321.2,369199,25764,1887,247820.79
201621,Email,2025-07-09,Dormant,10129.18,474904,2455,68,9454.44
201622,Email,2025-08-06,Dormant,18232.02,171464,17253,460,27069.32
201623,Social Media,2025-07-08,Returning,10805.8,42132,3401,1168,102624.3
201624,Affiliate,2025-10-09,Returning,4115.8,71001,18572,1569,162143.75
201625,Display,2025-08-05,High Value,14331.43,464251,4001,1441,309014.9
201626,Email,2025-10-02,Returning,13699.38,263751,23681,218,9302.14
201627,Affiliate,2025-11-01,New Customers,12988.48,102108,5307,1314,253896.38
201628,Affiliate,2025-08-31,Returning,17656.95,334651,15180,589,34259.17
201629,Social Media,2025-07-28,Dormant,10794.94,423315,11145,713,155242.81
201630,Affiliate,2025-01-30,New Customers,14232.47,248519,13697,1922,135875.3
201631,Display,2025-02-26,Dormant,19115.87,259635,2273,616,54506.34
201632,Affiliate,2025-03-26,New Customers,3186.39,20115,4844,17,3203.61
201633,Social Media,2025-10-19,Dormant,8037.18,401569,712,1907,193048.87
201634,Email,2025-06-17,New Customers,4766.13,385713,18803,1158,179408.41
201635,Affiliate,2025-10-11,High Value,6814.79,359407,16390,549,78537.6
201636,Affiliate,2025-04-07,Dormant,10456.33,251427,26559,776,125683.77
201637,Search,2025-06-23,Dormant,16985.5,217395,943,444,83172.27
201638,Display,2025-07-29,New Customers,8290.45,79196,25519,590,53324.74
201639,Display,2025-08-04,Dormant,11379.25,386743,12380,445,87512.43
201640,Display,2025-02-01,High Value,16338.64,41273,18432,869,187171.27
201641,Affiliate,2025-03-28,Dormant,18598.54,156792,23318,262,41776.76
201642,Display,2025-11-28,High Value,7318.44,268434,8504,129,18025.08
201643,Display,2025-08-14,Returning,3970.13,79696,25332,1731,375518.15
201644,Search,2025-06-03,Returning,11851.79,48106,20228,784,40730.91
201645,Social Media,2025-11-22,Returning,17967.65,29355,14213,1172,124411.55
201646,Social Media,2025-07-16,High Value,5345.36,28024,25789,64,5034.85
201647,Email,2025-03-28,High Value,10239.22,53284,17397,1255,62900.59
201648,Search,2025-06-27,New Customers,9976.36,226223,24005,444,86565.52
201649,Affiliate,2025-03-20,Dormant,18578.31,140056,1737,845,83195.4
201650,Email,2025-02-01,High Value,9405.8,28332,1724,135,8172.81
201651,Display,2025-07-05,New Customers,10957.03,496375,23575,736,77904.17
201652,Email,2025-03-05,Returning,3195.95,22072,16709,1208,127159.52
201653,Social Media,2025-11-29,Dormant,9435.6,375759,13023,532,31036.76
201654,Email,2025-08-21,High Value,7164.98,471612,20629,1516,202332.63
201655,Email,2025-06-05,New Customers,4822.39,371955,4755,727,39183.73
201656,Search,2025-12-19,New Customers,10419.13,307702,13712,1487,107751.23
201657,Display,2025-07-27,High Value,15532.31,74444,2226,234,39493.26
201658,Affiliate,2025-10-22,Returning,3945.63,100126,7973,1202,109601.54
201659,Affiliate,2025-07-27,New Customers,3260.62,245693,6074,291,44915.8
201660,Search,2025-10-28,High Value,2923.74,363382,18064,5,369.87
201661,Search,2025-05-21,High Value,15380.35,496752,25513,1008,133957.99
201662,Affiliate,2025-02-27,New Customers,15867.54,187574,25546,1467,79306.68
201663,Email,2025-07-22,Dormant,17829.99,378838,16374,546,23474.72
201664,Display,2025-12-13,Dormant,19300.56,434775,3973,979,133896.65
201665,Affiliate,2025-07-27,Dormant,7859.49,95010,24584,1556,278501.15
201666,Email,2025-11-29,New Customers,7138.61,139175,18462,1096,181027.87
201667,Email,2025-05-27,New Customers,19833.83,139375,29405,1116,198642.63
201668,Social Media,2025-11-07,High Value,3271.77,345146,15633,172,21442.56
201669,Search,2025-09-08,High Value,1313.51,222964,6690,1627,266595.85
201670,Affiliate,2025-12-28,High Value,8010.59,67637,9914,21,1052.0
201671,Affiliate,2025-02-08,Returning,2216.99,264106,11954,1018,192904.93
201672,Display,2025-05-25,Returning,7973.32,110444,22245,615,60087.5
201673,Affiliate,2025-11-12,Dormant,8526.04,116703,7049,380,74735.45
201674,Email,2025-10-25,High Value,12955.35,357158,5052,798,113248.21
201675,Email,2025-02-19,New Customers,15010.78,254458,21583,807,43176.96
201676,Display,2025-03-08,High Value,13132.06,369322,20395,467,52530.01
201677,Email,2025-01-01,High Value,14290.18,482647,11935,1427,262343.09
201678,Email,2025-05-13,Dormant,7695.25,270831,27310,415,33148.53
201679,Affiliate,2025-12-19,Returning,9402.28,130629,17024,1356,93173.21
201680,Search,2025-03-28,High Value,14430.46,386091,28831,1273,48629.0
201681,Affiliate,2025-05-26,New Customers,3374.45,330819,5288,1683,273249.93
201682,Social Media,2025-03-09,Dormant,14384.91,451768,14088,121,12639.36
201683,Display,2025-12-27,Returning,19055.26,171212,12983,1484,100008.49
201684,Email,2025-04-07,High Value,3925.61,46070,21359,1015,148354.73
201685,Affiliate,2025-10-05,Returning,8191.46,246604,23987,1288,79334.95
201686,Affiliate,2025-10-13,New Customers,11836.71,487835,13410,453,76583.65
201687,Email,2025-03-31,New Customers,14503.96,76077,440,1309,187054.22
201688,Display,2025-09-14,High Value,5414.5,463467,1800,487,39315.92
201689,Affiliate,2025-03-11,Dormant,11899.12,303166,1821,1164,229030.08
201690,Search,2025-03-22,Dormant,18733.56,380391,10906,437,60490.61
201691,Email,2025-08-11,Dormant,7470.32,428934,17877,1429,84096.0
201692,Display,2025-11-03,Dormant,11596.55,341743,26232,32,5375.12
201693,Social Media,2025-11-20,Dormant,12669.65,245906,5695,1994,185809.12
201694,Email,2025-03-15,High Value,17802.32,321234,23877,896,159800.03
201695,Social Media,2025-07-08,Returning,6563.59,406898,28632,879,96053.01
201696,Email,2025-06-25,New Customers,17522.59,304696,6635,1546,75715.48
201697,Affiliate,2025-11-05,High Value,13632.65,180067,18897,1851,280582.62
201698,Display,2025-12-25,New Customers,14480.28,415635,1474,1925,177889.52
201699,Search,2025-10-17,High Value,1792.96,115110,15608,71,14856.86
201700,Social Media,2025-08-02,High Value,7452.57,261295,4006,184,34690.32
201701,Social Media,2025-12-08,New Customers,2800.96,245221,21790,717,72033.38
201702,Email,2025-05-15,High Value,11450.55,424155,20498,979,38966.23
201703,Social Media,2025-02-08,High Value,16833.77,319650,20920,1068,143604.33
201704,Email,2025-10-20,High Value,8494.74,418848,15680,1624,250863.12
201705,Email,2025-03-04,High Value,4899.28,272697,8067,1684,271651.79
201706,Social Media,2025-09-28,High Value,6439.86,13545,19229,1102,109784.42
201707,Social Media,2025-07-30,Dormant,11677.17,170922,8916,1106,67672.79
201708,Affiliate,2025-03-15,High Value,15466.9,85810,28925,891,123395.39
201709,Affiliate,2025-12-23,High Value,13952.27,434557,1648,916,114665.89
201710,Affiliate,2025-04-11,High Value,18872.32,54331,16242,19,4159.32
201711,Display,2025-07-09,Returning,17735.51,315148,3685,685,96798.51
201712,Search,2025-04-24,High Value,2545.78,110959,340,862,59140.19
201713,Affiliate,2025-11-20,High Value,14221.96,199598,10500,526,53588.43
201714,Affiliate,2025-04-20,Returning,8176.25,424518,7715,1856,247372.98
201715,Email,2025-03-02,Returning,7054.8,58063,18084,1424,270499.87
201716,Search,2025-10-08,New Customers,9779.68,150002,16178,297,36820.69
201717,Social Media,2025-06-05,New Customers,15442.2,74265,21194,1796,328820.15
201718,Display,2025-08-29,New Customers,8627.35,437245,6872,1298,82823.88
201719,Social Media,2025-07-29,New Customers,16511.04,63063,6386,413,43642.14
201720,Email,2025-08-28,Returning,9702.73,333658,13751,738,96701.72
201721,Display,2025-10-18,New Customers,1677.38,73686,1303,1465,57684.26
201722,Affiliate,2025-12-05,High Value,12791.78,323940,19882,162,28425.02
201723,Search,2025-08-22,Returning,15725.19,333526,24775,1983,374717.59
201724,Search,2025-09-03,Dormant,6661.65,12035,1294,1987,188693.98
201725,Affiliate,2025-06-16,High Value,4831.77,137368,5999,1895,402224.51
201726,Social Media,2025-11-11,Dormant,12983.47,59798,7472,979,166600.86
201727,Social Media,2025-03-06,New Customers,7376.52,398383,14952,227,42779.84
201728,Affiliate,2025-05-09,New Customers,18162.91,496594,14414,618,96497.84
201729,Affiliate,2025-04-30,High Value,15452.94,290954,17641,896,167167.85
201730,Search,2025-08-21,New Customers,9493.26,119124,28264,1527,331143.95
201731,Social Media,2025-10-28,New Customers,19523.54,459309,24481,662,127212.74
201732,Display,2025-01-19,New Customers,7217.84,196368,21008,1410,172903.08
201733,Display,2025-06-25,New Customers,9170.12,499966,29322,1867,285091.46
201734,Email,2025-07-20,Dormant,13154.27,459611,8530,455,64719.31
201735,Email,2025-09-27,High Value,10484.63,412164,4953,9,1161.5
201736,Email,2025-03-08,New Customers,7215.55,175741,19945,1117,198171.26
201737,Social Media,2025-06-07,Dormant,8646.9,179767,1966,1812,210484.29
201738,Display,2025-08-21,Returning,17341.77,110433,17982,1235,113985.05
201739,Social Media,2025-04-26,High Value,4365.08,467904,21456,856,36646.13
201740,Affiliate,2025-07-12,High Value,6693.62,266323,7974,1069,54809.24
201741,Search,2025-11-21,Returning,4371.12,101944,2105,704,53501.26
201742,Email,2025-08-03,New Customers,10488.08,109158,20739,90,5712.61
201743,Affiliate,2025-01-06,High Value,3637.48,370953,1404,423,17044.77
201744,Affiliate,2025-03-25,Returning,3837.17,432424,22453,287,47004.53
201745,Search,2025-02-15,Returning,16768.72,179863,20662,1296,227668.46
201746,Display,2025-02-11,Dormant,14209.04,321164,20435,421,42336.12
201747,Display,2025-07-19,Returning,4175.84,106812,11841,156,33923.19
201748,Affiliate,2025-07-08,High Value,8039.99,37464,22150,158,22717.0
201749,Search,2025-01-31,Returning,18379.29,44930,15574,376,20117.08
201750,Display,2025-10-16,Returning,17467.16,440262,1809,1382,141657.05
201751,Email,2025-11-04,Returning,13262.59,410232,2083,913,130341.46
201752,Social Media,2025-12-25,High Value,6037.68,145343,15257,1504,318520.62
201753,Search,2025-10-15,Returning,7779.12,11887,28798,1304,210333.8
201754,Affiliate,2025-02-23,Dormant,13238.38,412967,10805,1740,63745.93
201755,Social Media,2025-05-09,High Value,11429.21,26390,9328,1206,191575.75
201756,Display,2025-12-28,Dormant,11432.23,128580,10191,1146,178982.65
201757,Display,2025-05-13,Dormant,8755.73,418963,27138,1748,339863.84
201758,Search,2025-01-08,High Value,2259.5,366360,23256,678,40239.32
201759,Social Media,2025-03-11,Returning,2870.18,29201,18982,1660,305982.43
201760,Display,2025-11-15,New Customers,16788.77,411361,28802,1636,322281.39
201761,Search,2025-01-10,High Value,17740.42,82995,6459,1268,232520.71
201762,Social Media,2025-08-26,Returning,17927.13,447075,8481,290,32169.45
201763,Affiliate,2025-07-09,High Value,9754.41,295715,8026,487,79306.76
201764,Affiliate,2025-10-23,Returning,18742.52,259678,27385,660,122912.25
201765,Display,2025-04-12,Returning,16835.49,318619,1476,692,145412.53
201766,Search,2025-08-21,New Customers,7991.13,335163,28432,1421,137555.78
201767,Email,2025-12-02,High Value,4848.79,142607,23648,698,51199.74
201768,Display,2025-11-08,High Value,14707.02,313474,19401,1699,297283.07
201769,Email,2025-10-11,High Value,14643.43,313337,7262,407,21574.69
201770,Social Media,2025-02-25,Dormant,17858.49,90992,1741,1007,140085.4
201771,Search,2025-01-01,High Value,1484.11,472158,8497,1190,231074.91
201772,Display,2025-08-26,Dormant,7375.1,238076,7571,1602,122123.37
201773,Affiliate,2025-11-04,Dormant,1179.91,105813,27871,724,77312.97
201774,Social Media,2025-07-29,Returning,4602.18,234735,27250,604,113237.15
201775,Social Media,2025-03-03,Dormant,8292.32,493301,2651,148,18930.23
201776,Social Media,2025-08-19,High Value,2899.87,173218,21376,1363,92541.73
201777,Email,2025-04-18,New Customers,16534.58,125298,21117,35,1768.45
201778,Email,2025-06-19,High Value,4456.19,101460,2937,1208,166811.12
201779,Social Media,2025-06-24,Returning,8521.09,455854,5863,828,32311.07
201780,Display,2025-04-28,Returning,16132.75,320754,19228,1739,170224.08
201781,Email,2025-12-25,Dormant,2776.15,184800,3240,816,120956.18
201782,Search,2025-10-20,Returning,12582.6,444513,2175,1427,51387.22
201783,Affiliate,2025-05-19,Returning,18840.01,267974,26850,454,88801.83
201784,Display,2025-07-14,Dormant,9358.61,439667,18004,643,136340.14
201785,Search,2025-01-29,Dormant,5182.53,263122,10886,747,82903.45
201786,Email,2025-09-17,Returning,18892.42,344749,29187,632,26875.87
201787,Affiliate,2025-05-19,High Value,1556.6,413648,15296,1498,130021.92
201788,Social Media,2025-01-30,High Value,6576.15,382194,26897,1820,286944.42
201789,Affiliate,2025-03-20,Dormant,16438.04,492136,11643,1857,79674.46
201790,Social Media,2025-03-20,Returning,3501.76,106042,5313,1282,247451.5
201791,Search,2025-07-05,Returning,2139.63,398295,20908,400,73445.17
201792,Search,2025-06-09,High Value,9431.13,202872,994,120,14472.18
201793,Display,2025-06-06,Dormant,6969.54,326747,1811,1655,293813.38
201794,Search,2025-04-23,Returning,16044.61,25870,27673,1682,111786.77
201795,Email,2025-10-26,Returning,7074.32,258088,7157,294,62320.93
201796,Email,2025-03-26,New Customers,13561.59,229332,13561,242,30757.43
201797,Affiliate,2025-08-18,New Customers,11423.79,477494,13256,280,60830.19
201798,Social Media,2025-02-08,Dormant,12141.36,294826,5696,835,110549.28
201799,Affiliate,2025-12-18,New Customers,10467.26,260555,5340,82,13634.03
201800,Display,2025-06-04,New Customers,3141.48,200646,28720,1366,249903.31
201801,Display,2025-10-07,Returning,1709.66,37606,11715,39,7072.92
201802,Email,2025-10-20,Returning,11106.02,18405,13213,67,11476.78
201803,Display,2025-11-17,Dormant,13163.76,436746,27855,1877,113164.29
201804,Email,2025-10-15,Dormant,14643.91,319152,3373,692,76557.45
201805,Social Media,2025-02-22,Dormant,14581.74,204258,18190,1201,162409.25
201806,Affiliate,2025-05-09,Returning,14936.08,408359,22995,731,121374.97
201807,Display,2025-04-19,Returning,896.28,86838,26089,1754,189856.34
201808,Social Media,2025-07-03,New Customers,4858.21,134701,22328,1973,272408.9
201809,Display,2025-07-29,High Value,14727.03,439041,23814,35,3969.22
201810,Search,2025-06-06,Returning,2909.84,101632,22502,1569,262026.0
201811,Display,2025-01-06,Dormant,4138.33,269125,17080,1309,65003.24
201812,Social Media,2025-07-04,Dormant,13362.24,344463,20279,228,38105.01
201813,Display,2025-04-05,Returning,16259.47,129213,27093,227,43165.86
201814,Search,2025-01-14,High Value,3668.39,81375,2830,266,9933.57
201815,Display,2025-03-10,High Value,11241.14,472918,5509,1577,211148.37
201816,Social Media,2025-07-09,Dormant,4036.21,62240,29030,149,12122.31
201817,Email,2025-03-27,Dormant,4567.52,63010,29968,1011,116271.49
201818,Social Media,2025-02-20,Dormant,9898.51,487283,10128,1315,227408.92
201819,Email,2025-01-13,High Value,13640.54,24212,19659,62,11063.66
201820,Email,2025-09-11,Dormant,11696.67,209499,20962,1433,156625.99
201821,Affiliate,2025-11-28,Dormant,2302.25,269836,29448,134,6959.37
201822,Social Media,2025-04-15,New Customers,6068.44,434029,21400,1291,190751.95
201823,Affiliate,2025-05-12,Returning,18794.22,46286,6632,1375,119123.08
201824,Email,2025-02-07,Dormant,12739.03,354753,13205,1178,66555.44
201825,Display,2025-05-12,New Customers,13333.4,308044,9251,8,745.96
201826,Email,2025-06-07,New Customers,4617.34,151587,28883,503,71609.79
201827,Social Media,2025-11-06,High Value,19185.57,273836,8820,1329,269876.84
201828,Social Media,2025-03-06,High Value,4526.96,437860,24039,996,74569.72
201829,Social Media,2025-07-08,New Customers,5397.66,59505,16491,1625,286533.64
201830,Social Media,2025-10-06,Dormant,10446.88,311596,11404,103,20035.73
201831,Display,2025-08-15,Dormant,10171.47,337410,7122,717,44722.18
201832,Affiliate,2025-07-28,High Value,1136.24,137525,10850,96,3458.73
201833,Search,2025-11-12,High Value,15003.69,329185,21625,1530,321131.78
201834,Affiliate,2025-02-25,High Value,2380.85,112246,15043,1678,89239.65
201835,Email,2025-04-10,New Customers,1553.69,408641,894,374,24254.09
201836,Social Media,2025-03-28,New Customers,10389.65,164314,12445,731,80734.78
201837,Social Media,2025-10-17,Returning,1440.83,61830,24297,1692,151572.15
201838,Search,2025-08-18,Dormant,4413.16,254929,22786,1341,290403.33
201839,Affiliate,2025-06-18,High Value,8123.49,144959,4766,1524,286124.69
201840,Email,2025-10-22,New Customers,12260.78,173809,1895,1672,259265.45
201841,Social Media,2025-08-02,High Value,15763.56,168283,11794,341,13603.17
201842,Search,2025-10-25,Returning,6146.24,385525,14538,180,14361.68
201843,Search,2025-11-18,Dormant,9688.06,340710,22337,220,15563.15
201844,Email,2025-05-28,Dormant,19104.61,391275,17678,1086,90416.6
201845,Search,2025-09-27,Returning,8109.19,323573,5592,1413,297616.43
201846,Search,2025-06-15,Dormant,14338.13,112781,3524,361,39792.81
201847,Affiliate,2025-10-20,Dormant,5791.59,139094,9154,1222,240351.97
201848,Social Media,2025-10-20,Returning,12652.68,24543,29599,1836,224937.23
201849,Affiliate,2025-01-12,Returning,16192.24,213669,27196,1588,250547.01
201850,Search,2025-05-26,Returning,18327.38,481168,22619,185,38695.6
201851,Display,2025-04-22,High Value,18781.65,9160,2397,266,37963.71
201852,Email,2025-03-04,Dormant,6389.65,288441,28756,914,92294.53
201853,Search,2025-07-30,Returning,4417.18,298614,17058,1787,218844.83
201854,Search,2025-12-09,New Customers,16373.76,224534,13300,66,8033.27
201855,Affiliate,2025-01-30,High Value,12777.51,251585,23388,1064,194716.33
201856,Email,2025-12-08,High Value,8582.18,358925,14530,1817,176448.94
201857,Social Media,2025-11-11,Dormant,1207.35,58966,23701,1693,72707.18
201858,Email,2025-02-24,Dormant,6500.49,186242,5585,1594,254287.12
201859,Search,2025-07-17,Returning,2671.21,123086,10062,1484,286695.35
201860,Affiliate,2025-11-02,Returning,10093.24,257205,28788,632,80730.09
201861,Display,2025-07-16,High Value,16634.29,103650,11245,1567,95420.94
201862,Search,2025-10-29,New Customers,6595.6,369127,14550,1106,68372.78
201863,Email,2025-02-04,High Value,7473.09,224684,20883,1672,334464.21
201864,Email,2025-07-18,Returning,15772.15,355517,29177,114,5533.09
201865,Display,2025-04-08,Returning,9393.56,53229,14146,1804,230977.31
201866,Email,2025-12-24,Dormant,13529.66,333419,4609,991,95309.83
201867,Email,2025-10-25,New Customers,4178.19,351061,20343,1495,128439.12
201868,Affiliate,2025-01-19,New Customers,5393.36,445553,5745,1247,83371.06
201869,Email,2025-06-22,Dormant,12882.19,194734,26994,1985,179544.1
201870,Social Media,2025-11-06,New Customers,2682.92,65731,14734,642,107478.91
201871,Display,2025-07-11,Returning,3917.75,216496,20892,1833,266808.22
201872,Search,2025-09-24,New Customers,6693.51,8631,12790,1968,98969.12
201873,Display,2025-05-07,New Customers,4018.97,348885,22923,647,112876.98
201874,Search,2025-04-19,Returning,19521.28,433289,5314,693,69703.92
201875,Affiliate,2025-12-14,Dormant,5494.6,415263,5448,1824,137140.93
201876,Email,2025-05-11,High Value,19114.61,423825,9210,471,87713.51
201877,Search,2025-10-07,Dormant,17004.36,19761,12751,618,94334.4
201878,Search,2025-09-08,New Customers,6986.0,313613,21597,1503,253469.63
201879,Affiliate,2025-11-08,New Customers,11201.64,60426,27441,634,58045.66
201880,Display,2025-10-09,Returning,7090.32,189509,15481,731,126862.03
201881,Display,2025-11-21,Returning,14210.55,488745,6465,855,73488.03
201882,Display,2025-06-01,New Customers,7560.04,351073,3411,317,50976.75
201883,Email,2025-06-21,Returning,9593.36,322693,20779,145,10925.33
201884,Affiliate,2025-06-03,New Customers,14517.53,346833,4175,1278,194594.88
201885,Search,2025-11-23,Returning,8620.61,226861,2690,1709,204142.13
201886,Display,2025-11-28,High Value,13942.38,220989,5491,1142,73018.45
201887,Display,2025-07-04,Dormant,7719.41,275932,26777,1650,239014.07
201888,Display,2025-08-24,Returning,8287.64,428923,21450,844,31331.29
201889,Social Media,2025-10-19,Dormant,6766.64,80800,13819,1185,192757.21
201890,Email,2025-01-17,Dormant,19793.95,165961,4728,1967,412753.93
201891,Display,2025-07-27,High Value,10345.59,110507,427,1334,267834.08
201892,Social Media,2025-10-01,Returning,4829.0,176840,25225,566,121932.35
201893,Affiliate,2025-04-06,Returning,11559.2,147507,20905,819,95062.48
201894,Search,2025-11-18,Returning,9645.83,37233,27889,842,158681.25
201895,Display,2025-04-23,Dormant,15688.29,404099,8922,60,3672.41
201896,Email,2025-05-18,Dormant,18747.5,300339,5889,149,5684.2
201897,Display,2025-10-22,Dormant,2659.33,196319,12849,1057,68020.81
201898,Email,2025-06-24,Dormant,19633.52,34129,29034,60,7022.41
201899,Social Media,2025-05-18,High Value,3715.73,330874,22887,1260,82030.26
201900,Email,2025-11-07,High Value,5829.47,34218,5596,1080,128546.36
