CustomerID,TenureMonths,ContractType,MonthlyCharges,TotalCharges,InternetService,TechSupport,PaymentMethod,SeniorCitizen,ChurnFlag
C703416,47,Month-to-month,110.27,5059.08,Fiber,No,Bank Transfer,0,True
C703417,53,Two year,89.81,5142.25,DSL,Yes,Credit Card,0,False
C703418,14,One year,106.34,1613.02,DSL,No,Credit Card,0,False
C703419,37,Month-to-month,21.91,904.28,DSL,No,Electronic Check,0,False
C703420,15,Month-to-month,69.96,1008.62,DSL,Yes,Bank Transfer,0,False
C703421,69,One year,49.15,3028.48,DSL,Yes,Mailed Check,0,False
C703422,31,Two year,99.51,3542.14,Fiber,Yes,Mailed Check,0,False
C703423,33,Two year,37.37,1248.34,DSL,No,Mailed Check,0,False
C703424,7,One year,73.13,499.75,Fiber,Yes,Bank Transfer,0,False
C703425,68,Month-to-month,123.33,9503.5,Fiber,No,Credit Card,1,True
C703426,0,Month-to-month,105.01,0.0,Fiber,No,Mailed Check,0,True
C703427,49,Month-to-month,109.97,5409.55,Fiber,No,Mailed Check,0,False
C703428,20,Month-to-month,88.42,1921.84,DSL,No,Electronic Check,0,True
C703429,47,Month-to-month,65.5,3469.67,Fiber,No,Mailed Check,0,False
C703430,44,Month-to-month,105.17,3967.23,Fiber,No,Credit Card,1,False
C703431,31,One year,58.49,1643.48,Fiber,No,Credit Card,0,False
C703432,45,Month-to-month,51.35,2354.1,Fiber,No,Credit Card,0,False
C703433,47,One year,73.87,3363.24,DSL,No,Bank Transfer,0,False
C703434,11,Two year,89.66,867.51,Fiber,Yes,Electronic Check,1,False
C703435,65,One year,87.13,4988.61,Fiber,Yes,Bank Transfer,1,False
C703436,18,One year,143.08,2847.49,Fiber,No,Mailed Check,0,False
C703437,57,Two year,48.36,2881.47,DSL,No,Credit Card,0,False
C703438,37,Month-to-month,47.08,1743.85,None,Yes,Electronic Check,0,True
C703439,11,Month-to-month,48.44,567.51,Fiber,No,Electronic Check,1,True
C703440,7,Two year,37.34,297.16,None,No,Bank Transfer,0,False
C703441,32,One year,120.11,3843.21,None,Yes,Bank Transfer,0,False
C703442,8,Month-to-month,73.88,646.2,Fiber,Yes,Credit Card,1,False
C703443,23,Month-to-month,99.33,2354.94,None,No,Bank Transfer,0,False
C703444,25,Month-to-month,64.02,1704.75,Fiber,Yes,Bank Transfer,0,False
C703445,35,One year,137.53,5204.27,Fiber,No,Bank Transfer,0,True
C703446,25,Month-to-month,88.71,1953.83,Fiber,No,Credit Card,0,False
C703447,16,Two year,127.77,1769.08,DSL,Yes,Bank Transfer,0,False
C703448,23,Month-to-month,142.33,3181.0,DSL,Yes,Electronic Check,0,False
C703449,38,Month-to-month,39.78,1428.68,Fiber,Yes,Electronic Check,0,False
C703450,40,Two year,63.13,2383.4,Fiber,Yes,Mailed Check,0,False
C703451,70,Month-to-month,40.7,2833.47,Fiber,No,Electronic Check,1,False
C703452,13,Month-to-month,72.85,962.35,DSL,No,Electronic Check,1,False
C703453,44,Two year,84.09,3976.85,Fiber,No,Credit Card,0,False
C703454,62,Month-to-month,58.5,3989.66,DSL,No,Mailed Check,0,False
C703455,8,Month-to-month,34.44,306.32,Fiber,Yes,Credit Card,0,False
C703456,42,Month-to-month,56.23,2355.43,DSL,Yes,Bank Transfer,0,False
C703457,37,One year,140.28,5541.05,Fiber,No,Mailed Check,0,False
C703458,35,Month-to-month,77.95,3012.59,None,Yes,Credit Card,0,False
C703459,39,Month-to-month,24.97,942.42,Fiber,No,Mailed Check,0,True
C703460,69,Two year,37.16,2274.12,None,Yes,Bank Transfer,0,True
C703461,62,Month-to-month,61.87,4197.47,Fiber,No,Bank Transfer,1,False
C703462,5,Month-to-month,87.13,402.61,Fiber,Yes,Bank Transfer,0,True
C703463,69,One year,23.17,1779.17,Fiber,No,Credit Card,0,False
C703464,5,One year,139.82,800.68,DSL,Yes,Mailed Check,1,False
C703465,67,Month-to-month,81.56,5389.04,DSL,No,Bank Transfer,0,True
C703466,40,One year,47.95,1753.6,Fiber,No,Credit Card,0,False
C703467,5,Month-to-month,68.94,362.68,DSL,No,Credit Card,0,False
C703468,53,One year,33.14,1799.17,DSL,Yes,Bank Transfer,0,False
C703469,23,Month-to-month,66.51,1536.41,Fiber,Yes,Electronic Check,0,False
C703470,42,One year,78.09,3028.09,Fiber,Yes,Electronic Check,0,False
C703471,67,Two year,81.73,6169.71,DSL,No,Bank Transfer,1,False
C703472,13,Month-to-month,137.54,1626.97,None,No,Bank Transfer,0,False
C703473,53,Month-to-month,129.94,6277.94,DSL,Yes,Electronic Check,0,True
C703474,5,Month-to-month,118.92,678.84,DSL,No,Credit Card,0,False
C703475,48,One year,127.01,5726.86,Fiber,Yes,Mailed Check,0,False
C703476,14,Month-to-month,51.97,744.05,DSL,Yes,Bank Transfer,0,True
C703477,58,Month-to-month,132.01,8426.26,Fiber,No,Bank Transfer,1,False
C703478,17,Month-to-month,136.61,2041.52,Fiber,No,Credit Card,0,False
C703479,2,One year,86.2,163.38,None,No,Electronic Check,0,False
C703480,21,Month-to-month,66.59,1419.2,Fiber,No,Credit Card,0,True
C703481,58,Month-to-month,44.32,2378.41,DSL,Yes,Mailed Check,1,True
C703482,71,One year,143.35,10500.49,None,No,Bank Transfer,0,False
C703483,64,Month-to-month,90.32,6242.26,None,No,Electronic Check,0,True
C703484,33,Two year,115.27,3515.15,None,No,Mailed Check,0,False
C703485,0,Month-to-month,80.43,0.0,Fiber,No,Credit Card,0,True
C703486,42,Month-to-month,78.1,3637.29,DSL,No,Mailed Check,0,False
C703487,35,Month-to-month,91.88,2737.07,DSL,No,Credit Card,0,True
C703488,49,Two year,81.16,4566.83,DSL,No,Mailed Check,0,False
C703489,1,One year,70.15,71.04,Fiber,Yes,Mailed Check,0,False
C703490,22,Two year,138.6,3121.48,Fiber,Yes,Electronic Check,0,True
C703491,46,Month-to-month,118.95,6056.92,DSL,Yes,Bank Transfer,0,False
C703492,46,Month-to-month,67.86,3052.12,Fiber,Yes,Mailed Check,0,True
C703493,67,Month-to-month,140.75,10427.99,DSL,Yes,Mailed Check,0,True
C703494,47,Month-to-month,26.77,1277.59,None,No,Credit Card,0,True
C703495,4,Month-to-month,61.68,280.59,Fiber,No,Mailed Check,0,False
C703496,31,One year,44.44,1437.11,Fiber,No,Bank Transfer,0,False
C703497,42,Two year,143.51,5380.2,DSL,No,Electronic Check,0,True
C703498,8,Month-to-month,134.92,926.54,DSL,No,Mailed Check,1,False
C703499,24,Month-to-month,144.98,3576.46,DSL,No,Mailed Check,0,False
C703500,56,Month-to-month,49.68,2707.35,DSL,Yes,Bank Transfer,0,False
C703501,14,Month-to-month,91.78,1138.27,DSL,Yes,Credit Card,0,False
C703502,54,One year,102.38,6122.7,None,No,Credit Card,0,True
C703503,5,One year,55.54,248.09,Fiber,No,Bank Transfer,0,True
C703504,48,Month-to-month,21.14,1121.45,Fiber,No,Electronic Check,0,True
C703505,45,One year,99.35,4508.85,None,No,Electronic Check,0,True
C703506,66,Two year,139.31,9117.18,Fiber,No,Mailed Check,0,False
C703507,18,Two year,64.72,1123.06,DSL,No,Mailed Check,0,False
C703508,2,Month-to-month,20.91,40.51,Fiber,Yes,Credit Card,0,False
C703509,54,One year,113.32,6888.64,DSL,No,Electronic Check,0,False
C703510,34,Month-to-month,63.62,1937.31,None,No,Bank Transfer,0,False
C703511,19,One year,99.72,2034.38,DSL,Yes,Bank Transfer,0,False
C703512,65,Month-to-month,26.43,1747.4,Fiber,No,Electronic Check,0,False
C703513,16,Month-to-month,48.08,771.82,Fiber,No,Mailed Check,0,True
C703514,40,Month-to-month,131.81,4622.45,Fiber,Yes,Credit Card,0,False
C703515,43,Month-to-month,28.61,1128.05,Fiber,No,Electronic Check,0,True
C703516,14,Two year,107.77,1423.31,None,No,Bank Transfer,0,True
C703517,29,Month-to-month,134.97,4308.67,Fiber,No,Bank Transfer,0,True
C703518,2,Month-to-month,65.96,144.77,Fiber,Yes,Bank Transfer,0,True
C703519,68,Month-to-month,30.9,2406.93,Fiber,No,Bank Transfer,1,False
C703520,13,Month-to-month,132.76,1550.3,DSL,No,Credit Card,0,False
C703521,60,Two year,117.24,7357.0,Fiber,Yes,Credit Card,0,True
C703522,8,One year,51.29,376.43,Fiber,Yes,Electronic Check,0,False
C703523,34,Month-to-month,140.16,5430.29,DSL,No,Mailed Check,0,True
C703524,37,Month-to-month,38.3,1521.52,Fiber,No,Bank Transfer,0,False
C703525,48,Two year,32.93,1389.69,Fiber,No,Mailed Check,0,True
C703526,13,One year,73.61,965.44,Fiber,No,Bank Transfer,0,True
C703527,41,One year,25.77,1066.37,Fiber,Yes,Electronic Check,0,False
C703528,4,One year,144.22,597.2,Fiber,No,Credit Card,0,False
C703529,70,Month-to-month,85.24,6197.67,Fiber,Yes,Mailed Check,0,False
C703530,43,One year,73.91,3010.6,None,No,Mailed Check,0,False
C703531,32,Month-to-month,113.75,3604.03,DSL,Yes,Mailed Check,0,False
C703532,67,Month-to-month,138.76,9552.21,None,No,Credit Card,0,False
C703533,21,Month-to-month,48.39,949.36,Fiber,No,Credit Card,1,False
C703534,48,Month-to-month,88.0,3697.99,DSL,No,Electronic Check,1,False
C703535,16,Two year,118.34,1909.41,Fiber,No,Electronic Check,0,False
C703536,21,Month-to-month,84.39,1858.87,DSL,No,Bank Transfer,1,False
C703537,56,Month-to-month,20.46,1229.65,None,No,Bank Transfer,0,False
C703538,60,Month-to-month,106.38,6893.96,DSL,No,Electronic Check,1,True
C703539,67,Month-to-month,30.1,1729.82,DSL,Yes,Electronic Check,1,False
C703540,35,Month-to-month,47.77,1659.18,None,Yes,Credit Card,0,False
C703541,28,Two year,65.3,1856.85,DSL,No,Credit Card,0,False
C703542,48,Month-to-month,38.64,2026.61,Fiber,No,Electronic Check,0,True
C703543,20,Two year,117.25,2588.16,Fiber,Yes,Electronic Check,1,True
C703544,25,Month-to-month,30.36,827.3,Fiber,Yes,Electronic Check,0,True
C703545,27,Two year,108.02,2559.2,DSL,Yes,Mailed Check,0,False
C703546,11,Month-to-month,143.17,1657.91,Fiber,Yes,Credit Card,0,False
C703547,54,Two year,129.97,6918.98,Fiber,Yes,Mailed Check,0,False
C703548,55,Month-to-month,148.71,8767.47,DSL,Yes,Mailed Check,0,True
C703549,51,Month-to-month,124.63,6605.45,Fiber,No,Mailed Check,0,True
C703550,36,One year,77.11,2491.33,DSL,No,Mailed Check,0,False
C703551,50,Month-to-month,94.24,4414.21,DSL,No,Mailed Check,0,False
C703552,18,Two year,88.92,1693.81,DSL,No,Electronic Check,0,False
C703553,12,Month-to-month,133.29,1783.53,Fiber,No,Mailed Check,0,False
C703554,2,Two year,96.38,205.27,None,Yes,Credit Card,1,False
C703555,54,One year,106.51,5094.12,DSL,Yes,Electronic Check,0,False
C703556,22,Month-to-month,70.0,1649.84,Fiber,Yes,Mailed Check,0,False
C703557,11,Month-to-month,113.52,1396.41,DSL,No,Electronic Check,1,False
C703558,14,Month-to-month,68.75,1038.81,DSL,No,Mailed Check,0,False
C703559,6,One year,113.46,622.09,Fiber,No,Mailed Check,0,False
C703560,1,One year,122.23,130.37,DSL,Yes,Electronic Check,0,False
C703561,31,Month-to-month,94.08,2797.34,Fiber,Yes,Mailed Check,0,False
C703562,44,Month-to-month,55.77,2230.45,Fiber,No,Electronic Check,0,True
C703563,43,Two year,50.36,1991.83,Fiber,Yes,Bank Transfer,0,False
C703564,10,Month-to-month,35.33,344.25,Fiber,No,Mailed Check,0,False
C703565,2,Month-to-month,64.35,110.62,None,No,Bank Transfer,0,True
C703566,4,Month-to-month,106.66,406.02,DSL,No,Credit Card,1,False
C703567,29,One year,26.65,834.56,Fiber,Yes,Credit Card,0,False
C703568,64,Month-to-month,139.8,10228.56,None,Yes,Bank Transfer,0,False
C703569,58,Month-to-month,49.56,3296.0,Fiber,No,Bank Transfer,0,False
C703570,45,Month-to-month,29.15,1192.51,DSL,Yes,Credit Card,0,False
C703571,70,Month-to-month,48.79,3919.14,Fiber,No,Mailed Check,0,False
C703572,44,Month-to-month,111.97,5353.17,None,No,Electronic Check,0,False
C703573,17,Month-to-month,130.16,2322.44,Fiber,No,Bank Transfer,0,False
C703574,24,One year,148.85,3870.16,Fiber,No,Electronic Check,0,True
C703575,57,Two year,91.18,5594.84,Fiber,No,Bank Transfer,0,False
C703576,60,Month-to-month,70.37,4323.99,Fiber,Yes,Electronic Check,1,True
C703577,26,One year,93.33,2708.33,None,Yes,Bank Transfer,0,False
C703578,36,One year,71.18,2525.39,Fiber,No,Electronic Check,0,False
C703579,47,Month-to-month,29.54,1579.62,Fiber,No,Mailed Check,0,False
C703580,37,Month-to-month,97.93,3527.52,DSL,Yes,Bank Transfer,0,False
C703581,51,Month-to-month,147.88,8253.98,Fiber,No,Bank Transfer,1,True
C703582,18,Two year,82.78,1527.73,Fiber,Yes,Credit Card,0,True
C703583,59,Month-to-month,127.95,6773.92,DSL,No,Electronic Check,0,True
C703584,10,Month-to-month,68.5,621.93,None,No,Mailed Check,0,False
C703585,68,Month-to-month,119.23,7408.18,Fiber,No,Bank Transfer,0,False
C703586,66,One year,124.93,8193.2,DSL,No,Electronic Check,0,False
C703587,49,One year,149.18,7360.88,None,No,Mailed Check,0,False
C703588,35,Two year,57.07,1835.21,DSL,Yes,Electronic Check,0,False
C703589,18,One year,119.52,2269.93,DSL,No,Bank Transfer,0,False
C703590,14,One year,137.46,2024.72,Fiber,Yes,Mailed Check,0,False
C703591,41,Two year,62.13,2434.06,Fiber,No,Electronic Check,0,False
C703592,71,One year,94.52,6040.37,DSL,No,Credit Card,1,False
C703593,49,Month-to-month,143.93,6495.3,DSL,No,Bank Transfer,0,False
C703594,32,Two year,62.0,2231.38,Fiber,No,Credit Card,0,False
C703595,53,Month-to-month,64.95,3708.22,None,No,Bank Transfer,0,True
C703596,47,Month-to-month,22.97,1214.26,DSL,Yes,Mailed Check,0,True
C703597,41,Month-to-month,42.42,1975.05,Fiber,Yes,Bank Transfer,1,True
C703598,23,Month-to-month,91.04,1860.06,Fiber,No,Electronic Check,0,False
C703599,8,Two year,136.06,946.66,Fiber,No,Credit Card,1,True
C703600,52,Month-to-month,46.55,2697.83,None,No,Electronic Check,0,False
C703601,65,Month-to-month,77.59,4828.45,DSL,No,Credit Card,0,True
C703602,8,One year,78.03,701.05,Fiber,No,Mailed Check,0,False
C703603,52,Month-to-month,21.01,1222.24,DSL,Yes,Mailed Check,0,True
C703604,6,One year,38.32,196.84,DSL,No,Bank Transfer,0,False
C703605,15,Month-to-month,54.21,863.46,DSL,No,Mailed Check,0,False
C703606,34,Month-to-month,65.4,2348.47,Fiber,Yes,Mailed Check,0,False
C703607,63,One year,54.11,3647.73,DSL,Yes,Mailed Check,0,False
C703608,23,Month-to-month,83.48,2205.77,Fiber,No,Bank Transfer,0,True
C703609,9,Month-to-month,34.02,348.31,Fiber,Yes,Credit Card,0,True
C703610,66,Month-to-month,38.6,2713.69,Fiber,No,Electronic Check,0,False
C703611,60,Month-to-month,32.08,1656.21,DSL,Yes,Credit Card,0,True
C703612,47,Month-to-month,76.9,3159.09,None,No,Mailed Check,0,False
C703613,23,Month-to-month,103.77,2245.96,DSL,Yes,Mailed Check,0,True
C703614,3,Month-to-month,96.44,260.17,Fiber,No,Mailed Check,1,False
C703615,24,Month-to-month,121.94,2969.72,None,Yes,Electronic Check,0,False
C703616,3,Month-to-month,40.13,105.93,DSL,Yes,Electronic Check,0,False
C703617,2,Month-to-month,144.3,330.72,Fiber,No,Credit Card,0,False
C703618,31,Two year,86.25,2531.66,Fiber,No,Mailed Check,0,False
C703619,69,One year,120.71,8474.1,Fiber,No,Credit Card,0,False
C703620,17,Month-to-month,23.22,446.15,DSL,Yes,Bank Transfer,1,False
C703621,6,Month-to-month,46.28,270.08,DSL,No,Electronic Check,0,False
C703622,54,Month-to-month,92.35,4850.19,None,No,Mailed Check,1,False
C703623,58,One year,138.93,7559.41,DSL,No,Mailed Check,1,False
C703624,64,Month-to-month,57.57,4036.23,Fiber,No,Credit Card,0,False
C703625,66,Month-to-month,21.13,1595.88,Fiber,No,Bank Transfer,0,False
C703626,62,One year,142.72,10025.72,DSL,No,Credit Card,0,False
C703627,42,Month-to-month,122.6,4408.71,DSL,No,Electronic Check,1,True
C703628,33,Month-to-month,148.77,5419.93,Fiber,Yes,Credit Card,0,False
C703629,31,Month-to-month,36.22,1040.45,DSL,No,Bank Transfer,0,False
C703630,18,Two year,72.75,1392.27,Fiber,No,Mailed Check,0,False
C703631,15,Month-to-month,112.04,1514.19,Fiber,Yes,Bank Transfer,0,False
C703632,17,Month-to-month,127.2,2062.16,DSL,No,Mailed Check,0,True
C703633,1,One year,98.97,97.99,Fiber,Yes,Bank Transfer,0,True
C703634,43,Month-to-month,75.61,3507.03,Fiber,Yes,Electronic Check,0,False
C703635,40,One year,141.37,5918.85,Fiber,No,Bank Transfer,0,True
C703636,19,Month-to-month,92.99,1856.13,DSL,No,Credit Card,0,False
C703637,6,One year,49.34,338.79,Fiber,No,Electronic Check,0,True
C703638,21,Month-to-month,31.26,561.92,Fiber,No,Bank Transfer,0,True
C703639,20,Month-to-month,52.96,1017.61,Fiber,No,Electronic Check,0,True
C703640,68,Month-to-month,132.48,9722.75,DSL,No,Mailed Check,0,False
C703641,23,Month-to-month,76.65,1783.71,Fiber,No,Mailed Check,0,True
C703642,22,Month-to-month,123.33,2765.9,DSL,No,Mailed Check,0,False
C703643,20,Month-to-month,121.09,2176.47,DSL,No,Bank Transfer,0,False
C703644,29,Month-to-month,40.04,1244.66,DSL,No,Electronic Check,0,True
C703645,19,Month-to-month,28.63,602.79,Fiber,Yes,Bank Transfer,1,False
C703646,14,One year,130.5,2056.3,DSL,No,Credit Card,0,False
C703647,38,One year,80.36,3294.2,Fiber,No,Electronic Check,0,False
C703648,42,One year,83.65,3577.0,None,Yes,Electronic Check,1,True
C703649,68,One year,20.46,1461.91,None,No,Bank Transfer,1,True
C703650,35,Month-to-month,24.18,793.32,DSL,No,Mailed Check,0,True
C703651,59,Month-to-month,96.22,5990.23,Fiber,Yes,Bank Transfer,0,True
C703652,46,Month-to-month,51.26,2100.17,DSL,No,Mailed Check,1,True
C703653,1,One year,138.77,157.73,Fiber,No,Electronic Check,0,False
C703654,8,Month-to-month,50.55,345.24,None,Yes,Bank Transfer,0,False
C703655,28,One year,147.33,3910.97,Fiber,Yes,Mailed Check,0,False
C703656,33,Month-to-month,49.46,1540.7,DSL,No,Mailed Check,0,False
C703657,46,Month-to-month,91.41,4604.69,DSL,No,Mailed Check,0,False
C703658,14,Month-to-month,71.28,1123.17,DSL,Yes,Electronic Check,0,True
C703659,35,Month-to-month,51.26,1550.61,Fiber,Yes,Mailed Check,0,False
C703660,59,One year,99.39,6703.58,None,Yes,Credit Card,0,False
C703661,0,Month-to-month,129.95,0.0,Fiber,No,Bank Transfer,0,True
C703662,24,One year,36.81,806.62,DSL,No,Mailed Check,0,False
C703663,7,Two year,121.99,857.87,Fiber,No,Bank Transfer,1,False
C703664,39,Month-to-month,42.27,1510.27,DSL,No,Bank Transfer,0,False
C703665,44,Month-to-month,47.54,2387.12,Fiber,No,Credit Card,1,False
C703666,67,Month-to-month,25.82,1911.37,Fiber,No,Bank Transfer,0,True
C703667,0,Month-to-month,71.9,0.0,Fiber,No,Credit Card,0,True
C703668,35,Month-to-month,149.07,4914.17,Fiber,No,Electronic Check,1,True
C703669,20,One year,24.32,530.51,None,No,Mailed Check,1,False
C703670,42,Month-to-month,104.81,4123.93,Fiber,No,Mailed Check,1,True
C703671,54,Month-to-month,107.41,5353.21,DSL,Yes,Bank Transfer,0,False
C703672,46,Month-to-month,40.51,2120.52,None,No,Mailed Check,0,False
C703673,5,One year,119.85,562.24,Fiber,No,Electronic Check,0,False
C703674,1,Month-to-month,119.32,127.04,DSL,Yes,Mailed Check,0,False
C703675,60,One year,35.33,2128.04,DSL,Yes,Electronic Check,0,False
C703676,67,Month-to-month,89.65,5417.49,DSL,No,Electronic Check,1,False
C703677,42,Two year,76.99,3544.08,DSL,No,Bank Transfer,0,False
C703678,71,Month-to-month,110.68,6977.2,Fiber,No,Credit Card,0,False
C703679,14,Month-to-month,97.99,1224.37,Fiber,Yes,Credit Card,0,False
C703680,13,Month-to-month,81.59,1023.84,DSL,No,Bank Transfer,0,True
C703681,10,Month-to-month,21.14,228.14,Fiber,No,Credit Card,1,False
C703682,29,Two year,132.89,3760.07,DSL,No,Electronic Check,0,False
C703683,68,Month-to-month,105.2,6811.34,Fiber,No,Mailed Check,0,False
C703684,30,Two year,73.53,2011.33,Fiber,No,Bank Transfer,0,False
C703685,4,One year,80.96,364.76,Fiber,Yes,Bank Transfer,0,False
C703686,65,One year,74.9,4528.13,Fiber,Yes,Mailed Check,0,False
C703687,13,Month-to-month,43.28,642.68,DSL,No,Electronic Check,1,False
C703688,5,Two year,110.17,617.87,Fiber,No,Electronic Check,0,False
C703689,40,Month-to-month,134.9,5086.57,DSL,Yes,Credit Card,0,False
C703690,25,Two year,36.97,929.31,Fiber,Yes,Mailed Check,1,False
C703691,67,Month-to-month,33.25,2048.64,Fiber,No,Credit Card,0,False
C703692,42,One year,122.91,5915.95,Fiber,No,Electronic Check,0,True
C703693,67,Month-to-month,90.43,6509.45,Fiber,Yes,Mailed Check,0,False
C703694,2,Month-to-month,132.25,227.89,Fiber,No,Bank Transfer,0,True
C703695,28,Month-to-month,70.86,1831.89,Fiber,Yes,Credit Card,1,False
C703696,69,Two year,87.38,5437.49,DSL,No,Mailed Check,0,False
C703697,26,Month-to-month,75.32,2178.92,Fiber,No,Credit Card,0,False
C703698,61,Month-to-month,112.73,6994.35,Fiber,No,Mailed Check,0,False
C703699,34,One year,111.69,3453.53,None,Yes,Credit Card,0,False
C703700,67,Two year,37.11,2163.45,None,Yes,Electronic Check,1,False
C703701,5,Month-to-month,109.52,505.34,Fiber,No,Electronic Check,1,False
C703702,20,Month-to-month,100.66,1884.47,Fiber,No,Bank Transfer,0,False
C703703,67,One year,46.41,2747.33,Fiber,No,Credit Card,0,False
C703704,16,One year,32.28,586.25,DSL,No,Credit Card,0,False
C703705,1,Month-to-month,27.04,27.03,DSL,No,Credit Card,0,False
C703706,21,Two year,95.2,2206.72,None,No,Credit Card,0,False
C703707,5,Two year,54.61,294.07,None,Yes,Mailed Check,0,False
C703708,28,Two year,132.79,3208.12,DSL,No,Electronic Check,0,True
C703709,59,Two year,110.63,6702.18,Fiber,No,Mailed Check,0,False
C703710,57,Month-to-month,144.29,9105.54,Fiber,No,Bank Transfer,1,True
C703711,20,Month-to-month,104.4,1965.69,None,No,Electronic Check,0,True
C703712,29,Two year,125.63,3631.28,DSL,No,Credit Card,0,False
C703713,58,Month-to-month,127.7,6384.82,None,No,Electronic Check,0,False
C703714,55,Two year,86.15,4629.02,Fiber,No,Credit Card,0,False
C703715,12,Month-to-month,26.45,324.83,None,No,Mailed Check,0,False
C703716,9,One year,50.73,486.23,None,No,Electronic Check,0,True
C703717,50,Month-to-month,119.12,5870.96,Fiber,Yes,Bank Transfer,0,True
C703718,56,Month-to-month,73.73,4519.05,Fiber,Yes,Bank Transfer,0,False
C703719,67,Month-to-month,100.78,6542.26,Fiber,Yes,Mailed Check,0,False
C703720,7,Month-to-month,63.7,488.28,Fiber,No,Bank Transfer,0,False
C703721,35,One year,108.43,3553.56,DSL,No,Credit Card,0,False
C703722,13,Two year,79.1,1084.51,Fiber,Yes,Electronic Check,0,False
C703723,35,Month-to-month,62.18,2035.3,DSL,No,Mailed Check,0,False
C703724,1,Two year,68.72,67.91,DSL,No,Electronic Check,0,False
C703725,24,One year,94.72,2559.54,Fiber,No,Mailed Check,0,False
C703726,13,Month-to-month,112.94,1573.33,DSL,No,Mailed Check,0,True
C703727,12,One year,95.79,1080.72,Fiber,No,Bank Transfer,1,True
C703728,60,Month-to-month,20.78,1373.81,Fiber,No,Mailed Check,1,True
C703729,55,One year,57.18,2858.35,DSL,No,Credit Card,0,False
C703730,31,One year,34.05,982.7,DSL,Yes,Mailed Check,0,False
C703731,38,Month-to-month,82.82,2810.23,Fiber,Yes,Credit Card,0,True
C703732,6,Two year,60.58,349.2,DSL,No,Mailed Check,0,False
C703733,32,Two year,148.35,4829.38,Fiber,No,Electronic Check,0,False
C703734,49,Month-to-month,33.69,1890.3,DSL,No,Credit Card,1,False
C703735,53,Month-to-month,36.62,1685.61,DSL,No,Mailed Check,0,True
C703736,2,One year,92.84,169.3,Fiber,No,Credit Card,1,False
C703737,51,Month-to-month,27.78,1564.85,Fiber,No,Electronic Check,0,False
C703738,10,Two year,110.05,1102.77,Fiber,No,Mailed Check,0,False
C703739,9,One year,108.07,1009.04,DSL,No,Mailed Check,1,False
C703740,57,Two year,32.97,1812.38,DSL,No,Mailed Check,0,False
C703741,7,One year,117.47,846.19,Fiber,Yes,Bank Transfer,1,False
C703742,63,Month-to-month,116.27,6555.63,Fiber,No,Electronic Check,0,True
C703743,16,Month-to-month,52.13,725.42,DSL,Yes,Mailed Check,0,False
C703744,22,Month-to-month,95.51,2191.92,Fiber,No,Electronic Check,0,True
C703745,16,Two year,63.64,1161.98,DSL,Yes,Credit Card,0,False
C703746,21,One year,136.63,2462.01,None,No,Bank Transfer,0,False
C703747,21,Month-to-month,112.08,2330.87,None,No,Bank Transfer,1,True
C703748,37,Two year,113.33,4156.78,Fiber,Yes,Credit Card,0,False
C703749,40,One year,111.67,4311.44,Fiber,No,Electronic Check,0,True
C703750,0,Month-to-month,95.28,0.0,DSL,Yes,Electronic Check,0,False
C703751,30,Month-to-month,37.89,1248.61,None,Yes,Electronic Check,0,False
C703752,29,One year,111.42,2972.23,DSL,No,Credit Card,1,True
C703753,32,One year,116.72,4226.43,Fiber,No,Mailed Check,0,False
C703754,1,Two year,114.53,120.11,Fiber,No,Credit Card,1,False
C703755,0,One year,67.94,0.0,None,No,Credit Card,0,False
C703756,24,Month-to-month,126.77,2705.9,Fiber,No,Mailed Check,0,False
C703757,28,One year,21.0,579.39,DSL,No,Mailed Check,0,False
C703758,12,Month-to-month,78.86,927.74,None,No,Credit Card,0,True
C703759,14,Two year,138.12,2127.93,Fiber,Yes,Mailed Check,0,False
C703760,56,Month-to-month,34.81,2238.7,Fiber,No,Mailed Check,0,True
C703761,45,One year,98.51,4131.33,None,Yes,Electronic Check,0,False
C703762,26,Month-to-month,93.02,2533.62,Fiber,Yes,Mailed Check,0,False
C703763,10,Month-to-month,24.74,213.17,Fiber,No,Bank Transfer,0,False
C703764,26,Month-to-month,128.98,3665.59,DSL,Yes,Electronic Check,0,False
C703765,37,Month-to-month,20.11,812.07,Fiber,Yes,Bank Transfer,0,True
C703766,34,Month-to-month,88.18,3012.15,Fiber,Yes,Bank Transfer,0,True
C703767,67,Month-to-month,101.17,5862.11,DSL,No,Electronic Check,1,True
C703768,50,Two year,52.82,2287.01,Fiber,No,Credit Card,0,False
C703769,59,Month-to-month,76.19,4539.04,DSL,No,Electronic Check,0,False
C703770,5,Month-to-month,31.2,164.27,None,No,Electronic Check,0,False
C703771,61,Month-to-month,42.9,2435.57,None,No,Mailed Check,0,False
C703772,7,Two year,121.61,932.46,DSL,No,Electronic Check,0,False
C703773,48,One year,40.5,1882.93,DSL,No,Credit Card,0,False
C703774,30,Month-to-month,37.23,1024.61,DSL,No,Credit Card,0,False
C703775,65,Two year,32.59,2105.59,None,No,Bank Transfer,0,False
C703776,45,Month-to-month,77.97,3691.88,Fiber,No,Credit Card,0,False
C703777,18,One year,64.07,996.84,Fiber,Yes,Electronic Check,0,False
C703778,34,Two year,101.56,3803.88,DSL,No,Bank Transfer,1,True
C703779,57,One year,130.72,8342.95,DSL,No,Mailed Check,1,True
C703780,18,Month-to-month,139.58,2403.59,DSL,No,Credit Card,0,True
